# Weather station Madrid / Cuatro Vientos (airport), Spain, WMO_ID=8223,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8223&lang=en
#
"Local time in Madrid / Cuatro Vientos (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.04.2020 19:00";"15.9";"701.7";"760.3";"";"60";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"18.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"25.0";"8.2";"0.2";"12";"";"";"";"";
"17.04.2020 13:00";"16.2";"702.3";"760.9";"";"69";"Wind blowing from the south";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"20.0";"10.5";"0.2";"6";"";"";"";"";
"17.04.2020 07:00";"10.5";"702.2";"762.0";"";"96";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"";"";"10.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"9.9";"1.0";"12";"Surface of ground moist.";"8.0";"";"";
"16.04.2020 19:00";"13.2";"701.2";"760.2";"";"94";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"18.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"";"";"4.5";"12.3";"3.0";"12";"";"";"";"";
"16.04.2020 13:00";"17.2";"701.3";"759.6";"";"62";"Wind blowing from the south-southeast";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"";"";"15.0";"9.9";"No precipitation";"6";"";"";"";"";
"16.04.2020 07:00";"9.9";"703.0";"763.0";"";"96";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"9.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"9.3";"1.0";"12";"Surface of ground moist.";"8.0";"";"";
"15.04.2020 19:00";"13.0";"701.0";"760.1";"";"83";"Wind blowing from the south-east";"5";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"16.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.2";"23.0";"12";"";"";"";"";
"15.04.2020 13:00";"14.8";"700.4";"759.1";"";"75";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Shower(s).";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.4";"18.0";"6";"";"";"";"";
"15.04.2020 07:00";"11.5";"699.4";"758.8";"";"89";"Wind blowing from the east-southeast";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"";"";"11.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"300-600";"";"";"30.0";"9.8";"2.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"14.04.2020 19:00";"15.3";"698.8";"757.3";"";"67";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Rain.";"";"17.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"9.2";"2.0";"12";"";"";"";"";
"14.04.2020 13:00";"14.9";"699.9";"758.5";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"600-1000";"";"";"20.0";"11.5";"0.4";"6";"";"";"";"";
"14.04.2020 07:00";"11.2";"699.1";"758.5";"";"81";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"10.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus castellanus or floccus.";"";"20.0";"8.1";"0.4";"12";"Surface of ground moist.";"8.0";"";"";
"13.04.2020 19:00";"16.2";"697.0";"755.2";"";"52";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"18.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"25.0";"6.3";"2.0";"12";"";"";"";"";
"13.04.2020 13:00";"13.8";"697.3";"756.0";"";"72";"Wind blowing from the north";"2";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"8.8";"2.0";"6";"";"";"";"";
"13.04.2020 07:00";"8.8";"697.4";"757.2";"";"88";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"6.9";"0.5";"12";"Surface of ground wet (standing water in small or large pools on surface).";"5.0";"";"";
"12.04.2020 19:00";"17.5";"699.5";"757.6";"";"43";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"19.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"4.8";"No precipitation";"12";"";"";"";"";
"12.04.2020 13:00";"16.8";"702.8";"761.4";"";"46";"Wind blowing from the east-southeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.1";"No precipitation";"6";"";"";"";"";
"12.04.2020 07:00";"11.5";"704.6";"764.5";"";"66";"Wind blowing from the east";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"";"";"11.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.4";"0.5";"12";"Surface of ground moist.";"10.0";"";"";
"11.04.2020 19:00";"17.2";"704.2";"762.7";"";"60";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"19.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus castellanus or floccus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"9.4";"No precipitation";"12";"";"";"";"";
"11.04.2020 13:00";"16.5";"705.9";"764.7";"";"65";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"9.9";"No precipitation";"6";"";"";"";"";
"11.04.2020 07:00";"11.8";"706.0";"765.8";"";"84";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"";"";"11.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"20.0";"9.2";"No precipitation";"12";"Surface of ground moist.";"11.0";"";"";
"10.04.2020 19:00";"14.3";"705.8";"765.1";"";"86";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"15.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"20.0";"12.0";"Trace of precipitation";"12";"";"";"";"";
"10.04.2020 13:00";"12.3";"706.2";"765.9";"";"94";"Wind blowing from the east";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"";"";"10.0";"11.4";"2.0";"6";"";"";"";"";
"10.04.2020 07:00";"10.8";"705.6";"765.6";"";"98";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"5.0";"10.5";"12.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"09.04.2020 19:00";"14.4";"705.1";"764.2";"";"79";"Wind blowing from the south-east";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Drizzle.";"";"15.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"9.0";"10.8";"0.3";"12";"";"";"";"";
"09.04.2020 13:00";"14.6";"705.7";"764.9";"";"57";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"30.0";"6.2";"Trace of precipitation";"6";"";"";"";"";
"09.04.2020 07:00";"12.5";"705.3";"764.9";"";"74";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"";"Drizzle.";"12.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.0";"Trace of precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"08.04.2020 19:00";"19.8";"705.2";"763.3";"";"52";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"21.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"9.7";"No precipitation";"12";"";"";"";"";
"08.04.2020 13:00";"17.8";"707.2";"765.9";"";"66";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"11.4";"No precipitation";"6";"";"";"";"";
"08.04.2020 07:00";"11.0";"707.8";"767.9";"";"93";"Wind blowing from the east";"2";"";"";"50%.";"State of sky on the whole unchanged. ";"";"";"10.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"11.0";"9.9";"No precipitation";"12";"Surface of ground moist.";"7.0";"";"";
"07.04.2020 19:00";"14.9";"707.2";"766.3";"";"90";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Shower(s) of rain. ";"Shower(s).";"Rain.";"";"19.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"13.3";"3.0";"12";"";"";"";"";
"07.04.2020 13:00";"16.7";"707.8";"766.7";"";"78";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"12.8";"No precipitation";"6";"";"";"";"";
"07.04.2020 07:00";"11.1";"707.5";"767.5";"";"99";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"10.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"15.0";"10.9";"4.0";"12";"Surface of ground moist.";"8.0";"";"";
"06.04.2020 13:00";"16.4";"706.3";"765.1";"";"66";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Drizzle.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"10.0";"0.2";"6";"";"";"";"";
"06.04.2020 07:00";"12.0";"704.2";"763.8";"";"99";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"11.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"";"";"7.0";"11.8";"0.7";"12";"Surface of ground wet (standing water in small or large pools on surface).";"11.0";"";"";
"05.04.2020 13:00";"16.5";"703.7";"762.4";"";"59";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"8.5";"No precipitation";"6";"";"";"";"";
"05.04.2020 07:00";"8.8";"703.6";"763.9";"";"84";"Wind blowing from the east";"2";"";"";"20–30%.";"State of sky on the whole unchanged. ";"";"";"8.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"6.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
