# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"18.05.2020 16:20";"23.0";"766.2";"766.6";"27";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 15:50";"23.0";"766.2";"766.6";"25";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 15:20";"24.0";"766.2";"766.6";"24";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 14:50";"24.0";"766.2";"766.6";"24";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 14:20";"24.0";"766.9";"767.3";"24";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 13:50";"24.0";"766.9";"767.3";"25";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 13:20";"23.0";"766.9";"767.3";"27";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 12:50";"23.0";"766.9";"767.3";"25";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 12:20";"23.0";"766.9";"767.3";"25";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 11:50";"23.0";"766.9";"767.3";"27";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 11:20";"21.0";"766.9";"767.3";"33";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"18.05.2020 10:50";"20.0";"766.9";"767.3";"38";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"18.05.2020 10:20";"19.0";"767.7";"768.1";"40";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"18.05.2020 09:50";"18.0";"767.7";"768.1";"43";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"18.05.2020 09:20";"18.0";"767.7";"768.1";"46";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 08:50";"17.0";"766.9";"767.3";"52";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 08:20";"16.0";"766.9";"767.3";"59";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 07:50";"15.0";"767.7";"768.1";"63";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 07:20";"14.0";"767.7";"768.1";"67";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 06:50";"13.0";"767.7";"768.1";"72";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 06:20";"12.0";"767.7";"768.1";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 05:50";"12.0";"767.7";"768.1";"77";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 05:20";"12.0";"767.7";"768.1";"77";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 04:50";"12.0";"766.9";"767.3";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 04:20";"12.0";"766.9";"767.3";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 03:50";"12.0";"766.9";"767.3";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.05.2020 03:20";"12.0";"766.9";"767.3";"72";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 02:50";"12.0";"766.9";"767.3";"72";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 02:20";"13.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 01:50";"13.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 01:20";"13.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 00:50";"13.0";"766.9";"767.3";"63";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 00:20";"14.0";"766.9";"767.3";"55";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 23:50";"14.0";"766.9";"767.3";"51";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 23:20";"15.0";"766.9";"767.3";"48";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 22:50";"15.0";"766.9";"767.3";"48";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 22:20";"16.0";"766.9";"767.3";"45";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 21:50";"16.0";"766.9";"767.3";"42";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 21:20";"16.0";"766.9";"767.3";"42";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 20:50";"17.0";"766.9";"767.3";"39";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 20:20";"17.0";"766.9";"767.3";"42";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 19:50";"18.0";"766.9";"767.3";"40";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 19:20";"18.0";"766.2";"766.6";"43";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 18:50";"19.0";"766.2";"766.6";"43";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 18:20";"19.0";"766.2";"766.6";"40";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 17:50";"20.0";"766.2";"766.6";"40";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 17:20";"20.0";"766.2";"766.6";"40";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 16:50";"20.0";"766.2";"766.6";"40";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 16:20";"20.0";"766.2";"766.6";"40";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 15:50";"20.0";"766.2";"766.6";"38";"Wind blowing from the west";"5";"11";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 15:20";"20.0";"766.9";"767.3";"33";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 14:50";"20.0";"766.9";"767.3";"33";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 14:20";"20.0";"766.9";"767.3";"33";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 13:50";"20.0";"766.9";"767.3";"35";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 13:20";"20.0";"766.9";"767.3";"33";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 12:50";"19.0";"766.9";"767.3";"37";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 12:20";"18.0";"767.7";"768.1";"40";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 11:50";"18.0";"767.7";"768.1";"43";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 11:20";"18.0";"767.7";"768.1";"40";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"17.05.2020 10:50";"17.0";"767.7";"768.1";"39";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 10:20";"17.0";"767.7";"768.1";"39";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"17.05.2020 09:50";"16.0";"767.7";"768.1";"48";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 09:20";"15.0";"767.7";"768.1";"51";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 08:50";"15.0";"767.7";"768.1";"51";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 08:20";"14.0";"767.7";"768.1";"55";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 07:50";"13.0";"767.7";"768.1";"63";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 07:20";"13.0";"767.7";"768.1";"63";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 06:50";"12.0";"767.7";"768.1";"67";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 06:20";"12.0";"767.7";"768.1";"67";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 05:50";"11.0";"767.7";"768.1";"72";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 05:20";"10.0";"767.7";"768.1";"76";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 04:50";"10.0";"766.9";"767.3";"76";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 04:20";"10.0";"766.9";"767.3";"76";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 03:50";"11.0";"766.9";"767.3";"72";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 03:20";"11.0";"767.7";"768.1";"72";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 02:50";"11.0";"767.7";"768.1";"72";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 02:20";"12.0";"767.7";"768.1";"67";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 01:50";"12.0";"767.7";"768.1";"67";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 01:20";"12.0";"767.7";"768.1";"67";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"17.05.2020 00:50";"13.0";"767.7";"768.1";"59";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"17.05.2020 00:20";"13.0";"767.7";"768.1";"59";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.05.2020 23:50";"14.0";"767.7";"768.1";"55";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.05.2020 23:20";"14.0";"767.7";"768.1";"55";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.05.2020 22:50";"13.0";"766.9";"767.3";"67";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"16.05.2020 22:20";"13.0";"766.9";"767.3";"63";"Wind blowing from the north-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"16.05.2020 21:50";"14.0";"766.9";"767.3";"59";"Wind blowing from the north-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"16.05.2020 21:20";"14.0";"766.9";"767.3";"55";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.05.2020 20:50";"14.0";"766.9";"767.3";"55";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.05.2020 20:20";"15.0";"766.9";"767.3";"48";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 19:50";"16.0";"766.9";"767.3";"42";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 19:20";"16.0";"766.9";"767.3";"42";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 18:50";"17.0";"766.9";"767.3";"39";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 18:20";"17.0";"766.9";"767.3";"39";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 17:50";"17.0";"766.9";"767.3";"39";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 17:20";"17.0";"766.9";"767.3";"37";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 16:50";"17.0";"766.9";"767.3";"37";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 16:20";"18.0";"766.9";"767.3";"37";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 15:50";"17.0";"766.9";"767.3";"39";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 15:20";"17.0";"766.9";"767.3";"37";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 14:50";"17.0";"766.9";"767.3";"37";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 14:20";"17.0";"766.9";"767.3";"37";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 13:50";"16.0";"767.7";"768.1";"39";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 13:20";"16.0";"767.7";"768.1";"39";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 12:50";"16.0";"767.7";"768.1";"39";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 12:20";"16.0";"767.7";"768.1";"39";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 11:50";"16.0";"767.7";"768.1";"36";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"16.05.2020 11:20";"15.0";"767.7";"768.1";"42";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.05.2020 10:50";"15.0";"767.7";"768.1";"42";"Wind blowing from the north-west";"3";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"2.0";
"16.05.2020 10:20";"14.0";"767.7";"768.1";"44";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"2.0";
"16.05.2020 09:50";"15.0";"768.5";"768.9";"45";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"3.0";
"16.05.2020 09:20";"13.0";"768.5";"768.9";"51";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 08:50";"13.0";"768.5";"768.9";"55";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 08:20";"12.0";"768.5";"768.9";"58";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 07:50";"12.0";"768.5";"768.9";"58";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 07:20";"11.0";"768.5";"768.9";"58";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 06:50";"11.0";"768.5";"768.9";"62";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 06:20";"11.0";"767.7";"768.1";"62";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 05:50";"11.0";"767.7";"768.1";"62";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.05.2020 05:20";"11.0";"767.7";"768.1";"58";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 04:50";"10.0";"767.7";"768.1";"62";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 04:20";"10.0";"767.7";"768.1";"62";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 03:50";"11.0";"768.5";"768.9";"58";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 03:20";"10.0";"768.5";"768.9";"62";"Wind blowing from the west-northwest";"3";"";"";"";"Overcast (100%) 1470 m";"10.0 and more";"3.0";
"16.05.2020 02:50";"11.0";"768.5";"768.9";"58";"Wind blowing from the north-west";"3";"";"";"";"Overcast (100%) 1470 m";"10.0 and more";"3.0";
"16.05.2020 02:20";"10.0";"767.7";"768.1";"62";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 01:50";"10.0";"767.7";"768.1";"62";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 01:20";"10.0";"767.7";"768.1";"62";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 00:50";"11.0";"767.7";"768.1";"58";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.05.2020 00:20";"11.0";"767.7";"768.1";"58";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"15.05.2020 23:50";"11.0";"767.7";"768.1";"58";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"15.05.2020 23:20";"12.0";"768.5";"768.9";"58";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"4.0";
"15.05.2020 22:50";"13.0";"768.5";"768.9";"51";"Wind blowing from the north-northwest";"3";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"3.0";
"15.05.2020 22:20";"13.0";"768.5";"768.9";"55";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 1470 m";"10.0 and more";"4.0";
"15.05.2020 21:50";"14.0";"768.5";"768.9";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"15.05.2020 21:20";"14.0";"767.7";"768.1";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"15.05.2020 20:50";"14.0";"767.7";"768.1";"51";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"15.05.2020 20:20";"15.0";"767.7";"768.1";"51";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"15.05.2020 19:50";"15.0";"766.9";"767.3";"51";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
