# Weather station Prague / Vaclav Havel (airport), Czech Republic, WMO_ID=11518,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11518&lang=en
#
"Local time in Prague / Vaclav Havel (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.05.2020 17:00";"12.0";"723.4";"755.5";"0.1";"49";"Wind blowing from the north-northwest";"11";"";"11";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"45.0";"1.6";"No precipitation";"1";"";"";"";"";
"02.05.2020 16:00";"14.8";"722.8";"754.6";"-0.8";"29";"Wind blowing from the west";"8";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"-3.1";"No precipitation";"1";"";"";"";"";
"02.05.2020 15:00";"14.0";"723.0";"754.9";"-0.5";"39";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"0.2";"No precipitation";"1";"";"";"";"";
"02.05.2020 14:00";"13.2";"723.3";"755.2";"-0.2";"53";"Wind blowing from the west";"5";"";"11";"50%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"3.7";"Trace of precipitation";"1";"";"";"";"";
"02.05.2020 13:00";"11.8";"723.6";"755.7";"-0.1";"61";"Wind blowing from the west";"8";"";"14";"70 – 80%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"4.5";"0.1";"6";"";"";"";"";
"02.05.2020 12:00";"10.6";"723.5";"755.8";"0.3";"64";"Wind blowing from the west";"11";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"20.0";"3.9";"Trace of precipitation";"1";"";"";"";"";
"02.05.2020 11:00";"11.2";"723.5";"755.7";"0.4";"67";"Wind blowing from the south-west";"6";"";"14";"70 – 80%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"5.3";"0.1";"1";"";"";"";"";
"02.05.2020 10:00";"11.0";"723.7";"755.9";"0.8";"67";"Wind blowing from the west-southwest";"9";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"";"";"10.0";"5.1";"Trace of precipitation";"1";"";"";"";"";
"02.05.2020 09:00";"11.5";"723.2";"755.4";"0.9";"67";"Wind blowing from the west-southwest";"8";"";"";"70 – 80%.";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"60.0";"5.6";"No precipitation";"1";"";"";"";"";
"02.05.2020 08:00";"10.2";"723.1";"755.3";"0.9";"75";"Wind blowing from the west-southwest";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"";"";"60.0";"6.0";"No precipitation";"1";"";"";"";"";
"02.05.2020 07:00";"8.9";"722.9";"755.3";"1.0";"81";"Wind blowing from the west-southwest";"7";"";"";"60%.";" ";"";"";"5.1";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"5.8";"0.8";"12";"Surface of ground moist.";"4.0";"";"";
"02.05.2020 06:00";"8.0";"722.3";"754.8";"0.3";"86";"Wind blowing from the west-southwest";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"200-300";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"5.8";"No precipitation";"1";"";"";"";"";
"02.05.2020 05:00";"5.2";"722.2";"755.0";"0.3";"93";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"4.2";"No precipitation";"1";"";"";"";"";
"02.05.2020 04:00";"6.2";"721.9";"754.6";"0.0";"90";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"4.7";"No precipitation";"1";"";"";"";"";
"02.05.2020 03:00";"6.1";"722.0";"754.7";"0.1";"92";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"4.9";"No precipitation";"1";"";"";"";"";
"02.05.2020 02:00";"6.4";"721.9";"754.6";"0.0";"90";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"4.9";"No precipitation";"1";"";"";"";"";
"02.05.2020 01:00";"6.5";"721.9";"754.6";"0.0";"89";"Wind blowing from the south-west";"6";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"4.8";"0.8";"6";"";"";"";"";
"02.05.2020 00:00";"7.3";"721.9";"754.4";"0.2";"91";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"5.9";"No precipitation";"1";"";"";"";"";
"01.05.2020 23:00";"8.0";"721.9";"754.3";"0.9";"91";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"50.0";"6.6";"No precipitation";"1";"";"";"";"";
"01.05.2020 22:00";"8.7";"721.9";"754.3";"1.0";"89";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Shower(s).";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"50.0";"7.0";"0.3";"1";"";"";"";"";
"01.05.2020 21:00";"9.3";"721.7";"754.0";"1.3";"85";"Wind blowing from the south-west";"5";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"50.0";"6.8";"0.2";"1";"";"";"";"";
"01.05.2020 20:00";"9.6";"721.0";"753.3";"0.7";"81";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"60.0";"6.5";"0.3";"1";"";"";"";"";
"01.05.2020 19:00";"10.9";"720.9";"753.0";"0.6";"64";"Wind blowing from the west";"7";"";"12";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"17.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"30.0";"4.4";"Trace of precipitation";"12";"";"";"";"";
"01.05.2020 18:00";"14.0";"720.4";"752.1";"-0.1";"56";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"50.0";"5.4";"No precipitation";"1";"";"";"";"";
"01.05.2020 17:00";"15.6";"720.3";"751.9";"-0.6";"48";"Wind blowing from the west";"4";"";"";"70 – 80%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"60.0";"4.6";"Trace of precipitation";"1";"";"";"";"";
"01.05.2020 16:00";"16.1";"720.3";"751.8";"-1.0";"40";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"2.5";"No precipitation";"1";"";"";"";"";
"01.05.2020 15:00";"16.0";"720.5";"752.0";"-1.1";"41";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"70.0";"2.8";"No precipitation";"1";"";"";"";"";
"01.05.2020 14:00";"15.5";"720.9";"752.5";"-1.1";"46";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"70.0";"3.9";"No precipitation";"1";"";"";"";"";
"01.05.2020 13:00";"14.7";"721.3";"753.0";"-1.0";"52";"Wind blowing from the south-southwest";"6";"";"12";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"4.8";"No precipitation";"6";"";"";"";"";
"01.05.2020 12:00";"14.8";"721.6";"753.3";"-0.7";"50";"Wind blowing from the south-west";"6";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"4.4";"No precipitation";"1";"";"";"";"";
"01.05.2020 11:00";"13.8";"722.0";"753.8";"-0.3";"55";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"4.8";"No precipitation";"1";"";"";"";"";
"01.05.2020 10:00";"13.3";"722.3";"754.2";"-0.1";"60";"Wind blowing from the west-southwest";"7";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"5.7";"No precipitation";"1";"";"";"";"";
"01.05.2020 09:00";"12.3";"722.3";"754.3";"0.0";"69";"Wind blowing from the south-west";"8";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"71.0";"6.8";"No precipitation";"1";"";"";"";"";
"01.05.2020 08:00";"11.9";"722.3";"754.3";"0.3";"77";"Wind blowing from the south-west";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"70.0";"8.0";"No precipitation";"1";"";"";"";"";
