# Weather station Warsaw / Okecie (airport), Poland, WMO_ID=12375,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=12375&lang=en
#
"Local time in Warsaw / Okecie (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.04.2020 03:00";"3.8";"759.1";"769.0";"-1.1";"47";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.5";"";"";"";"";"";"";
"12.04.2020 02:00";"3.9";"759.5";"769.5";"-1.0";"46";"Wind blowing from the east-southeast";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"-6.7";"";"";"";"";"";"";
"12.04.2020 01:00";"4.6";"760.0";"769.9";"-0.6";"44";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.6";"No precipitation";"6";"";"";"";"";
"12.04.2020 00:00";"5.6";"760.2";"770.2";"-0.4";"41";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.6";"";"";"";"";"";"";
"11.04.2020 23:00";"6.7";"760.5";"770.4";"-0.3";"37";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-7.0";"";"";"";"";"";"";
"11.04.2020 22:00";"7.4";"760.6";"770.5";"0.1";"37";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.4";"";"";"";"";"";"";
"11.04.2020 21:00";"7.3";"760.6";"770.5";"0.3";"37";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-6.5";"";"";"";"";"";"";
"11.04.2020 20:00";"7.5";"760.8";"770.7";"0.5";"36";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-6.6";"";"";"";"";"";"";
"11.04.2020 19:00";"9.4";"760.5";"770.3";"0.1";"28";"Wind blowing from the east-northeast";"4";"";"10";"50%.";" ";"";"";"5.8";"13.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-8.2";"No precipitation";"12";"";"";"";"";
"11.04.2020 18:00";"11.0";"760.3";"770.0";"-0.3";"26";"Wind blowing from the north-east";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-7.8";"";"";"";"";"";"";
"11.04.2020 17:00";"12.7";"760.3";"769.9";"-0.5";"23";"Wind blowing from the north-northeast";"4";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-7.9";"";"";"";"";"";"";
"11.04.2020 16:00";"13.5";"760.4";"770.1";"-0.8";"21";"Wind blowing from the north-east";"1";"";"10";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-8.4";"";"";"";"";"";"";
"11.04.2020 15:00";"13.4";"760.6";"770.3";"-0.8";"21";"Wind blowing from the north-northeast";"3";"";"7";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-8.5";"";"";"";"";"";"";
"11.04.2020 14:00";"13.7";"760.8";"770.5";"-0.7";"23";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.1";"";"";"";"";"";"";
"11.04.2020 13:00";"12.5";"761.2";"771.0";"-0.4";"24";"Wind blowing from the north-east";"3";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.6";"No precipitation";"6";"";"";"";"";
"11.04.2020 12:00";"12.3";"761.4";"771.1";"0.0";"23";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-8.3";"";"";"";"";"";"";
"11.04.2020 11:00";"11.7";"761.5";"771.3";"0.5";"25";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.7";"";"";"";"";"";"";
"11.04.2020 10:00";"10.4";"761.6";"771.4";"1.1";"28";"Wind blowing from the north-northeast";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.4";"";"";"";"";"";"";
"11.04.2020 09:00";"9.2";"761.4";"771.2";"1.4";"37";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-4.8";"";"";"";"";"";"";
"11.04.2020 08:00";"7.6";"761.0";"770.9";"1.6";"44";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-3.9";"";"";"";"";"";"";
"11.04.2020 07:00";"5.9";"760.5";"770.5";"1.5";"43";"Wind blowing from the north-east";"4";"";"";"70 – 80%.";" ";"";"";"4.0";"10.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-5.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"0.0";"";"";
"11.04.2020 06:00";"5.5";"760.0";"770.0";"1.2";"44";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-5.8";"";"";"";"";"";"";
"11.04.2020 05:00";"4.2";"759.4";"769.3";"1.0";"50";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-5.3";"";"";"";"";"";"";
"11.04.2020 04:00";"4.6";"759.0";"769.0";"0.8";"49";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-5.2";"";"";"";"";"";"";
"11.04.2020 03:00";"5.0";"758.8";"768.7";"0.7";"53";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-3.8";"";"";"";"";"";"";
"11.04.2020 02:00";"4.7";"758.4";"768.4";"0.5";"55";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-3.6";"";"";"";"";"";"";
"11.04.2020 01:00";"5.4";"758.2";"768.1";"0.3";"53";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-3.4";"No precipitation";"6";"";"";"";"";
"11.04.2020 00:00";"6.3";"758.1";"768.0";"0.2";"50";"Wind blowing from the north-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-3.4";"";"";"";"";"";"";
"10.04.2020 23:00";"7.2";"757.9";"767.8";"0.1";"48";"Wind blowing from the north-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-3.1";"";"";"";"";"";"";
"10.04.2020 22:00";"8.2";"757.9";"767.7";"0.3";"45";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-3.0";"";"";"";"";"";"";
"10.04.2020 21:00";"8.6";"757.9";"767.7";"0.5";"47";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-2.1";"";"";"";"";"";"";
"10.04.2020 20:00";"10.8";"757.8";"767.5";"0.6";"35";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-4.1";"";"";"";"";"";"";
"10.04.2020 19:00";"10.6";"757.6";"767.4";"0.2";"35";"Wind blowing from the west-northwest";"2";"";"9";"90  or more, but not 100%";" ";"";"";"5.9";"14.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-4.3";"No precipitation";"12";"";"";"";"";
"10.04.2020 18:00";"11.4";"757.4";"767.2";"-0.5";"35";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-3.5";"";"";"";"";"";"";
"10.04.2020 17:00";"12.7";"757.2";"766.9";"-1.1";"33";"Wind blowing from the north-west";"4";"";"9";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-3.2";"";"";"";"";"";"";
"10.04.2020 16:00";"13.9";"757.4";"767.0";"-1.3";"30";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-3.4";"";"";"";"";"";"";
"10.04.2020 15:00";"13.7";"757.9";"767.5";"-1.2";"29";"Wind blowing from the west";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-4.0";"";"";"";"";"";"";
"10.04.2020 14:00";"13.4";"758.3";"768.0";"-1.1";"32";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-3.0";"";"";"";"";"";"";
"10.04.2020 13:00";"13.1";"758.7";"768.4";"-0.7";"35";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-2.0";"No precipitation";"6";"";"";"";"";
"10.04.2020 12:00";"12.9";"759.1";"768.8";"-0.5";"35";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-2.2";"";"";"";"";"";"";
"10.04.2020 11:00";"11.7";"759.4";"769.1";"-0.1";"41";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-1.1";"";"";"";"";"";"";
"10.04.2020 10:00";"10.9";"759.4";"769.2";"0.0";"50";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"0.9";"";"";"";"";"";"";
"10.04.2020 09:00";"9.4";"759.6";"769.4";"0.5";"55";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"0.8";"";"";"";"";"";"";
"10.04.2020 08:00";"7.4";"759.5";"769.4";"1.0";"70";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"2.3";"";"";"";"";"";"";
"10.04.2020 07:00";"5.9";"759.4";"769.3";"1.3";"80";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"3.0";"15.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"27.0";"2.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"-2.0";"";"";
"10.04.2020 06:00";"3.8";"759.1";"769.0";"1.2";"89";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"22.0";"2.2";"";"";"";"";"";"";
"10.04.2020 05:00";"3.0";"758.5";"768.6";"0.7";"90";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"23.0";"1.5";"";"";"";"";"";"";
