Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.04.2020 10:00,7.2,734.8,758.5,-0.7,93,Wind blowing from the west,6,,13,,Drizzle not freezing slight. ,,,,,,,100-200,,,8.0,6.1,,,,,,
02.04.2020 09:00,6.9,734.9,758.8,-1.1,92,Wind blowing from the west,5,12,13,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,8.0,5.7,,,,,,
02.04.2020 08:00,6.8,735.6,759.4,-0.5,89,Wind blowing from the west,6,13,14,, ,,,,,,,200-300,,,28.0,5.1,,,,,,
02.04.2020 07:00,6.3,735.5,759.4,-1.4,87,Wind blowing from the west,6,,13,, ,,,,,,,300-600,,,45.0,4.3,,,,,,
02.04.2020 06:00,5.6,736.0,760.0,-1.6,88,Wind blowing from the west,5,,,, ,,,4.8,,,,600-1000,,,40.0,3.7,No precipitation,12,,,,
02.04.2020 05:00,5.0,736.1,760.2,-2.3,84,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,45.0,2.5,,,,,,
02.04.2020 04:00,5.0,736.9,760.9,-1.8,87,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,45.0,3.0,,,,,,
02.04.2020 03:00,5.4,737.6,761.6,-1.6,93,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,19.0,4.3,,,,,,
02.04.2020 02:00,5.5,738.4,762.5,-1.1,97,Wind blowing from the west,4,,,, ,,,,,,,100-200,,,15.0,5.0,,,,,,
02.04.2020 01:00,5.0,738.7,762.7,-1.2,95,Wind blowing from the west,5,,,, ,,,,,,,100-200,,,18.0,4.2,,,,,,
02.04.2020 00:00,5.4,739.2,763.3,-0.8,94,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,17.0,4.5,No precipitation,6,,,,
01.04.2020 23:00,5.4,739.5,763.6,-0.8,90,Wind blowing from the west,4,9,,, ,,,,,,,300-600,,,19.0,3.9,,,,,,
01.04.2020 22:00,5.6,739.9,764.0,-0.4,88,Wind blowing from the west,5,,,, ,,,,,,,1500-2000,,,15.0,3.7,,,,,,
01.04.2020 21:00,5.4,740.0,764.2,-0.7,88,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,3.5,,,,,,
01.04.2020 20:00,5.2,740.3,764.5,-0.8,87,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,3.2,,,,,,
01.04.2020 19:00,5.1,740.3,764.5,-1.1,86,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,28.0,2.9,,,,,,
01.04.2020 18:00,5.8,740.7,764.8,-1.0,80,Wind blowing from the west,4,,,, ,,,,7.6,,,1000-1500,,,30.0,2.6,Trace of precipitation,12,,,,
01.04.2020 17:00,6.1,741.1,765.2,-1.0,79,Wind blowing from the west-northwest,5,,,, ,,,,,,,1000-1500,,,29.0,2.6,,,,,,
01.04.2020 16:00,6.0,741.4,765.5,-1.2,81,Wind blowing from the west-northwest,5,,,,Rain (not freezing). ,,,,,,,1000-1500,,,21.0,2.9,,,,,,
01.04.2020 15:00,6.3,741.7,765.8,-1.3,79,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,40.0,2.8,,,,,,
01.04.2020 14:00,7.4,742.1,766.1,-1.3,73,Wind blowing from the west-northwest,4,,,, ,,,,,,,1000-1500,,,30.0,2.8,,,,,,
01.04.2020 13:00,6.5,742.6,766.7,-1.2,65,Wind blowing from the west-northwest,4,,,, ,,,,,,,1000-1500,,,45.0,0.4,,,,,,
01.04.2020 12:00,6.6,743.0,767.1,-1.0,63,Wind blowing from the west-northwest,4,,,, ,,,,,,,1000-1500,,,40.0,0.0,No precipitation,6,,,,
01.04.2020 11:00,6.1,743.4,767.5,-0.7,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,1000-1500,,,45.0,0.3,,,,,,
01.04.2020 10:00,5.2,743.8,768.1,-0.6,79,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,35.0,1.8,,,,,,
01.04.2020 09:00,4.9,744.0,768.3,-0.6,83,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,35.0,2.3,,,,,,
01.04.2020 08:00,4.5,744.1,768.4,-0.8,82,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,40.0,1.7,,,,,,
01.04.2020 07:00,4.1,744.4,768.7,-0.9,88,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,35.0,2.2,,,,,,
01.04.2020 06:00,4.0,744.6,769.0,-1.1,86,Wind blowing from the west,2,,,, ,,,4.0,,,,1000-1500,,,35.0,1.9,No precipitation,12,,,,
01.04.2020 05:00,4.2,744.9,769.3,-1.4,89,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,21.0,2.5,,,,,,
01.04.2020 04:00,4.2,745.3,769.6,-1.5,87,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,29.0,2.2,,,,,,
01.04.2020 03:00,4.4,745.7,770.2,-1.5,83,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,35.0,1.8,,,,,,
01.04.2020 02:00,4.4,746.3,770.8,-1.5,85,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,35.0,2.1,,,,,,
01.04.2020 01:00,4.8,746.8,771.2,-1.5,82,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,35.0,2.0,,,,,,
01.04.2020 00:00,5.4,739.2,763.3,-9.5,94,Wind blowing from the west,4,,,, ,,,,,,,200-300,,,17.0,4.5,No precipitation,6,,,,
31.03.2020 23:00,4.8,747.8,772.3,-1.2,84,Wind blowing from the north-west,1,,,, ,,,,,,,1000-1500,,,35.0,2.3,,,,,,
31.03.2020 22:00,5.1,748.3,772.8,-0.9,82,Wind blowing from the west-northwest,1,,,, ,,,,,,,1000-1500,,,40.0,2.2,,,,,,
31.03.2020 21:00,5.1,748.7,773.2,-0.8,81,Wind blowing from the west-northwest,1,,,, ,,,,,,,1000-1500,,,40.0,2.0,,,,,,
31.03.2020 20:00,5.5,749.0,773.5,-0.8,81,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,50.0,2.4,,,,,,
31.03.2020 19:00,5.9,749.2,773.6,-0.9,79,Wind blowing from the west,1,,,, ,,,,,,,1000-1500,,,45.0,2.5,,,,,,
31.03.2020 18:00,6.4,749.5,773.8,-0.9,76,Wind blowing from the north-northwest,2,,,, ,,,,7.9,,,600-1000,,,50.0,2.4,No precipitation,12,,,,
31.03.2020 17:00,6.7,749.8,774.1,-1.2,72,Wind blowing from the north-west,2,,,, ,,,,,,,1000-1500,,,50.0,1.9,,,,,,
31.03.2020 16:00,7.1,750.1,774.4,-1.4,70,Wind blowing from the west-northwest,2,,,, ,,,,,,,600-1000,,,45.0,1.9,,,,,,
31.03.2020 15:00,7.4,750.4,774.7,-1.5,66,Wind blowing from the east,1,,,, ,,,,,,,600-1000,,,50.0,1.3,,,,,,
31.03.2020 14:00,6.9,751.0,775.3,-1.1,73,Wind blowing from the east-northeast,2,,,, ,,,,,,,600-1000,,,50.0,2.3,,,,,,
31.03.2020 13:00,6.0,751.5,776.0,-1.0,79,Wind blowing from the north-northeast,3,,,, ,,,,,,,300-600,,,50.0,2.6,,,,,,
31.03.2020 12:00,5.8,751.9,776.4,-0.7,82,Wind blowing from the east-northeast,2,,,, ,,,,,,,300-600,,,45.0,3.0,No precipitation,6,,,,
31.03.2020 11:00,5.0,752.1,776.7,-0.5,77,Wind blowing from the east,2,,,, ,,,,,,,300-600,,,35.0,1.3,,,,,,
31.03.2020 10:00,5.1,752.5,777.0,-0.1,81,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,40.0,2.0,,,,,,
31.03.2020 09:00,4.2,752.6,777.2,0.1,87,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,40.0,2.2,,,,,,
31.03.2020 08:00,3.7,752.6,777.3,0.4,93,Wind blowing from the north-northeast,3,,,, ,,,,,,,300-600,,,45.0,2.6,,,,,,
31.03.2020 07:00,3.5,752.6,777.4,0.4,91,Wind blowing from the north-northeast,4,,,, ,,,,,,,600-1000,,,45.0,2.2,,,,,,
31.03.2020 06:00,2.9,752.5,777.3,0.5,97,Wind blowing from the north-east,2,,,, ,,,2.5,,,,600-1000,,,30.0,2.4,0.8,12,,,,
31.03.2020 05:00,3.0,752.2,776.9,0.0,99,Wind blowing from the north-east,4,,,,Rain (not freezing). ,,,,,,,100-200,,,20.0,2.8,,,,,,
31.03.2020 04:00,3.4,752.2,776.9,0.0,97,Wind blowing from the east-northeast,3,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,15.0,3.0,,,,,,
31.03.2020 03:00,3.4,752.0,776.8,-0.2,97,Wind blowing from the north-northeast,3,,,,Rain (not freezing). ,,,,,,,600-1000,,,30.0,3.0,,,,,,
31.03.2020 02:00,3.7,752.2,776.8,-0.2,98,Wind blowing from the north-northeast,5,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,8.0,3.4,,,,,,
31.03.2020 01:00,3.8,752.2,776.9,-0.3,98,Wind blowing from the north-east,3,,,,Rain (not freezing). ,,,,,,,100-200,,,12.0,3.5,,,,,,
31.03.2020 00:00,4.0,752.2,776.9,-0.6,94,Wind blowing from the north-northeast,5,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,7.0,3.1,Trace of precipitation,6,,,,
30.03.2020 23:00,4.2,752.4,777.1,-0.2,86,Wind blowing from the north,4,,,, ,,,,,,,300-600,,,16.0,2.0,,,,,,
30.03.2020 22:00,3.8,752.5,777.2,0.0,86,Wind blowing from the north,4,,,, ,,,,,,,300-600,,,16.0,1.6,,,,,,
30.03.2020 21:00,4.0,752.8,777.4,0.6,79,Wind blowing from the north-northeast,4,,,, ,,,,,,,300-600,,,21.0,0.7,,,,,,
30.03.2020 20:00,4.7,752.6,777.2,0.4,69,Wind blowing from the north,5,,,, ,,,,,,,1500-2000,,,30.0,-0.6,,,,,,
30.03.2020 19:00,5.6,752.5,777.0,0.3,65,Wind blowing from the north-northeast,6,,,, ,,,,,,,1500-2000,,,50.0,-0.5,,,,,,
30.03.2020 18:00,5.8,752.2,776.8,-0.3,62,Wind blowing from the north-northeast,6,,,, ,,,,7.7,,,1500-2000,,,50.0,-0.9,No precipitation,12,,,,
30.03.2020 17:00,6.9,752.2,776.6,-0.6,62,Wind blowing from the north-northeast,8,,,, ,,,,,,,1000-1500,,,45.0,0.0,,,,,,
30.03.2020 16:00,7.0,752.2,776.6,-0.8,63,Wind blowing from the north-northeast,7,,,, ,,,,,,,1000-1500,,,50.0,0.3,,,,,,
30.03.2020 15:00,7.1,752.5,776.9,-0.6,64,Wind blowing from the north-northeast,7,,,, ,,,,,,,1000-1500,,,45.0,0.7,,,,,,
30.03.2020 14:00,7.0,752.8,777.1,-0.6,64,Wind blowing from the north-east,6,,,, ,,,,,,,1000-1500,,,28.0,0.6,,,,,,
30.03.2020 13:00,6.7,753.0,777.4,-0.7,73,Wind blowing from the north-east,3,,,, ,,,,,,,1000-1500,,,27.0,2.1,,,,,,
30.03.2020 12:00,6.3,753.1,777.7,-0.7,74,Wind blowing from the north-east,5,,,, ,,,,,,,600-1000,,,21.0,2.0,No precipitation,6,,,,
30.03.2020 11:00,5.8,753.4,778.0,-0.6,73,Wind blowing from the north-northeast,6,,,, ,,,,,,,600-1000,,,35.0,1.3,,,,,,
30.03.2020 10:00,5.2,753.7,778.3,-0.3,76,Wind blowing from the north-northeast,9,,,, ,,,,,,,600-1000,,,24.0,1.2,,,,,,
30.03.2020 09:00,5.4,753.8,778.4,-0.5,76,Wind blowing from the north,6,,,, ,,,,,,,600-1000,,,35.0,1.4,,,,,,
30.03.2020 08:00,4.3,754.0,778.7,-0.4,80,Wind blowing from the north,4,,,, ,,,,,,,300-600,,,30.0,1.2,,,,,,
30.03.2020 07:00,3.4,754.0,778.7,-0.6,82,Wind blowing from the north-northwest,4,,,, ,,,,,,,300-600,,,45.0,0.6,,,,,,
30.03.2020 06:00,2.9,754.3,779.1,-0.7,80,Wind blowing from the north-west,4,,,,Precipitation ,,,0.0,,,,300-600,,,45.0,-0.3,Trace of precipitation,12,,,,
30.03.2020 05:00,2.8,754.4,779.2,-1.3,75,Wind blowing from the north-west,4,,,, ,,,,,,,600-1000,,,50.0,-1.2,,,,,,
30.03.2020 04:00,2.7,754.6,779.5,-1.6,73,Wind blowing from the north-west,4,,,, ,,,,,,,600-1000,,,50.0,-1.8,,,,,,
30.03.2020 03:00,2.6,755.0,779.9,-1.6,70,Wind blowing from the west-northwest,3,,,,Precipitation ,,,,,,,600-1000,,,50.0,-2.3,,,,,,
30.03.2020 02:00,2.1,755.7,780.7,-1.3,71,Wind blowing from the north-west,4,,,,Precipitation slight or moderate. ,,,,,,,600-1000,,,3.3,-2.6,,,,,,
30.03.2020 01:00,2.1,756.2,781.2,-1.3,65,Wind blowing from the north-west,4,,,, ,,,,,,,1000-1500,,,50.0,-3.8,,,,,,
30.03.2020 00:00,4.0,752.2,776.9,-5.7,94,Wind blowing from the north-northeast,5,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,7.0,3.1,Trace of precipitation,6,,,,
29.03.2020 23:00,1.6,757.0,782.0,-1.2,67,Wind blowing from the north-west,3,,,, ,,,,,,,1000-1500,,,45.0,-3.9,,,,,,
29.03.2020 22:00,1.6,757.5,782.5,-0.8,66,Wind blowing from the north-northwest,3,,,, ,,,,,,,1000-1500,,,45.0,-4.1,,,,,,
29.03.2020 21:00,1.1,757.9,783.1,-0.5,71,Wind blowing from the north-northwest,4,,,, ,,,,,,,1500-2000,,,50.0,-3.7,,,,,,
29.03.2020 20:00,0.5,758.2,783.4,-0.2,75,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,-3.4,,,,,,
29.03.2020 19:00,1.6,758.3,783.4,-0.2,72,Wind blowing from the north,5,,,, ,,,,,,,1000-1500,,,35.0,-3.0,,,,,,
29.03.2020 18:00,2.3,758.4,783.4,-0.2,74,Wind blowing from the north,4,,,, ,,,,5.1,,,1000-1500,,,30.0,-1.9,Trace of precipitation,12,,,,
29.03.2020 17:00,2.8,758.4,783.4,-0.3,72,Wind blowing from the north-northeast,8,,,,Precipitation ,,,,,,,600-1000,,,35.0,-1.9,,,,,,
29.03.2020 16:00,3.3,758.5,783.4,-0.2,69,Wind blowing from the north-northeast,6,,,, ,,,,,,,600-1000,,,30.0,-2.0,,,,,,
29.03.2020 15:00,3.6,758.6,783.5,-0.1,69,Wind blowing from the north-northeast,7,,,, ,,,,,,,1000-1500,,,35.0,-1.7,,,,,,
29.03.2020 14:00,3.8,758.7,783.6,0.1,62,Wind blowing from the north-northeast,8,,13,,Rain (not freezing). ,,,,,,,600-1000,,,30.0,-2.8,,,,,,
29.03.2020 13:00,4.0,758.7,783.6,0.5,64,Wind blowing from the north-northeast,7,,,, ,,,,,,,1000-1500,,,30.0,-2.2,,,,,,
29.03.2020 12:00,4.1,758.7,783.6,0.2,70,Wind blowing from the north-east,7,,,,Snow ,,,,,,,1500-2000,,,20.0,-1.0,Trace of precipitation,6,,,,
29.03.2020 11:00,3.2,758.6,783.6,0.6,71,Wind blowing from the north-east,7,,13,,Precipitation slight or moderate. ,,,,,,,600-1000,,,20.0,-1.7,,,,,,
29.03.2020 10:00,4.4,758.2,783.1,1.0,64,Wind blowing from the north-east,6,,,,Snow ,,,,,,,1000-1500,,,35.0,-1.8,,,,,,
29.03.2020 09:00,2.1,758.5,783.5,1.4,77,Wind blowing from the north-northeast,7,,,,Snow shower(s) or intermittent snow slight. ,,,,,,,600-1000,,,24.0,-1.5,,,,,,
29.03.2020 08:00,1.4,758.0,783.1,1.2,77,Wind blowing from the north-northeast,6,,,,Precipitation slight or moderate. ,,,,,,,1000-1500,,,11.0,-2.3,,,,,,
29.03.2020 07:00,1.0,757.2,782.3,0.6,73,Wind blowing from the north-east,5,,,,Snow ,,,,,,,1000-1500,,,22.0,-3.4,,,,,,
29.03.2020 06:00,1.0,757.1,782.2,0.3,77,Wind blowing from the north-east,6,,,,Precipitation slight or moderate. ,,,0.2,,,,1000-1500,,,13.0,-2.7,Trace of precipitation,12,,,,
29.03.2020 05:00,0.2,756.8,782.0,0.4,85,Wind blowing from the north-northeast,4,,,,Rain (not freezing). ,,,,,,,300-600,,,22.0,-2.1,,,,,,
29.03.2020 04:00,0.9,756.6,781.6,0.3,74,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,23.0,-3.3,,,,,,
29.03.2020 03:00,1.3,756.8,781.9,0.5,72,Wind blowing from the north-northeast,8,14,14,, ,,,,,,,1000-1500,,,30.0,-3.3,,,,,,
29.03.2020 02:00,1.7,756.4,781.5,0.3,68,Wind blowing from the north-northeast,8,,,, ,,,,,,,1000-1500,,,30.0,-3.7,,,,,,
29.03.2020 01:00,1.6,756.3,781.3,0.7,72,Wind blowing from the north-northeast,6,,,, ,,,,,,,600-1000,,,18.0,-2.9,,,,,,
29.03.2020 00:00,1.9,756.6,781.6,1.4,66,Wind blowing from the north-west,4,,,, ,,,,,,,1500-2000,,,50.0,-3.9,No precipitation,6,,,,
28.03.2020 23:00,1.1,756.1,781.1,1.4,91,Wind blowing from the north-northeast,5,,,,Rain (not freezing). ,,,,,,,300-600,,,15.0,-0.2,,,,,,
28.03.2020 22:00,1.8,755.6,780.6,1.6,83,Wind blowing from the north-northeast,4,,13,, ,,,,,,,300-600,,,18.0,-0.8,,,,,,
28.03.2020 21:00,2.2,755.2,780.1,1.4,82,Wind blowing from the north-northeast,7,,,,Precipitation ,,,,,,,300-600,,,18.0,-0.6,,,,,,
28.03.2020 20:00,2.6,754.7,779.5,1.4,77,Wind blowing from the north-northeast,7,,,, ,,,,,,,600-1000,,,17.0,-1.0,,,,,,
28.03.2020 19:00,3.0,754.0,778.9,1.1,70,Wind blowing from the north-northeast,9,14,14,, ,,,,,,,600-1000,,,26.0,-2.0,,,,,,
28.03.2020 18:00,3.4,753.8,778.6,1.2,74,Wind blowing from the north-northeast,7,,,, ,,,,8.3,,,1500-2000,,,23.0,-0.8,Trace of precipitation,12,,,,
28.03.2020 17:00,4.2,753.3,778.0,0.9,72,Wind blowing from the north-northeast,9,,13,,Rain (not freezing). ,,,,,,,600-1000,,,25.0,-0.5,,,,,,
28.03.2020 16:00,5.2,752.9,777.5,0.6,67,Wind blowing from the north-northeast,8,,13,, ,,,,,,,600-1000,,,30.0,-0.5,,,,,,
28.03.2020 15:00,6.0,752.6,777.1,0.5,66,Wind blowing from the north-northeast,9,,13,,Rain (not freezing). ,,,,,,,1000-1500,,,18.0,0.0,,,,,,
28.03.2020 14:00,6.4,752.4,776.8,0.7,67,Wind blowing from the north-northeast,9,,13,, ,,,,,,,1000-1500,,,22.0,0.6,,,,,,
28.03.2020 13:00,6.7,752.3,776.7,0.8,70,Wind blowing from the north-east,8,,13,,Rain (not freezing). ,,,,,,,600-1000,,,28.0,1.6,,,,,,
28.03.2020 12:00,7.1,752.1,776.5,0.8,74,Wind blowing from the north-east,7,,14,,Rain (not freezing). ,,,,,,,600-1000,,,50.0,2.8,Trace of precipitation,6,,,,
28.03.2020 11:00,6.6,751.7,776.2,0.7,75,Wind blowing from the north-east,8,,13,, ,,,,,,,300-600,,,35.0,2.5,,,,,,
28.03.2020 10:00,6.2,751.5,775.9,0.9,75,Wind blowing from the north-east,8,,,, ,,,,,,,300-600,,,25.0,2.0,,,,,,
28.03.2020 09:00,5.4,751.3,775.8,1.2,85,Wind blowing from the north-east,6,,,, ,,,,,,,300-600,,,22.0,3.1,,,,,,
28.03.2020 08:00,4.6,751.0,775.6,1.2,86,Wind blowing from the north-northeast,6,,,, ,,,,,,,300-600,,,30.0,2.4,,,,,,
28.03.2020 07:00,4.3,750.6,775.1,1.1,90,Wind blowing from the north-northeast,6,,,, ,,,,,,,200-300,,,20.0,2.8,,,,,,
28.03.2020 06:00,4.3,750.1,774.7,0.7,90,Wind blowing from the north-northeast,6,,,, ,,,2.8,,,,200-300,,,20.0,2.8,No precipitation,12,,,,
28.03.2020 05:00,4.4,749.8,774.3,0.5,86,Wind blowing from the north-northeast,5,,,, ,,,,,,,600-1000,,,22.0,2.3,,,,,,
28.03.2020 04:00,4.5,749.5,774.0,0.2,84,Wind blowing from the north-east,5,,,, ,,,,,,,300-600,,,30.0,2.0,,,,,,
28.03.2020 03:00,4.6,749.4,773.9,0.1,98,Wind blowing from the north-east,6,,,,Mist. ,,,,,,,50-100,,,10.0,4.3,,,,,,
28.03.2020 02:00,4.0,749.3,773.9,0.1,98,Wind blowing from the north-northeast,4,,,,Mist. ,,,,,,,50-100,,,2.2,3.7,,,,,,
28.03.2020 01:00,3.3,749.3,773.9,0.4,95,Wind blowing from the north-east,3,,,,Mist. ,,,,,,,200-300,,,3.7,2.6,,,,,,
28.03.2020 00:00,1.2,756.3,781.3,7.8,73,Wind blowing from the north-northeast,6,,,, ,,,,,,,1500-2000,,,19.0,-3.2,Trace of precipitation,6,,,,
27.03.2020 23:00,3.4,749.2,773.8,1.0,94,Wind blowing from the north-east,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,4.0,2.5,,,,,,
27.03.2020 22:00,3.1,748.9,773.5,1.0,93,Wind blowing from the north-northeast,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,4.0,2.1,,,,,,
27.03.2020 21:00,2.9,748.5,773.1,1.1,90,Wind blowing from the north-east,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,5.0,1.4,,,,,,
27.03.2020 20:00,3.4,748.2,772.8,1.4,79,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,0.0,,,,,,
27.03.2020 19:00,4.4,747.9,772.3,1.4,70,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,-0.6,,,,,,
27.03.2020 18:00,6.3,747.4,771.7,0.6,59,Wind blowing from the north-east,5,,,, ,,,,10.3,,,2500 or more or no clouds.,,,21.0,-1.1,No precipitation,12,,,,
27.03.2020 17:00,8.5,746.8,770.8,-0.3,56,Wind blowing from the north-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,0.2,,,,,,
27.03.2020 16:00,9.7,746.5,770.5,-0.8,56,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,1.3,,,,,,
27.03.2020 15:00,9.4,746.8,770.8,-0.7,61,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,2.1,,,,,,
27.03.2020 14:00,8.5,747.1,771.1,-0.4,62,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,1.5,,,,,,
27.03.2020 13:00,8.2,747.3,771.4,0.0,55,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,-0.3,,,,,,
27.03.2020 12:00,7.3,747.5,771.7,0.4,64,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,0.9,No precipitation,6,,,,
27.03.2020 11:00,7.0,747.5,771.7,0.6,59,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,15.0,-0.6,,,,,,
27.03.2020 10:00,5.6,747.3,771.6,0.7,68,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,0.1,,,,,,
27.03.2020 09:00,3.7,747.1,771.7,0.6,85,Wind blowing from the east-northeast,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,100-200,,,7.0,1.4,,,,,,
27.03.2020 08:00,1.9,746.9,771.6,0.6,99,Wind blowing from the north-east,2,,,,Mist. ,,,,,,,100-200,,,2.8,1.7,,,,,,
27.03.2020 07:00,0.6,746.6,771.4,0.4,99,Wind blowing from the north-east,3,,,,Fog ,,,,,,,50-100,,,1.7,0.5,,,,,,
27.03.2020 06:00,0.3,746.5,771.2,0.3,100,Wind blowing from the east-northeast,2,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,-1.3,,,,Less than  50,,,0.9,0.3,No precipitation,12,,,,
27.03.2020 05:00,-0.1,746.3,771.1,0.0,98,Wind blowing from the north-east,2,,,,Fog ,,,,,,,100-200,,,1.8,-0.4,,,,,,
27.03.2020 04:00,1.1,746.2,771.0,-0.2,99,Wind blowing from the east-northeast,2,,,,Mist. ,,,,,,,50-100,,,1.2,0.9,,,,,,
27.03.2020 03:00,1.3,746.2,771.0,-0.3,100,Wind blowing from the east,3,,,,Mist. ,,,,,,,50-100,,,1.4,1.3,,,,,,
27.03.2020 02:00,-0.3,746.3,771.1,0.0,97,Wind blowing from the east-northeast,1,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,2.4,-0.7,,,,,,
27.03.2020 01:00,-0.1,746.4,771.2,0.1,96,Wind blowing from the south,1,,,,Mist. ,,,,,,,100-200,,,3.5,-0.7,,,,,,
27.03.2020 00:00,3.6,749.3,773.9,3.4,95,Wind blowing from the north-east,6,,,,Mist. ,,,,,,,200-300,,,3.6,2.8,No precipitation,6,,,,
26.03.2020 23:00,2.6,746.3,770.9,0.4,87,Wind blowing from the east-southeast,2,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,7.0,0.6,,,,,,
26.03.2020 22:00,3.7,746.3,770.8,0.7,79,Wind blowing from the east-southeast,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,11.0,0.3,,,,,,
26.03.2020 21:00,3.6,745.9,770.5,0.8,69,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,-1.6,,,,,,
26.03.2020 20:00,5.6,745.9,770.2,0.9,63,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,-1.0,,,,,,
26.03.2020 19:00,7.8,745.6,769.6,0.6,53,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,-1.4,,,,,,
26.03.2020 18:00,9.8,745.1,769.0,-0.1,43,Wind blowing from the east-northeast,2,,,, ,,,,12.8,,,2500 or more or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
26.03.2020 17:00,11.2,745.0,768.8,-0.2,35,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,-3.7,,,,,,
26.03.2020 16:00,12.1,745.0,768.7,-0.4,28,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,-6.1,,,,,,
26.03.2020 15:00,12.3,745.2,768.9,-0.4,33,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,-3.7,,,,,,
26.03.2020 14:00,12.6,745.2,768.9,-0.4,31,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,-4.2,,,,,,
26.03.2020 13:00,12.2,745.4,769.1,-0.2,29,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,-5.3,,,,,,
26.03.2020 12:00,11.3,745.6,769.3,0.2,40,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,-2.0,No precipitation,6,,,,
26.03.2020 11:00,10.2,745.6,769.5,0.3,47,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,-0.8,,,,,,
