Total errors 6402

19/11/2020 | Regions                                  | Blaenau Gwent
28/08/2020 | Regions                                  | Pembrokeshire
27/08/2020 | Regions                                  | Pembrokeshire
26/08/2020 | Regions                                  | Pembrokeshire
25/08/2020 | Regions                                  | Pembrokeshire
24/08/2020 | Regions                                  | Pembrokeshire
23/08/2020 | Regions                                  | Pembrokeshire
22/08/2020 | Regions                                  | Pembrokeshire
21/08/2020 | Regions                                  | Pembrokeshire
20/08/2020 | Regions                                  | Pembrokeshire
19/08/2020 | Regions                                  | Pembrokeshire
18/08/2020 | Regions                                  | Pembrokeshire
17/08/2020 | Regions                                  | Pembrokeshire
16/08/2020 | Regions                                  | Pembrokeshire
15/08/2020 | Regions                                  | Pembrokeshire
14/08/2020 | Regions                                  | Pembrokeshire
13/08/2020 | Regions                                  | Pembrokeshire
012/8/2020 | Regions                                  | Pembrokeshire
011/8/2020 | Regions                                  | Pembrokeshire
010/8/2020 | Regions                                  | Pembrokeshire
9/8/2020 | Regions                                  | Pembrokeshire
8/8/2020 | Regions                                  | Pembrokeshire
7/8/2020 | Regions                                  | Pembrokeshire
6/8/2020 | Regions                                  | Pembrokeshire
5/8/2020 | Regions                                  | Pembrokeshire
4/8/2020 | Regions                                  | Pembrokeshire
3/8/2020 | Regions                                  | Pembrokeshire
2/8/2020 | Regions                                  | Pembrokeshire
1/8/2020 | Regions                                  | Pembrokeshire
31/07/2020 | Regions                                  | Pembrokeshire
30/07/2020 | Regions                                  | Pembrokeshire
29/07/2020 | Regions                                  | Pembrokeshire
28/07/2020 | Regions                                  | Pembrokeshire
27/07/2020 | Regions                                  | Pembrokeshire
26/07/2020 | Regions                                  | Pembrokeshire
25/07/2020 | Regions                                  | Pembrokeshire
24/07/2020 | Regions                                  | Pembrokeshire
23/07/2020 | Regions                                  | Pembrokeshire
22/07/2020 | Regions                                  | Pembrokeshire
21/07/2020 | Regions                                  | Pembrokeshire
20/07/2020 | Regions                                  | Pembrokeshire
19/07/2020 | Regions                                  | Pembrokeshire
18/07/2020 | Regions                                  | Pembrokeshire
17/07/2020 | Regions                                  | Pembrokeshire
16/07/2020 | Regions                                  | Pembrokeshire
15/07/2020 | Regions                                  | Pembrokeshire
14/07/2020 | Regions                                  | Pembrokeshire
13/07/2020 | Regions                                  | Pembrokeshire
012/7/2020 | Regions                                  | Pembrokeshire
