Total errors 48773

04/03/2020 | Date                                     | Spain
05/03/2020 | Temperature                              | Slovenia
05/03/2020 | Humidity                                 | Slovenia
05/03/2020 | Nursing & Care Home Visit                | Slovenia
05/04/2020 | Date                                     | Slovenia
05/04/2020 | Country                                  | Slovenia
05/04/2020 | Cases                                    | Slovenia
05/04/2020 | Cumulative Cases                         | Slovenia
05/04/2020 | Deaths                                   | Slovenia
05/04/2020 | Cumulative Deaths                        | Slovenia
05/04/2020 | Tests                                    | Slovenia
05/04/2020 | Cumulative Tests                         | Slovenia
05/04/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/04/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/04/2020 | Domestic Travel                          | Slovenia
05/04/2020 | International Travel                     | Slovenia
05/04/2020 | Cafes and Restaurants                    | Slovenia
05/04/2020 | Pubs and bars                            | Slovenia
05/04/2020 | Sports and leisure                       | Slovenia
05/04/2020 | Schools Closure                          | Slovenia
05/04/2020 | Temperature                              | Slovenia
05/04/2020 | Humidity                                 | Slovenia
05/04/2020 | Nursing & Care Home Visit                | Slovenia
05/05/2020 | Date                                     | Slovenia
05/05/2020 | Country                                  | Slovenia
05/05/2020 | Cases                                    | Slovenia
05/05/2020 | Cumulative Cases                         | Slovenia
05/05/2020 | Deaths                                   | Slovenia
05/05/2020 | Cumulative Deaths                        | Slovenia
05/05/2020 | Tests                                    | Slovenia
05/05/2020 | Cumulative Tests                         | Slovenia
05/05/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/05/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/05/2020 | Domestic Travel                          | Slovenia
05/05/2020 | International Travel                     | Slovenia
05/05/2020 | Cafes and Restaurants                    | Slovenia
05/05/2020 | Pubs and bars                            | Slovenia
05/05/2020 | Sports and leisure                       | Slovenia
05/05/2020 | Schools Closure                          | Slovenia
05/05/2020 | Temperature                              | Slovenia
05/05/2020 | Humidity                                 | Slovenia
05/05/2020 | Nursing & Care Home Visit                | Slovenia
05/06/2020 | Date                                     | Slovenia
05/06/2020 | Country                                  | Slovenia
05/06/2020 | Cases                                    | Slovenia
05/06/2020 | Cumulative Cases                         | Slovenia
05/06/2020 | Deaths                                   | Slovenia
05/06/2020 | Cumulative Deaths                        | Slovenia
05/06/2020 | Tests                                    | Slovenia
05/06/2020 | Cumulative Tests                         | Slovenia
05/06/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/06/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/06/2020 | Domestic Travel                          | Slovenia
05/06/2020 | International Travel                     | Slovenia
05/06/2020 | Cafes and Restaurants                    | Slovenia
05/06/2020 | Pubs and bars                            | Slovenia
05/06/2020 | Sports and leisure                       | Slovenia
05/06/2020 | Schools Closure                          | Slovenia
05/06/2020 | Temperature                              | Slovenia
05/06/2020 | Humidity                                 | Slovenia
05/06/2020 | Nursing & Care Home Visit                | Slovenia
05/07/2020 | Date                                     | Slovenia
05/07/2020 | Country                                  | Slovenia
05/07/2020 | Cases                                    | Slovenia
05/07/2020 | Cumulative Cases                         | Slovenia
05/07/2020 | Deaths                                   | Slovenia
05/07/2020 | Cumulative Deaths                        | Slovenia
05/07/2020 | Tests                                    | Slovenia
05/07/2020 | Cumulative Tests                         | Slovenia
05/07/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/07/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/07/2020 | Domestic Travel                          | Slovenia
05/07/2020 | International Travel                     | Slovenia
05/07/2020 | Cafes and Restaurants                    | Slovenia
05/07/2020 | Pubs and bars                            | Slovenia
05/07/2020 | Sports and leisure                       | Slovenia
05/07/2020 | Schools Closure                          | Slovenia
05/07/2020 | Temperature                              | Slovenia
05/07/2020 | Humidity                                 | Slovenia
05/07/2020 | Nursing & Care Home Visit                | Slovenia
05/08/2020 | Date                                     | Slovenia
05/08/2020 | Country                                  | Slovenia
05/08/2020 | Cases                                    | Slovenia
05/08/2020 | Cumulative Cases                         | Slovenia
05/08/2020 | Deaths                                   | Slovenia
05/08/2020 | Cumulative Deaths                        | Slovenia
05/08/2020 | Tests                                    | Slovenia
05/08/2020 | Cumulative Tests                         | Slovenia
05/08/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/08/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/08/2020 | Domestic Travel                          | Slovenia
05/08/2020 | International Travel                     | Slovenia
05/08/2020 | Cafes and Restaurants                    | Slovenia
05/08/2020 | Pubs and bars                            | Slovenia
05/08/2020 | Sports and leisure                       | Slovenia
05/08/2020 | Schools Closure                          | Slovenia
05/08/2020 | Temperature                              | Slovenia
05/08/2020 | Humidity                                 | Slovenia
05/08/2020 | Nursing & Care Home Visit                | Slovenia
05/09/2020 | Date                                     | Slovenia
05/09/2020 | Country                                  | Slovenia
05/09/2020 | Cases                                    | Slovenia
05/09/2020 | Cumulative Cases                         | Slovenia
05/09/2020 | Deaths                                   | Slovenia
05/09/2020 | Cumulative Deaths                        | Slovenia
05/09/2020 | Tests                                    | Slovenia
05/09/2020 | Cumulative Tests                         | Slovenia
05/09/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/09/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/09/2020 | Domestic Travel                          | Slovenia
05/09/2020 | International Travel                     | Slovenia
05/09/2020 | Cafes and Restaurants                    | Slovenia
05/09/2020 | Pubs and bars                            | Slovenia
05/09/2020 | Sports and leisure                       | Slovenia
