Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.04.2020 18:00,9.6,761.9,766.4,,33,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,-6.1,,,,,,
14.04.2020 17:00,10.4,761.8,766.3,,28,Wind blowing from the west,8,,,, ,,,,,,,,,,,-7.4,,,,,,
14.04.2020 16:00,10.0,761.8,766.3,,32,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,-6.0,,,,,,
14.04.2020 15:00,10.5,761.9,766.4,,29,Wind blowing from the west,8,,,, ,,,,,,,,,,,-6.9,,,,,,
14.04.2020 14:00,10.0,762.4,766.9,,33,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,-5.6,,,,,,
14.04.2020 13:00,9.1,762.3,766.8,,36,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,-5.4,No precipitation,6,,,,
14.04.2020 12:00,8.9,762.4,766.9,,38,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,-4.6,,,,,,
14.04.2020 11:00,7.7,762.4,766.9,,42,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,-4.6,,,,,,
14.04.2020 10:00,7.5,762.1,766.7,,45,Wind blowing from the north-northwest,7,,,, ,,,0.6,,,,,,,,-3.9,,,,,,
14.04.2020 09:00,6.3,761.8,766.4,,57,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,-1.6,,,,,,
14.04.2020 08:00,4.1,761.8,766.3,,69,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,-1.2,,,,,,
14.04.2020 07:00,2.6,761.2,765.9,,76,Wind blowing from the north-west,5,,,, ,,,0.6,6.8,,,,,,,-1.3,Trace of precipitation,12,,,,
14.04.2020 06:00,1.2,760.6,765.3,,81,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,-1.8,,,,,,
14.04.2020 05:00,0.8,760.3,764.9,,82,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,-1.9,,,,,,
14.04.2020 04:00,1.3,760.0,764.6,,80,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,-1.8,,,,,,
14.04.2020 03:00,1.9,759.4,764.1,,76,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,-1.9,,,,,,
14.04.2020 02:00,2.6,759.0,763.6,,67,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,-3.0,,,,,,
14.04.2020 01:00,3.7,758.8,763.4,,57,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,-4.2,Trace of precipitation,6,,,,
14.04.2020 00:00,4.3,758.7,763.3,,50,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,-5.2,,,,,,
13.04.2020 23:00,5.3,758.5,763.0,,49,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,-4.7,,,,,,
13.04.2020 22:00,5.4,758.3,762.9,,54,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,-3.3,,,,,,
13.04.2020 21:00,4.3,757.8,762.4,,42,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,-7.6,,,,,,
13.04.2020 20:00,5.6,757.9,762.4,,36,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,-8.3,,,,,,
13.04.2020 19:00,6.9,757.9,762.4,,32,Wind blowing from the north-west,8,,,, ,,,6.1,10.1,,,,,,,-8.8,Trace of precipitation,12,,,,
13.04.2020 18:00,8.2,757.6,762.1,,29,Wind blowing from the north-west,8,,,, ,,,,,,,,,,,-8.7,,,,,,
13.04.2020 17:00,8.2,757.6,762.1,,35,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,-6.6,,,,,,
13.04.2020 16:00,8.4,757.4,761.9,,34,Wind blowing from the north-west,9,,,, ,,,,,,,,,,,-6.6,,,,,,
13.04.2020 15:00,8.6,757.3,761.8,,37,Wind blowing from the north-west,8,,,, ,,,,,,,,,,,-5.3,,,,,,
13.04.2020 14:00,8.7,757.4,761.9,,41,Wind blowing from the north-west,9,,,, ,,,,,,,,,,,-4.1,,,,,,
13.04.2020 13:00,8.9,757.3,761.8,,40,Wind blowing from the north-west,9,,,, ,,,,,,,,,,,-4.2,Trace of precipitation,6,,,,
13.04.2020 12:00,8.4,757.1,761.6,,45,Wind blowing from the north-west,9,,,, ,,,,,,,,,,,-3.1,,,,,,
13.04.2020 11:00,7.5,756.9,761.4,,48,Wind blowing from the north-west,9,,,, ,,,,,,,,,,,-3.0,,,,,,
13.04.2020 10:00,6.4,756.4,760.9,,61,Wind blowing from the north-west,9,,,, ,,,6.1,,,,,,,,-0.6,,,,,,
13.04.2020 09:00,6.2,755.8,760.3,,68,Wind blowing from the north-northwest,8,,,, ,,,,,,,,,,,0.6,,,,,,
13.04.2020 08:00,7.6,755.0,759.5,,83,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,4.8,,,,,,
13.04.2020 07:00,7.6,754.5,759.0,,82,Wind blowing from the north-west,6,,,, ,,,7.5,20.7,,,,,,,4.7,2.0,12,,,,
13.04.2020 06:00,8.4,754.0,758.5,,86,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,6.1,,,,,,
13.04.2020 05:00,10.1,753.3,757.7,,79,Wind blowing from the north-northwest,8,,,, ,,,,,,,,,,,6.6,,,,,,
13.04.2020 04:00,11.4,752.5,757.0,,83,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,8.5,,,,,,
13.04.2020 03:00,11.9,753.1,757.6,,63,Wind blowing from the west,2,,,, ,,,,,,,,,,,4.9,,,,,,
13.04.2020 02:00,12.3,752.6,757.0,,57,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,4.0,,,,,,
13.04.2020 01:00,11.4,753.1,757.6,,59,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,3.7,No precipitation,6,,,,
13.04.2020 00:00,12.6,753.4,757.9,,57,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,4.2,,,,,,
12.04.2020 23:00,12.6,753.2,757.6,,57,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,4.2,,,,,,
12.04.2020 22:00,13.9,753.4,757.7,,56,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,5.3,,,,,,
12.04.2020 21:00,16.1,753.5,757.9,,50,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,5.5,,,,,,
12.04.2020 20:00,18.7,753.7,758.0,,42,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,5.3,,,,,,
12.04.2020 19:00,20.8,753.7,757.9,,33,Wind blowing from the south-southwest,4,,,, ,,,6.2,24.0,,,,,,,3.8,No precipitation,12,,,,
12.04.2020 18:00,22.4,754.0,758.2,,28,Wind blowing from the west,4,,,, ,,,,,,,,,,,2.8,,,,,,
12.04.2020 17:00,22.8,754.3,758.5,,28,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,3.3,,,,,,
12.04.2020 16:00,23.7,754.6,758.9,,24,Wind blowing from the west,4,,,, ,,,,,,,,,,,1.7,,,,,,
12.04.2020 15:00,23.2,755.2,759.5,,26,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,2.4,,,,,,
12.04.2020 14:00,22.6,755.9,760.2,,26,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,2.0,,,,,,
12.04.2020 13:00,21.5,756.6,760.9,,27,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,1.7,No precipitation,6,,,,
12.04.2020 12:00,20.1,757.4,761.8,,30,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,2.0,,,,,,
12.04.2020 11:00,18.4,757.9,762.3,,30,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,0.5,,,,,,
12.04.2020 10:00,16.1,758.4,762.7,,39,Wind blowing from the south-southeast,3,,,, ,,,2.9,,,,,,,,1.9,,,,,,
12.04.2020 09:00,13.7,759.1,763.5,,45,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,1.8,,,,,,
12.04.2020 08:00,9.4,759.5,764.0,,56,Wind blowing from the south,2,,,, ,,,,,,,,,,,0.9,,,,,,
12.04.2020 07:00,6.1,760.0,764.5,,68,Wind blowing from the south,2,,,, ,,,2.9,14.0,,,,,,,0.6,No precipitation,12,,,,
12.04.2020 06:00,3.7,760.0,764.6,,76,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,-0.1,,,,,,
12.04.2020 05:00,2.9,760.4,765.0,,77,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,-0.7,,,,,,
12.04.2020 03:00,4.8,761.2,765.8,,67,Calm no wind,0,,,, ,,,,,,,,,,,-0.8,,,,,,
12.04.2020 02:00,5.1,761.8,766.4,,66,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,-0.8,,,,,,
12.04.2020 01:00,6.9,762.5,767.1,,58,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,-0.8,No precipitation,6,,,,
12.04.2020 00:00,9.4,762.8,767.3,,50,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,-0.6,,,,,,
11.04.2020 23:00,9.9,763.0,767.5,,48,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,-0.6,,,,,,
11.04.2020 22:00,9.7,763.4,767.9,,48,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-1.0,,,,,,
11.04.2020 21:00,11.6,763.7,768.2,,41,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-1.3,,,,,,
11.04.2020 20:00,12.0,763.9,768.4,,36,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,-2.7,,,,,,
11.04.2020 19:00,14.0,763.9,768.4,,32,Wind blowing from the south,1,,,, ,,,5.1,16.2,,,,,,,-2.4,No precipitation,12,,,,
11.04.2020 18:00,15.1,764.2,768.6,,32,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,-1.4,,,,,,
11.04.2020 17:00,15.5,764.3,768.7,,31,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,-1.6,,,,,,
11.04.2020 16:00,15.3,764.8,769.2,,32,Wind blowing from the north,1,,,, ,,,,,,,,,,,-1.5,,,,,,
11.04.2020 15:00,15.4,765.3,769.7,,32,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,-1.1,,,,,,
11.04.2020 14:00,14.1,765.7,770.1,,37,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.6,,,,,,
11.04.2020 13:00,13.5,766.1,770.6,,39,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.2,No precipitation,6,,,,
11.04.2020 12:00,12.3,766.5,771.0,,44,Wind blowing from the north,2,,,, ,,,,,,,,,,,0.4,,,,,,
11.04.2020 11:00,11.5,766.8,771.3,,48,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,0.7,,,,,,
11.04.2020 10:00,10.8,766.9,771.4,,51,Wind blowing from the south,1,,,, ,,,2.4,,,,,,,,1.1,,,,,,
11.04.2020 09:00,9.3,766.8,771.4,,59,Wind blowing from the north,1,,,, ,,,,,,,,,,,1.7,,,,,,
11.04.2020 08:00,7.3,766.6,771.2,,66,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,1.4,,,,,,
11.04.2020 07:00,5.1,766.4,771.0,,78,Wind blowing from the north-west,1,,,, ,,,2.4,12.0,,,,,,,1.5,No precipitation,12,,,,
11.04.2020 06:00,2.8,766.0,770.7,,80,Wind blowing from the north,1,,,, ,,,,,,,,,,,-0.3,,,,,,
11.04.2020 05:00,2.7,765.9,770.5,,81,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,-0.3,,,,,,
11.04.2020 04:00,3.3,765.7,770.4,,76,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,-0.5,,,,,,
11.04.2020 03:00,4.0,765.7,770.4,,72,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.7,,,,,,
11.04.2020 02:00,4.3,765.6,770.2,,69,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-1.0,,,,,,
11.04.2020 01:00,5.3,765.4,770.0,,65,Wind blowing from the north,4,,,, ,,,,,,,,,,,-0.8,No precipitation,6,,,,
11.04.2020 00:00,5.4,765.4,769.9,,65,Wind blowing from the north,3,,,, ,,,,,,,,,,,-0.8,,,,,,
10.04.2020 23:00,7.5,765.1,769.7,,61,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,0.3,,,,,,
10.04.2020 22:00,8.9,764.8,769.4,,55,Wind blowing from the north,6,,,, ,,,,,,,,,,,0.3,,,,,,
10.04.2020 21:00,9.7,764.5,769.0,,45,Wind blowing from the north,4,,,, ,,,,,,,,,,,-1.7,,,,,,
10.04.2020 20:00,11.0,764.3,768.8,,45,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,-0.6,,,,,,
10.04.2020 19:00,11.5,763.9,768.4,,47,Wind blowing from the north-northwest,5,,,, ,,,5.6,16.4,,,,,,,0.4,No precipitation,12,,,,
10.04.2020 18:00,13.6,763.8,768.2,,43,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,1.1,,,,,,
10.04.2020 17:00,15.5,763.7,768.1,,37,Wind blowing from the west,2,,,, ,,,,,,,,,,,0.7,,,,,,
10.04.2020 16:00,15.8,763.9,768.4,,35,Wind blowing from the west,4,,,, ,,,,,,,,,,,0.4,,,,,,
10.04.2020 15:00,16.1,764.2,768.7,,34,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,0.3,,,,,,
10.04.2020 14:00,15.8,764.8,769.2,,31,Wind blowing from the west,3,,,, ,,,,,,,,,,,-1.2,,,,,,
10.04.2020 13:00,15.0,765.2,769.6,,40,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,1.4,No precipitation,6,,,,
10.04.2020 12:00,14.3,765.6,770.0,,36,Wind blowing from the west,3,,,, ,,,,,,,,,,,-0.5,,,,,,
10.04.2020 11:00,13.0,766.0,770.5,,42,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,0.2,,,,,,
10.04.2020 10:00,11.9,766.2,770.7,,44,Wind blowing from the north-northwest,4,,,, ,,,2.7,,,,,,,,-0.1,,,,,,
10.04.2020 09:00,11.0,766.3,770.8,,47,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,0.0,,,,,,
10.04.2020 08:00,8.6,766.3,770.8,,55,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,0.0,,,,,,
10.04.2020 07:00,5.5,766.3,770.8,,77,Wind blowing from the north-northwest,1,,,, ,,,2.7,14.0,,,,,,,1.7,No precipitation,12,,,,
10.04.2020 06:00,3.2,766.0,770.7,,79,Calm no wind,0,,,, ,,,,,,,,,,,-0.1,,,,,,
10.04.2020 05:00,4.3,765.9,770.5,,78,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,0.7,,,,,,
10.04.2020 04:00,3.5,765.7,770.4,,75,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,-0.5,,,,,,
10.04.2020 03:00,5.6,765.6,770.2,,67,Calm no wind,0,,,, ,,,,,,,,,,,-0.1,,,,,,
10.04.2020 02:00,5.4,765.5,770.1,,66,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,-0.6,,,,,,
10.04.2020 01:00,6.7,765.5,770.1,,62,Wind blowing from the west,1,,,, ,,,,,,,,,,,-0.2,No precipitation,6,,,,
10.04.2020 00:00,7.1,765.5,770.1,,62,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,0.3,,,,,,
09.04.2020 23:00,8.3,765.4,770.0,,59,Wind blowing from the north,4,,,, ,,,,,,,,,,,0.6,,,,,,
09.04.2020 22:00,10.0,765.1,769.6,,53,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,0.7,,,,,,
09.04.2020 21:00,11.3,764.8,769.3,,61,Wind blowing from the north,5,,,, ,,,,,,,,,,,3.9,,,,,,
09.04.2020 20:00,12.3,764.5,769.0,,64,Wind blowing from the north,5,,,, ,,,,,,,,,,,5.7,,,,,,
09.04.2020 19:00,14.0,763.7,768.1,,59,Wind blowing from the north,5,,,, ,,,10.3,18.0,,,,,,,6.0,Trace of precipitation,12,,,,
09.04.2020 18:00,15.2,763.3,767.8,,52,Wind blowing from the north,4,,,, ,,,,,,,,,,,5.4,,,,,,
09.04.2020 17:00,16.0,763.3,767.7,,50,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,5.4,,,,,,
09.04.2020 16:00,17.7,763.0,767.4,,45,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,5.4,,,,,,
09.04.2020 15:00,17.3,763.2,767.6,,48,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,6.1,,,,,,
09.04.2020 14:00,17.8,763.2,767.5,,47,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,6.4,,,,,,
09.04.2020 13:00,17.0,763.2,767.6,,46,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,5.1,No precipitation,6,,,,
09.04.2020 12:00,16.4,763.2,767.6,,45,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,4.4,,,,,,
09.04.2020 11:00,15.8,763.3,767.7,,48,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,4.7,,,,,,
09.04.2020 10:00,14.3,763.3,767.7,,52,Wind blowing from the north-west,6,,,, ,,,7.3,,,,,,,,4.4,,,,,,
09.04.2020 09:00,13.3,763.0,767.4,,58,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,5.1,,,,,,
09.04.2020 08:00,12.1,762.7,767.2,,60,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,4.5,,,,,,
09.04.2020 07:00,10.2,762.3,766.8,,71,Wind blowing from the north-northwest,3,,,, ,,,7.3,19.7,,,,,,,5.2,Trace of precipitation,12,,,,
09.04.2020 06:00,8.6,761.8,766.3,,69,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,3.2,,,,,,
09.04.2020 05:00,9.1,761.5,766.0,,66,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,3.0,,,,,,
09.04.2020 04:00,7.5,761.2,765.8,,68,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,1.9,,,,,,
09.04.2020 03:00,8.4,761.3,765.8,,63,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,1.8,,,,,,
09.04.2020 02:00,8.3,761.5,766.0,,65,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,2.0,,,,,,
09.04.2020 01:00,9.3,761.8,766.3,,60,Wind blowing from the west,1,,,, ,,,,,,,,,,,1.9,Trace of precipitation,6,,,,
09.04.2020 00:00,11.5,761.8,766.3,,54,Wind blowing from the south,1,,,, ,,,,,,,,,,,2.3,,,,,,
08.04.2020 23:00,11.4,762.1,766.6,,51,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,1.4,,,,,,
08.04.2020 22:00,12.4,762.4,766.9,,47,Calm no wind,0,,,, ,,,,,,,,,,,1.2,,,,,,
08.04.2020 21:00,14.1,762.7,767.1,,40,Calm no wind,0,,,, ,,,,,,,,,,,0.7,,,,,,
08.04.2020 20:00,15.1,762.8,767.2,,39,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,1.1,,,,,,
08.04.2020 19:00,19.8,762.7,767.1,,26,Wind blowing from the south,1,,,, ,,,8.4,22.2,,,,,,,-0.2,Trace of precipitation,12,,,,
08.04.2020 18:00,21.0,763.0,767.3,,25,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,0.1,,,,,,
08.04.2020 17:00,21.8,763.2,767.5,,25,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,0.9,,,,,,
08.04.2020 16:00,21.8,763.6,768.0,,26,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,1.4,,,,,,
08.04.2020 15:00,21.7,764.3,768.7,,30,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,3.1,,,,,,
08.04.2020 14:00,21.5,765.0,769.3,,37,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,6.0,,,,,,
08.04.2020 13:00,20.5,765.7,770.1,,42,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,7.2,No precipitation,6,,,,
08.04.2020 12:00,19.2,766.4,770.8,,44,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,6.5,,,,,,
08.04.2020 11:00,17.6,767.2,771.6,,44,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,5.2,,,,,,
08.04.2020 10:00,15.4,767.7,772.1,,45,Wind blowing from the east-southeast,2,,,, ,,,5.4,,,,,,,,3.5,,,,,,
08.04.2020 09:00,13.2,768.2,772.7,,48,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,2.2,,,,,,
08.04.2020 08:00,10.9,768.4,772.9,,56,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,2.4,,,,,,
08.04.2020 07:00,8.4,768.7,773.3,,63,Wind blowing from the east,3,,,, ,,,5.4,15.8,,,,,,,1.6,No precipitation,12,,,,
08.04.2020 06:00,5.8,769.0,773.6,,69,Wind blowing from the east,2,,,, ,,,,,,,,,,,0.5,,,,,,
08.04.2020 05:00,6.4,769.3,773.8,,66,Wind blowing from the east,3,,,, ,,,,,,,,,,,0.5,,,,,,
08.04.2020 04:00,6.6,769.6,774.2,,64,Wind blowing from the east,3,,,, ,,,,,,,,,,,0.3,,,,,,
08.04.2020 03:00,7.7,769.9,774.5,,59,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,0.1,,,,,,
08.04.2020 02:00,8.3,769.9,774.5,,57,Wind blowing from the east,2,,,, ,,,,,,,,,,,0.1,,,,,,
08.04.2020 01:00,8.6,770.0,774.6,,56,Wind blowing from the east,3,,,, ,,,,,,,,,,,0.2,No precipitation,6,,,,
08.04.2020 00:00,9.5,770.2,774.7,,53,Wind blowing from the east,3,,,, ,,,,,,,,,,,0.2,,,,,,
07.04.2020 23:00,10.6,770.0,774.6,,51,Wind blowing from the east,4,,,, ,,,,,,,,,,,0.7,,,,,,
07.04.2020 22:00,11.4,770.1,774.6,,52,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,1.8,,,,,,
07.04.2020 21:00,12.3,770.1,774.6,,45,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,0.5,,,,,,
07.04.2020 20:00,14.2,769.9,774.4,,43,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,1.6,,,,,,
07.04.2020 19:00,15.7,769.4,773.8,,48,Wind blowing from the north-northeast,5,,,, ,,,10.2,19.8,,,,,,,4.7,No precipitation,12,,,,
07.04.2020 18:00,17.5,769.3,773.7,,47,Wind blowing from the north,3,,,, ,,,,,,,,,,,6.0,,,,,,
07.04.2020 17:00,18.7,769.1,773.5,,42,Wind blowing from the north,4,,,, ,,,,,,,,,,,5.5,,,,,,
07.04.2020 16:00,19.3,769.0,773.4,,42,Wind blowing from the north,4,,,, ,,,,,,,,,,,5.9,,,,,,
07.04.2020 15:00,19.5,769.1,773.5,,43,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,6.6,,,,,,
07.04.2020 14:00,19.2,769.2,773.6,,47,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,7.5,,,,,,
07.04.2020 13:00,19.1,769.0,773.5,,54,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.4,No precipitation,6,,,,
07.04.2020 12:00,17.9,769.0,773.5,,59,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,9.8,,,,,,
07.04.2020 11:00,16.3,768.9,773.3,,62,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,9.0,,,,,,
07.04.2020 10:00,15.4,768.4,772.9,,66,Wind blowing from the north-northwest,6,,,, ,,,7.0,,,,,,,,9.1,,,,,,
07.04.2020 09:00,14.0,768.0,772.5,,63,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,6.9,,,,,,
07.04.2020 08:00,12.6,767.4,771.9,,59,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,4.8,,,,,,
07.04.2020 07:00,10.1,766.6,771.1,,60,Wind blowing from the west,3,,,, ,,,7.0,19.2,,,,,,,2.7,No precipitation,12,,,,
07.04.2020 06:00,7.8,765.9,770.5,,64,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,1.3,,,,,,
07.04.2020 05:00,7.4,765.3,769.9,,63,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,0.7,,,,,,
07.04.2020 04:00,8.5,764.8,769.4,,59,Wind blowing from the south,1,,,, ,,,,,,,,,,,0.8,,,,,,
07.04.2020 03:00,9.4,764.5,769.0,,55,Wind blowing from the south,2,,,, ,,,,,,,,,,,0.6,,,,,,
07.04.2020 02:00,10.1,764.4,768.9,,52,Wind blowing from the south,2,,,, ,,,,,,,,,,,0.6,,,,,,
07.04.2020 01:00,9.9,764.2,768.7,,52,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,0.3,No precipitation,6,,,,
07.04.2020 00:00,10.9,764.0,768.5,,48,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,0.2,,,,,,
06.04.2020 23:00,12.9,763.8,768.3,,43,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,0.4,,,,,,
06.04.2020 22:00,14.3,763.7,768.1,,38,Wind blowing from the south,2,,,, ,,,,,,,,,,,0.2,,,,,,
06.04.2020 21:00,13.0,763.6,768.1,,42,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,0.4,,,,,,
06.04.2020 20:00,17.7,763.5,767.9,,30,Wind blowing from the south,2,,,, ,,,,,,,,,,,-0.2,,,,,,
06.04.2020 19:00,19.2,763.1,767.5,,27,Wind blowing from the south,2,,,, ,,,6.6,21.9,,,,,,,-0.3,No precipitation,12,,,,
06.04.2020 18:00,20.5,763.0,767.3,,25,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,-0.3,,,,,,
06.04.2020 17:00,21.0,762.9,767.2,,24,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,-0.2,,,,,,
06.04.2020 16:00,21.4,763.0,767.3,,24,Wind blowing from the south,5,,,, ,,,,,,,,,,,-0.3,,,,,,
06.04.2020 15:00,21.3,763.0,767.3,,22,Wind blowing from the south-southeast,6,,,, ,,,,,,,,,,,-1.4,,,,,,
06.04.2020 14:00,20.9,763.3,767.6,,25,Wind blowing from the south-southeast,6,,,, ,,,,,,,,,,,0.0,,,,,,
06.04.2020 13:00,19.7,763.6,767.9,,26,Wind blowing from the south-southeast,6,,,, ,,,,,,,,,,,-0.3,No precipitation,6,,,,
06.04.2020 12:00,18.7,763.8,768.1,,28,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,-0.2,,,,,,
06.04.2020 11:00,16.9,764.0,768.4,,31,Wind blowing from the south,6,,,, ,,,,,,,,,,,-0.5,,,,,,
06.04.2020 10:00,14.7,764.0,768.4,,36,Wind blowing from the south-southeast,6,,,, ,,,4.9,,,,,,,,-0.3,,,,,,
06.04.2020 09:00,12.5,764.2,768.7,,39,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,-1.2,,,,,,
06.04.2020 08:00,9.6,764.2,768.7,,46,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,-1.6,,,,,,
06.04.2020 07:00,6.5,764.2,768.8,,55,Wind blowing from the south-east,4,,,, ,,,4.9,13.7,,,,,,,-2.0,No precipitation,12,,,,
06.04.2020 06:00,5.0,764.2,768.7,,58,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,-2.6,,,,,,
06.04.2020 05:00,5.6,764.2,768.7,,57,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,-2.3,,,,,,
06.04.2020 04:00,5.8,764.4,769.0,,56,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,-2.3,,,,,,
