Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
01.05.2020 13:20,23.0,756.1,759.0,41,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1500 m scattered clouds (40-50%) 2460 m,10.0 and more,9.0,
01.05.2020 12:50,23.0,756.1,759.0,53,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
01.05.2020 12:20,22.0,756.1,759.0,65,Wind blowing from the west-southwest,5,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2100 m,10.0 and more,15.0,
01.05.2020 11:50,22.0,756.1,759.0,50,Wind blowing from the south-west,4,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2100 m,10.0 and more,11.0,
01.05.2020 11:20,22.0,756.1,759.0,47,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2100 m,10.0 and more,10.0,
01.05.2020 10:50,23.0,756.1,759.0,47,Wind blowing from the south-southeast,4,,,,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 1950 m,10.0 and more,11.0,
01.05.2020 10:20,22.0,756.8,759.7,53,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1950 m,10.0 and more,12.0,
01.05.2020 09:50,21.0,756.8,759.7,60,Wind blowing from the south,3,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1980 m,10.0 and more,13.0,
01.05.2020 09:20,20.0,756.8,759.7,60,Wind blowing from the south,2,,,,Broken clouds (60-90%) 1980 m,10.0 and more,12.0,
01.05.2020 08:50,20.0,756.8,759.7,64,variable wind direction,1,,,,Broken clouds (60-90%) 1980 m,10.0 and more,13.0,
01.05.2020 08:20,19.0,756.8,759.7,64,Wind blowing from the south,2,,,,Broken clouds (60-90%) 1950 m,10.0 and more,12.0,
01.05.2020 07:50,18.0,756.8,759.7,68,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,12.0,
01.05.2020 07:20,17.0,756.8,759.7,73,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,12.0,
01.05.2020 06:50,14.0,756.7,759.7,88,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 2940 m,10.0 and more,12.0,
01.05.2020 06:20,13.0,756.7,759.7,94,Wind blowing from the south,3,,,,Broken clouds (60-90%) 2940 m,10.0 and more,12.0,
01.05.2020 05:50,11.0,756.7,759.7,94,Wind blowing from the south,2,,,,Broken clouds (60-90%) 4500 m,10.0 and more,10.0,
01.05.2020 05:20,11.0,756.7,759.7,94,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 04:50,10.0,756.7,759.7,94,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,9.0,
01.05.2020 04:20,10.0,756.7,759.7,94,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,9.0,
01.05.2020 03:50,11.0,756.7,759.7,94,Calm no wind,0,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 03:20,10.0,756.7,759.7,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
01.05.2020 02:50,11.0,756.7,759.7,94,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 02:20,11.0,756.7,759.7,94,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 01:50,12.0,756.7,759.7,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 01:20,13.0,756.7,759.7,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,12.0,
01.05.2020 00:50,12.0,756.7,759.7,94,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,11.0,
01.05.2020 00:20,12.0,756.7,759.7,94,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,11.0,
30.04.2020 23:50,11.0,756.7,759.7,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,10.0,
30.04.2020 23:20,12.0,757.5,760.5,94,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,11.0,
30.04.2020 22:50,12.0,757.5,760.5,94,Calm no wind,0,,,,No Significant Clouds,10.0 and more,11.0,
30.04.2020 22:20,13.0,756.7,759.7,94,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,12.0,
30.04.2020 21:50,13.0,756.7,759.7,94,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,12.0,
30.04.2020 21:20,14.0,756.7,759.7,88,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,12.0,
30.04.2020 20:50,14.0,756.7,759.7,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,12.0,
30.04.2020 20:20,15.0,756.7,759.7,88,Calm no wind,0,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 19:50,16.0,756.7,759.7,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 19:20,16.0,756.7,759.7,83,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 18:50,17.0,756.1,759.0,77,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 18:20,18.0,756.1,759.0,73,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 17:50,19.0,756.1,759.0,68,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 17:20,20.0,756.1,759.0,64,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,13.0,
30.04.2020 16:50,21.0,756.1,759.0,64,Wind blowing from the west,3,,,,Few clouds (10-30%) 900 m,10.0 and more,14.0,
30.04.2020 16:20,22.0,755.3,758.2,53,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 900 m,10.0 and more,12.0,
30.04.2020 15:50,22.0,755.3,758.2,50,Wind blowing from the west,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,11.0,
30.04.2020 15:20,22.0,755.3,758.2,53,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,12.0,
30.04.2020 14:50,21.0,755.3,758.2,57,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,12.0,
30.04.2020 14:20,22.0,755.3,758.2,50,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,11.0,
30.04.2020 13:50,21.0,756.1,759.0,60,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,13.0,
30.04.2020 13:20,20.0,756.1,759.0,69,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,14.0,
30.04.2020 12:50,19.0,756.1,759.0,68,Wind blowing from the north-northwest,5,,Light rain,,Few clouds (10-30%) 750 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2100 m,10.0 and more,13.0,
30.04.2020 12:20,21.0,756.1,759.0,60,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 750 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2100 m,10.0 and more,13.0,
30.04.2020 11:50,20.0,756.1,759.0,64,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 750 m cumulonimbus clouds  scattered clouds (40-50%) 900 m,10.0 and more,13.0,
30.04.2020 11:20,21.0,756.1,759.0,57,Wind blowing from the west-southwest,4,9,In the vicinity thunderstorm,,Few clouds (10-30%) 750 m cumulonimbus clouds  scattered clouds (40-50%) 900 m,10.0 and more,12.0,
30.04.2020 10:50,20.0,756.1,759.0,64,Wind blowing from the south-west,2,,In the vicinity thunderstorm,,Scattered clouds (40-50%) 750 m cumulonimbus clouds  scattered clouds (40-50%) 1200 m,10.0 and more,13.0,
30.04.2020 10:20,20.0,756.1,759.0,69,Wind blowing from the south,2,,,,Few clouds (10-30%) 750 m cumulonimbus clouds  scattered clouds (40-50%) 1800 m,10.0 and more,14.0,
30.04.2020 09:50,20.0,756.1,759.0,64,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1200 m scattered clouds (40-50%) 2400 m,10.0 and more,13.0,
30.04.2020 09:20,20.0,756.1,759.0,64,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1200 m scattered clouds (40-50%) 1920 m,10.0 and more,13.0,
30.04.2020 08:50,20.0,756.1,759.0,64,Wind blowing from the south,5,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
30.04.2020 08:20,20.0,756.1,759.0,64,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
30.04.2020 07:50,18.0,755.3,758.2,73,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 2160 m broken clouds (60-90%) 3000 m,10.0 and more,13.0,
30.04.2020 07:20,17.0,755.3,758.2,77,Wind blowing from the south,3,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 2400 m,10.0 and more,13.0,
30.04.2020 06:50,17.0,755.3,758.2,83,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 1500 m scattered clouds (40-50%) 3000 m,10.0 and more,14.0,
30.04.2020 06:20,15.0,755.2,758.2,88,Wind blowing from the south,2,,,,Few clouds (10-30%) 1500 m scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
30.04.2020 05:50,15.0,755.2,758.2,88,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
30.04.2020 05:20,14.0,755.2,758.2,88,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 840 m broken clouds (60-90%) 2940 m,10.0 and more,12.0,
30.04.2020 04:50,14.0,754.7,757.7,88,Wind blowing from the south,1,,,,Few clouds (10-30%) 900 m broken clouds (60-90%) 2760 m,10.0 and more,12.0,
30.04.2020 04:20,13.0,754.7,757.7,94,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 2880 m,10.0 and more,12.0,
30.04.2020 03:50,14.0,754.7,757.7,88,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2010 m,10.0 and more,12.0,
30.04.2020 03:20,14.0,755.2,758.2,94,Wind blowing from the south,2,,,,Few clouds (10-30%) 960 m broken clouds (60-90%) 1650 m,10.0 and more,13.0,
30.04.2020 02:50,14.0,755.2,758.2,94,Wind blowing from the south-east,1,,,,Few clouds (10-30%) 1470 m broken clouds (60-90%) 1770 m,10.0 and more,13.0,
30.04.2020 02:20,14.0,755.2,758.2,94,variable wind direction,1,,,,Few clouds (10-30%) 1440 m broken clouds (60-90%) 3000 m,10.0 and more,13.0,
30.04.2020 01:50,14.0,755.2,758.2,94,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 1710 m,10.0 and more,13.0,
30.04.2020 01:20,14.0,755.2,758.2,94,Wind blowing from the south-southeast,2,,,,Overcast (100%) 1710 m,10.0 and more,13.0,
30.04.2020 00:50,15.0,755.2,758.2,88,variable wind direction,1,,,,Broken clouds (60-90%) 1470 m overcast (100%) 3300 m,10.0 and more,13.0,
30.04.2020 00:20,15.0,755.2,758.2,88,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 1770 m overcast (100%) 3300 m,10.0 and more,13.0,
29.04.2020 23:50,15.0,755.2,758.2,82,Wind blowing from the south,3,,,,Broken clouds (60-90%) 3300 m,10.0 and more,12.0,
29.04.2020 23:20,14.0,755.2,758.2,88,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 3300 m,10.0 and more,12.0,
29.04.2020 22:50,15.0,755.2,758.2,88,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,13.0,
29.04.2020 22:20,15.0,755.2,758.2,88,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
29.04.2020 21:50,16.0,755.2,758.2,88,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 2700 m broken clouds (60-90%) 3300 m,10.0 and more,14.0,
29.04.2020 21:20,16.0,756.0,759.0,88,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 2940 m broken clouds (60-90%) 3600 m,10.0 and more,14.0,
29.04.2020 20:50,17.0,755.3,758.2,83,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 2520 m broken clouds (60-90%) 3300 m,10.0 and more,14.0,
29.04.2020 20:20,16.0,755.2,758.2,88,Wind blowing from the east,3,,,,Few clouds (10-30%) 840 m broken clouds (60-90%) 2400 m,10.0 and more,14.0,
29.04.2020 19:50,16.0,755.2,758.2,88,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 1350 m broken clouds (60-90%) 2250 m,10.0 and more,14.0,
29.04.2020 19:20,17.0,755.3,758.2,83,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 1350 m overcast (100%) 2250 m,10.0 and more,14.0,
29.04.2020 18:50,17.0,755.3,758.2,83,Wind blowing from the south-west,4,,Rain,,Scattered clouds (40-50%) 1350 m overcast (100%) 1980 m,10.0 and more,14.0,
29.04.2020 18:20,19.0,755.3,758.2,68,Wind blowing from the south-west,2,,Rain,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1860 m,10.0 and more,13.0,
29.04.2020 17:50,20.0,755.3,758.2,64,Wind blowing from the west-southwest,3,,,,Overcast (100%) 1770 m,10.0 and more,13.0,
29.04.2020 17:20,20.0,755.3,758.2,64,Wind blowing from the west-southwest,3,,,,Overcast (100%) 1830 m,10.0 and more,13.0,
29.04.2020 16:50,20.0,754.8,757.7,64,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1770 m overcast (100%) 2580 m,10.0 and more,13.0,
29.04.2020 16:20,21.0,754.8,757.7,60,Wind blowing from the west-southwest,4,,,,Broken clouds (60-90%) 2640 m,10.0 and more,13.0,
29.04.2020 15:50,23.0,754.8,757.7,50,Wind blowing from the west,3,,,,Few clouds (10-30%) 960 m,10.0 and more,12.0,
29.04.2020 15:20,23.0,755.3,758.2,53,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0,
29.04.2020 14:50,23.0,755.3,758.2,57,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 990 m,10.0 and more,14.0,
29.04.2020 14:20,22.0,755.3,758.2,61,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 990 m,10.0 and more,14.0,
29.04.2020 13:50,22.0,755.3,758.2,61,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 990 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 6000 m,10.0 and more,14.0,
29.04.2020 13:20,22.0,756.1,759.0,65,Wind blowing from the west,4,,,,Few clouds (10-30%) 990 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 6000 m,10.0 and more,15.0,
29.04.2020 12:50,21.0,756.1,759.0,64,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1200 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1980 m,10.0 and more,14.0,
29.04.2020 12:20,21.0,756.1,759.0,64,variable wind direction,1,,,,Few clouds (10-30%) 750 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1950 m broken clouds (60-90%) 2700 m,10.0 and more,14.0,
29.04.2020 11:50,20.0,756.1,759.0,69,variable wind direction,1,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1350 m broken clouds (60-90%) 2100 m,10.0 and more,14.0,
29.04.2020 11:20,19.0,756.8,759.7,73,Wind blowing from the east,4,,,,Few clouds (10-30%) 900 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1350 m broken clouds (60-90%) 2100 m,10.0 and more,14.0,
29.04.2020 10:50,17.0,756.8,759.7,88,Wind blowing from the east,3,,,Rain,Scattered clouds (40-50%) 600 m cumulonimbus clouds  broken clouds (60-90%) 1500 m broken clouds (60-90%) 2400 m,10.0 and more,15.0,
29.04.2020 10:20,16.0,756.7,759.7,88,Wind blowing from the west,2,,Light rain,,Scattered clouds (40-50%) 600 m cumulonimbus clouds  broken clouds (60-90%) 1200 m overcast (100%) 2100 m,7.0,14.0,
29.04.2020 09:50,19.0,756.8,759.7,68,Wind blowing from the south-east,3,,Light rain,,Few clouds (10-30%) 900 m cumulonimbus clouds  broken clouds (60-90%) 1350 m overcast (100%) 2400 m,10.0 and more,13.0,
29.04.2020 09:20,20.0,756.8,759.7,64,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 1500 m broken clouds (60-90%) 3000 m,10.0 and more,13.0,
29.04.2020 08:50,19.0,756.8,759.7,68,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 1500 m broken clouds (60-90%) 3000 m,10.0 and more,13.0,
29.04.2020 08:20,17.0,756.8,759.7,77,Wind blowing from the south,3,,,,Few clouds (10-30%) 1050 m broken clouds (60-90%) 1500 m overcast (100%) 2400 m,10.0 and more,13.0,
29.04.2020 07:50,17.0,756.8,759.7,77,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 2400 m,10.0 and more,13.0,
29.04.2020 07:20,16.0,756.7,759.7,83,Wind blowing from the south,2,,,,Broken clouds (60-90%) 1200 m overcast (100%) 2250 m,10.0 and more,13.0,
29.04.2020 06:50,15.0,756.7,759.7,82,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 2100 m overcast (100%) 3000 m,10.0 and more,12.0,
29.04.2020 06:20,14.0,756.7,759.7,88,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 1200 m overcast (100%) 2100 m,10.0 and more,12.0,
29.04.2020 05:50,14.0,756.7,759.7,88,Wind blowing from the south-southeast,3,,,,Broken clouds (60-90%) 1200 m overcast (100%) 1800 m,10.0 and more,12.0,
29.04.2020 05:20,14.0,756.7,759.7,82,Wind blowing from the south-southwest,2,,,,Broken clouds (60-90%) 1650 m,10.0 and more,11.0,
29.04.2020 04:50,14.0,756.7,759.7,88,Wind blowing from the south-southwest,2,,,,Broken clouds (60-90%) 1500 m,10.0 and more,12.0,
29.04.2020 04:20,13.0,756.7,759.7,94,Wind blowing from the south-east,3,,Light rain,,Broken clouds (60-90%) 900 m overcast (100%) 1800 m,10.0 and more,12.0,
29.04.2020 03:50,14.0,756.7,759.7,88,Wind blowing from the south-east,4,,Rain,,Scattered clouds (40-50%) 1350 m broken clouds (60-90%) 1800 m,10.0 and more,12.0,
29.04.2020 03:20,14.0,756.7,759.7,82,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 1950 m,10.0 and more,11.0,
29.04.2020 02:50,14.0,756.7,759.7,82,Wind blowing from the south,2,,,,Broken clouds (60-90%) 2040 m,10.0 and more,11.0,
29.04.2020 02:20,14.0,756.7,759.7,82,Wind blowing from the south,2,,,,Broken clouds (60-90%) 2160 m,10.0 and more,11.0,
29.04.2020 01:50,14.0,756.7,759.7,88,Wind blowing from the south-east,2,,,,Broken clouds (60-90%) 2280 m,10.0 and more,12.0,
29.04.2020 01:20,13.0,756.7,759.7,88,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 2340 m,10.0 and more,11.0,
29.04.2020 00:50,14.0,757.5,760.5,82,variable wind direction,1,,,,Few clouds (10-30%) 2040 m broken clouds (60-90%) 2580 m,10.0 and more,11.0,
29.04.2020 00:20,13.0,757.5,760.5,88,Wind blowing from the south-west,2,,,,Scattered clouds (40-50%) 2760 m,10.0 and more,11.0,
28.04.2020 23:50,14.0,757.5,760.5,82,Wind blowing from the south,1,,,,Few clouds (10-30%) 2940 m,10.0 and more,11.0,
28.04.2020 23:20,14.0,757.5,760.5,82,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 2940 m,10.0 and more,11.0,
28.04.2020 22:50,14.0,757.5,760.5,88,variable wind direction,1,,,,Broken clouds (60-90%) 2940 m,10.0 and more,12.0,
28.04.2020 22:20,13.0,757.5,760.5,88,variable wind direction,1,,,,Broken clouds (60-90%) 2850 m,10.0 and more,11.0,
28.04.2020 21:50,14.0,757.5,760.5,82,variable wind direction,1,,,,Few clouds (10-30%) 2700 m,10.0 and more,11.0,
28.04.2020 21:20,14.0,757.5,760.5,82,Calm no wind,0,,,,Scattered clouds (40-50%) 2550 m,10.0 and more,11.0,
28.04.2020 20:50,15.0,758.2,761.2,77,Wind blowing from the east-northeast,2,,,,Scattered clouds (40-50%) 2550 m,10.0 and more,11.0,
28.04.2020 20:20,15.0,757.5,760.5,82,Wind blowing from the east,1,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,12.0,
28.04.2020 19:50,17.0,757.6,760.5,73,Wind blowing from the south-west,2,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,12.0,
28.04.2020 19:20,18.0,757.6,760.5,68,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,12.0,
28.04.2020 18:50,18.0,757.6,760.5,68,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,12.0,
28.04.2020 18:20,19.0,757.6,760.5,64,variable wind direction,1,,,,Few clouds (10-30%) 1500 m,10.0 and more,12.0,
28.04.2020 17:50,19.0,757.6,760.5,68,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,13.0,
28.04.2020 17:20,20.0,757.6,760.5,69,Wind blowing from the west,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,14.0,
28.04.2020 16:50,22.0,757.6,760.5,61,Wind blowing from the west,3,,,,Few clouds (10-30%) 1500 m broken clouds (60-90%) 4500 m,10.0 and more,14.0,
28.04.2020 16:20,22.0,756.8,759.7,47,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 1500 m broken clouds (60-90%) 4500 m,10.0 and more,10.0,
28.04.2020 15:50,23.0,757.6,760.5,50,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,12.0,
28.04.2020 15:20,23.0,757.6,760.5,50,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,12.0,
28.04.2020 14:50,23.0,757.6,760.5,44,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 1500 m,10.0 and more,10.0,
