"# Weather station Rome / Fiumicino (airport), Italy, METAR=LIRF,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LIRF&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Rome / Fiumicino (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
18.04.2020 00:20,12.0,764.1,764.3,100,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 300 m,8,12.0
17.04.2020 23:50,11.0,764.1,764.3,100,variable wind direction,1,,,,Scattered clouds (40-50%) 300 m,8,11.0
17.04.2020 23:20,12.0,764.1,764.3,94,variable wind direction,1,,,,Scattered clouds (40-50%) 300 m,10.0 and more,11.0
17.04.2020 22:50,11.0,764.1,764.3,100,Wind blowing from the east-northeast,1,,,,Few clouds (10-30%) 300 m,8,11.0
17.04.2020 22:20,12.0,764.1,764.3,100,"Calm, no wind",0,,,,Few clouds (10-30%) 450 m,10.0 and more,12.0
17.04.2020 21:50,13.0,764.1,764.3,100,Wind blowing from the east,1,,,,Few clouds (10-30%) 300 m,10.0 and more,13.0
17.04.2020 21:20,14.0,764.1,764.3,94,Wind blowing from the east-southeast,1,,,,Few clouds (10-30%) 300 m,10.0 and more,13.0
17.04.2020 20:50,14.0,764.1,764.3,94,variable wind direction,1,,,,Few clouds (10-30%) 300 m,10.0 and more,13.0
17.04.2020 20:20,14.0,764.1,764.3,100,Wind blowing from the west,2,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
17.04.2020 19:50,14.0,764.1,764.3,100,Wind blowing from the west,2,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
17.04.2020 19:20,15.0,764.1,764.3,94,Wind blowing from the west,2,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
17.04.2020 18:50,15.0,764.1,764.3,94,Wind blowing from the west,3,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
17.04.2020 18:20,16.0,764.1,764.3,88,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 300 m,10.0 and more,14.0
17.04.2020 17:50,16.0,763.3,763.5,88,Wind blowing from the west,4,,,,Broken clouds (60-90%) 300 m,10.0 and more,14.0
17.04.2020 17:20,16.0,764.1,764.3,88,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 300 m,10.0 and more,14.0
17.04.2020 16:50,17.0,764.1,764.3,83,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 450 m,10.0 and more,14.0
17.04.2020 16:20,18.0,764.1,764.3,73,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,13.0
17.04.2020 15:50,18.0,764.1,764.3,68,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,12.0
17.04.2020 15:20,18.0,764.1,764.3,68,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,12.0
17.04.2020 14:50,18.0,764.1,764.3,64,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,11.0
17.04.2020 14:20,19.0,764.1,764.3,60,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,11.0
17.04.2020 13:50,19.0,764.1,764.3,56,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 13:20,19.0,764.8,765.0,56,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
17.04.2020 12:50,18.0,764.8,765.0,64,Wind blowing from the west-southwest,4,,,,Broken clouds (60-90%) 1350 m,10.0 and more,11.0
17.04.2020 12:20,18.0,764.8,765.0,56,Wind blowing from the south-west,5,,,,Broken clouds (60-90%) 1350 m,10.0 and more,9.0
17.04.2020 11:50,18.0,765.6,765.8,52,Wind blowing from the south-west,5,,,,Broken clouds (60-90%) 1200 m,10.0 and more,8.0
17.04.2020 11:20,18.0,765.6,765.8,56,Wind blowing from the west-southwest,5,,,,Broken clouds (60-90%) 1200 m,10.0 and more,9.0
17.04.2020 10:50,19.0,765.6,765.8,49,Wind blowing from the south-west,2,,,,Broken clouds (60-90%) 1140 m,10.0 and more,8.0
17.04.2020 10:20,18.0,765.6,765.8,52,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 1140 m,10.0 and more,8.0
17.04.2020 09:50,17.0,765.6,765.8,52,Wind blowing from the east,2,,,,Broken clouds (60-90%) 1140 m,10.0 and more,7.0
17.04.2020 09:20,16.0,765.6,765.8,55,Wind blowing from the east,2,,,,Broken clouds (60-90%) 1140 m,10.0 and more,7.0
17.04.2020 08:50,14.0,765.6,765.8,67,Wind blowing from the east,3,,,,Broken clouds (60-90%) 1140 m,10.0 and more,8.0
17.04.2020 08:20,13.0,765.6,765.8,77,Wind blowing from the east-northeast,3,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,9.0
17.04.2020 07:50,12.0,765.6,765.8,77,Wind blowing from the east-northeast,2,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,8.0
17.04.2020 07:20,11.0,765.6,765.8,82,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,8.0
17.04.2020 06:50,9.0,765.6,765.8,87,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,7.0
17.04.2020 06:20,9.0,765.6,765.8,87,Wind blowing from the east,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,7.0
17.04.2020 05:50,8.0,765.6,765.8,87,Wind blowing from the east,2,,,,Few clouds (10-30%) 1200 m,9,6.0
17.04.2020 05:20,7.0,765.6,765.8,93,Wind blowing from the east,2,,,,Few clouds (10-30%) 1200 m,9,6.0
17.04.2020 04:20,8.0,764.8,765.0,93,Wind blowing from the east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,7.0
17.04.2020 03:50,8.0,764.8,765.0,93,Wind blowing from the east-northeast,1,,,,Few clouds (10-30%) 900 m,10.0 and more,7.0
17.04.2020 03:20,7.0,765.6,765.8,93,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,6.0
17.04.2020 02:50,7.0,765.6,765.8,100,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,7.0
17.04.2020 02:20,8.0,765.6,765.8,93,Wind blowing from the east,2,,,,Few clouds (10-30%) 750 m,10.0 and more,7.0
17.04.2020 01:50,8.0,765.6,765.8,93,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,7.0
17.04.2020 01:20,8.0,765.6,765.8,93,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,7.0
17.04.2020 00:50,8.0,766.4,766.6,93,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,7.0
17.04.2020 00:20,8.0,766.4,766.6,93,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 23:50,9.0,766.4,766.6,87,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 23:20,9.0,766.4,766.6,87,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 22:50,10.0,766.4,766.6,88,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 22:20,10.0,766.4,766.6,88,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 21:50,11.0,766.4,766.6,88,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 21:20,11.0,766.4,766.6,82,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 20:50,12.0,766.4,766.6,77,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 20:20,13.0,765.6,765.8,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 19:50,14.0,765.6,765.8,67,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 19:20,14.0,765.6,765.8,72,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 18:50,14.0,765.6,765.8,72,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 18:20,15.0,765.6,765.8,63,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 17:50,16.0,765.6,765.8,59,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 17:20,17.0,765.6,765.8,52,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 16:50,17.0,765.6,765.8,56,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 16:20,17.0,766.4,766.6,56,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 15:50,17.0,766.4,766.6,49,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,6.0
16.04.2020 15:20,17.0,766.4,766.6,52,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 14:50,17.0,766.4,766.6,59,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 14:20,18.0,766.4,766.6,52,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 13:50,17.0,767.1,767.3,56,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 13:20,18.0,767.1,767.3,56,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 12:50,17.0,767.1,767.3,59,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 12:20,17.0,767.1,767.3,64,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,10.0
16.04.2020 11:50,18.0,767.1,767.3,56,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 11:20,18.0,767.1,767.3,52,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 10:50,17.0,767.1,767.3,56,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 10:20,17.0,767.1,767.3,56,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 09:50,16.0,767.1,767.3,59,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 09:20,15.0,767.1,767.3,63,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,8.0
16.04.2020 08:50,14.0,767.1,767.3,63,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 08:20,12.0,767.1,767.3,72,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 07:50,11.0,767.1,767.3,77,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,7.0
16.04.2020 07:20,9.0,767.1,767.3,82,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,6.0
16.04.2020 06:50,7.0,767.1,767.3,93,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,6.0
16.04.2020 06:20,6.0,767.1,767.3,93,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 05:50,5.0,767.1,767.3,100,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 05:20,5.0,767.1,767.3,100,Wind blowing from the east-northeast,2,,Ground fog,,No Significant Clouds,10.0 and more,5.0
16.04.2020 04:50,5.0,767.1,767.3,93,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,4.0
16.04.2020 04:20,5.0,767.1,767.3,100,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 03:50,5.0,767.1,767.3,93,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,4.0
16.04.2020 03:20,5.0,767.1,767.3,93,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,4.0
16.04.2020 02:50,5.0,767.1,767.3,100,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 02:20,5.0,767.1,767.3,100,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 01:50,5.0,767.1,767.3,100,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 01:20,6.0,767.1,767.3,93,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 00:50,6.0,767.1,767.3,93,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,5.0
16.04.2020 00:20,6.0,767.1,767.3,93,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,5.0
15.04.2020 23:50,7.0,767.1,767.3,93,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,6.0
15.04.2020 23:20,8.0,767.1,767.3,93,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 22:50,8.0,767.1,767.3,93,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 22:20,9.0,767.1,767.3,87,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 21:50,10.0,767.1,767.3,82,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 21:20,10.0,767.1,767.3,82,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 20:50,11.0,767.1,767.3,77,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 20:20,12.0,767.1,767.3,77,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
15.04.2020 19:50,13.0,766.4,766.6,72,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,8.0
15.04.2020 19:20,13.0,766.4,766.6,72,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,8.0
15.04.2020 18:50,14.0,766.4,766.6,63,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 18:20,14.0,766.4,766.6,63,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 17:50,15.0,765.6,765.8,59,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 17:20,15.0,765.6,765.8,59,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 16:50,16.0,765.6,765.8,55,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 16:20,16.0,765.6,765.8,55,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 15:50,16.0,765.6,765.8,55,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 15:20,16.0,765.6,765.8,55,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 14:50,17.0,765.6,765.8,49,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,6.0
15.04.2020 14:20,17.0,765.6,765.8,49,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,6.0
15.04.2020 13:50,16.0,765.6,765.8,55,Wind blowing from the south-west,7,,,,No Significant Clouds,10.0 and more,7.0
15.04.2020 13:20,17.0,766.4,766.6,45,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,5.0
15.04.2020 12:50,17.0,766.4,766.6,42,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,4.0
15.04.2020 12:20,17.0,766.4,766.6,39,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,3.0
15.04.2020 11:50,17.0,765.6,765.8,37,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,2.0
15.04.2020 11:20,16.0,765.6,765.8,36,variable wind direction,2,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 10:50,16.0,765.6,765.8,36,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 10:20,16.0,765.6,765.8,36,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 09:50,15.0,765.6,765.8,36,Wind blowing from the north-east,6,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 09:20,15.0,764.8,765.0,34,Wind blowing from the north-east,6,,,,No Significant Clouds,10.0 and more,-1.0
15.04.2020 08:50,14.0,764.8,765.0,39,Wind blowing from the north-east,6,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 08:20,12.0,764.8,765.0,44,Wind blowing from the north-east,7,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 07:50,12.0,764.1,764.3,44,Wind blowing from the east-northeast,7,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 07:20,11.0,764.1,764.3,47,Wind blowing from the north-east,8,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 06:50,10.0,764.1,764.3,50,Wind blowing from the north-east,7,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 06:20,9.0,764.1,764.3,54,Wind blowing from the north-east,6,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 05:50,8.0,763.3,763.5,57,Wind blowing from the north-east,5,,,,No Significant Clouds,10.0 and more,0.0
15.04.2020 05:20,8.0,763.3,763.5,62,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 04:50,8.0,763.3,763.5,62,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 04:20,8.0,763.3,763.5,62,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 03:50,9.0,762.6,762.8,58,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,1.0
15.04.2020 03:20,9.0,762.6,762.8,62,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,2.0
15.04.2020 02:50,9.0,762.6,762.8,62,Wind blowing from the north,7,,,,No Significant Clouds,10.0 and more,2.0
15.04.2020 02:20,10.0,761.8,762.0,58,Wind blowing from the north-northeast,7,,,,No Significant Clouds,10.0 and more,2.0
15.04.2020 01:50,8.0,761.8,762.0,71,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,3.0
15.04.2020 01:20,8.0,761.8,762.0,76,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,4.0
15.04.2020 00:50,8.0,761.8,762.0,82,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,5.0
15.04.2020 00:20,9.0,761.8,762.0,76,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,5.0
14.04.2020 23:50,10.0,761.0,761.2,71,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,5.0
14.04.2020 23:20,10.0,761.0,761.2,76,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,6.0
14.04.2020 22:50,10.0,761.0,761.2,76,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
14.04.2020 22:20,10.0,760.3,760.5,76,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,6.0
14.04.2020 21:50,10.0,760.3,760.5,82,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
14.04.2020 21:20,10.0,759.5,759.7,88,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8.0
14.04.2020 20:50,11.0,759.5,759.7,82,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,8.0
14.04.2020 20:20,11.0,758.8,759.0,88,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 19:50,11.0,758.8,759.0,82,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,8.0
14.04.2020 19:20,12.0,758.0,758.2,82,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 18:50,13.0,757.5,757.7,77,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 18:20,14.0,757.5,757.7,77,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
14.04.2020 17:50,14.0,757.5,757.7,77,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
14.04.2020 17:20,14.0,757.5,757.7,77,Wind blowing from the north-northeast,2,,,,Broken clouds (60-90%) 1500 m,10.0 and more,10.0
14.04.2020 16:50,14.0,757.5,757.7,72,Wind blowing from the north-northeast,2,,,,Broken clouds (60-90%) 1500 m,10.0 and more,9.0
14.04.2020 16:20,14.0,757.5,757.7,72,Wind blowing from the north-northeast,2,,,,Broken clouds (60-90%) 1500 m,10.0 and more,9.0
14.04.2020 15:50,14.0,757.5,757.7,72,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 15:20,14.0,757.5,757.7,72,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 14:50,14.0,757.5,757.7,72,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,9.0
14.04.2020 14:20,16.0,757.5,757.7,68,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,10.0
14.04.2020 13:50,17.0,757.5,757.7,64,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,10.0
14.04.2020 13:20,16.0,757.5,757.7,77,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
14.04.2020 12:50,15.0,758.0,758.2,82,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,12.0
14.04.2020 12:20,15.0,757.5,757.7,77,Wind blowing from the north-east,3,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,11.0
14.04.2020 11:50,14.0,758.0,758.2,82,Wind blowing from the east-northeast,3,,Light rain,,Scattered clouds (40-50%) 1500 m,9,11.0
14.04.2020 11:20,14.0,758.0,758.2,82,Wind blowing from the east-northeast,3,,Light rain,,Few clouds (10-30%) 1050 m,9,11.0
14.04.2020 10:50,15.0,758.0,758.2,77,Wind blowing from the east,4,,,,Few clouds (10-30%) 1500 m,10.0 and more,11.0
14.04.2020 10:20,14.0,758.0,758.2,77,Wind blowing from the east-northeast,4,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,10.0
14.04.2020 09:50,13.0,758.0,758.2,88,Wind blowing from the east-northeast,4,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0
14.04.2020 09:20,13.0,758.0,758.2,82,Wind blowing from the east,3,,Light rain,,Few clouds (10-30%) 1500 m,10.0 and more,10.0
14.04.2020 08:50,12.0,758.0,758.2,88,Wind blowing from the east-northeast,4,,Light rain,,Few clouds (10-30%) 1500 m,9,10.0
14.04.2020 08:20,12.0,758.0,758.2,88,Wind blowing from the north-east,3,,Light rain,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
14.04.2020 07:50,12.0,758.0,758.2,88,Wind blowing from the east-northeast,3,,Light rain,,Scattered clouds (40-50%) 1350 m,9,10.0
