"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
23.04.2020 22:30,10.0,751.7,763.5,54,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 22:00,11.0,751.8,763.5,50,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 21:30,11.0,751.8,763.5,54,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 21:00,13.0,751.8,763.5,51,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,3.0
23.04.2020 20:30,13.0,751.8,763.5,47,variable wind direction,1,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 20:00,14.0,751.9,763.5,44,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 19:30,16.0,752.0,763.5,36,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 19:00,16.0,752.0,763.5,36,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 18:30,17.0,752.0,763.5,37,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 18:00,19.0,752.1,763.5,30,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 17:30,19.0,752.1,763.5,28,variable wind direction,1,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 17:00,19.0,752.9,764.3,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 16:30,20.0,752.9,764.3,28,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 16:00,20.0,752.9,764.3,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 15:30,20.0,752.9,764.3,26,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 15:00,19.0,753.5,765.0,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 14:30,19.0,753.5,765.0,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 14:00,19.0,754.3,765.8,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 13:30,19.0,754.3,765.8,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 13:00,19.0,754.3,765.8,28,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 12:30,18.0,754.3,765.8,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 12:00,18.0,755.1,766.6,28,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 11:30,18.0,755.1,766.6,28,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 11:00,17.0,755.0,766.6,32,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 10:30,16.0,755.7,767.3,31,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 10:00,16.0,755.7,767.3,34,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 09:30,15.0,755.7,767.3,36,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 09:00,15.0,755.7,767.3,36,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 08:30,14.0,755.6,767.3,39,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 08:00,13.0,755.6,767.3,38,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 07:30,12.0,755.5,767.3,44,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 07:00,11.0,755.5,767.3,47,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 06:30,10.0,755.5,767.3,54,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 06:00,8.0,755.4,767.3,57,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 05:30,7.0,754.6,766.6,57,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 05:00,7.0,754.6,766.6,57,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 04:30,6.0,754.6,766.6,61,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,-1.0
23.04.2020 04:00,6.0,754.6,766.6,66,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 03:30,7.0,754.6,766.6,61,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 03:00,6.0,754.6,766.6,66,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 02:30,5.0,754.6,766.6,70,Wind blowing from the north-east,5,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 02:00,5.0,753.8,765.8,70,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 01:30,6.0,753.8,765.8,71,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,1.0
23.04.2020 01:00,6.0,753.8,765.8,66,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 00:30,7.0,753.8,765.8,61,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,0.0
23.04.2020 00:00,7.0,753.8,765.8,61,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 23:30,7.0,753.8,765.8,66,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 23:00,7.0,753.8,765.8,66,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 22:30,8.0,753.9,765.8,62,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 22:00,9.0,753.9,765.8,54,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 21:30,10.0,754.0,765.8,50,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 21:00,10.0,754.0,765.8,50,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 20:30,12.0,754.1,765.8,47,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 20:00,13.0,754.1,765.8,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 19:30,14.0,753.3,765.0,36,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 19:00,14.0,753.3,765.0,39,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 18:30,14.0,753.3,765.0,41,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 18:00,17.0,753.5,765.0,34,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,1.0
22.04.2020 17:30,17.0,753.5,765.0,32,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,0.0
22.04.2020 17:00,18.0,753.5,765.0,26,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 16:30,18.0,753.5,765.0,26,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 16:00,18.0,753.5,765.0,28,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 15:30,18.0,753.5,765.0,24,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 15:00,17.0,754.3,765.8,27,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 14:30,17.0,754.3,765.8,27,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 14:00,17.0,755.0,766.6,27,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 13:30,17.0,755.0,766.6,30,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 13:00,17.0,755.0,766.6,30,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 12:30,16.0,755.7,767.3,27,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 12:00,16.0,755.7,767.3,29,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 11:30,15.0,755.7,767.3,29,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 11:00,15.0,755.7,767.3,29,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 10:30,15.0,756.4,768.1,29,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 10:00,14.0,756.4,768.1,33,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 09:30,13.0,756.4,768.1,33,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 09:00,13.0,756.4,768.1,36,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 08:30,12.0,756.3,768.1,38,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 08:00,11.0,756.3,768.1,38,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 07:30,11.0,756.3,768.1,38,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 07:00,10.0,756.2,768.1,43,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 06:30,8.0,756.2,768.1,53,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 06:00,6.0,756.1,768.1,61,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-1.0
22.04.2020 05:30,4.0,755.2,767.3,61,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 05:00,5.0,755.2,767.3,57,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 04:30,6.0,755.3,767.3,49,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-4.0
22.04.2020 04:00,6.0,755.3,767.3,49,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-4.0
22.04.2020 03:30,7.0,755.3,767.3,46,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,-4.0
22.04.2020 03:00,7.0,755.3,767.3,46,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-4.0
22.04.2020 02:30,8.0,755.4,767.3,43,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-4.0
22.04.2020 02:00,8.0,755.4,767.3,46,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 01:30,8.0,754.7,766.6,46,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 01:00,8.0,754.7,766.6,46,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-3.0
22.04.2020 00:30,7.0,754.6,766.6,53,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-2.0
22.04.2020 00:00,7.0,754.6,766.6,53,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 23:30,7.0,754.6,766.6,61,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
21.04.2020 23:00,8.0,754.7,766.6,57,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,0.0
21.04.2020 22:30,8.0,753.9,765.8,57,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,0.0
21.04.2020 22:00,8.0,753.9,765.8,53,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 21:30,8.0,753.9,765.8,57,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,0.0
21.04.2020 21:00,10.0,754.0,765.8,47,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 20:30,11.0,754.0,765.8,44,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 20:00,14.0,754.1,765.8,33,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 19:30,13.0,753.3,765.0,38,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 19:00,14.0,753.3,765.0,33,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 18:30,15.0,753.4,765.0,34,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 18:00,16.0,753.4,765.0,31,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 17:30,17.0,753.5,765.0,27,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 17:00,17.0,753.5,765.0,24,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-4.0
21.04.2020 16:30,17.0,753.5,765.0,27,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 16:00,17.0,753.5,765.0,25,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 15:30,17.0,753.5,765.0,27,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 15:00,17.0,753.5,765.0,25,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 14:30,17.0,753.5,765.0,25,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 14:00,17.0,753.5,765.0,27,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 13:30,16.0,753.4,765.0,27,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 13:00,16.0,753.4,765.0,25,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,-4.0
21.04.2020 12:30,15.0,753.4,765.0,29,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 12:00,16.0,754.2,765.8,29,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 11:30,15.0,754.2,765.8,29,variable wind direction,4,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 11:11,14.0,754.1,765.8,33,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 11:00,13.0,754.1,765.8,36,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 10:30,14.0,754.1,765.8,33,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 10:00,13.0,754.1,765.8,38,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 09:30,13.0,754.1,765.8,36,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 09:00,12.0,754.1,765.8,35,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 08:30,11.0,754.0,765.8,38,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 08:00,10.0,754.8,766.6,43,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 07:30,10.0,754.8,766.6,47,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 07:00,9.0,754.7,766.6,46,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 06:30,7.0,753.8,765.8,57,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 06:11,6.0,754.6,766.6,61,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 06:00,4.0,754.5,766.6,70,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 05:30,6.0,753.8,765.8,49,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,-4.0
21.04.2020 05:00,7.0,753.8,765.8,46,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,-4.0
21.04.2020 04:49,6.0,753.8,765.8,49,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-4.0
21.04.2020 04:30,4.0,753.7,765.8,61,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 04:00,4.0,753.7,765.8,61,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 03:30,4.0,753.7,765.8,61,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,-3.0
21.04.2020 03:00,5.0,753.8,765.8,61,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 02:30,4.0,753.7,765.8,65,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,-2.0
21.04.2020 02:00,5.0,753.8,765.8,66,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 01:30,5.0,753.8,765.8,66,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 01:00,6.0,753.8,765.8,61,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 00:30,6.0,753.8,765.8,61,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,-1.0
21.04.2020 00:00,5.0,753.8,765.8,66,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 23:30,7.0,753.8,765.8,57,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 23:00,7.0,753.8,765.8,61,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,0.0
20.04.2020 22:30,7.0,753.1,765.0,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,0.0
20.04.2020 22:00,7.0,753.1,765.0,57,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 21:30,8.0,753.1,765.0,57,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
20.04.2020 21:00,11.0,753.2,765.0,41,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 20:30,11.0,753.2,765.0,44,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 20:00,11.0,753.2,765.0,47,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
20.04.2020 19:30,11.0,753.2,765.0,44,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 19:00,13.0,752.6,764.3,36,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 18:30,14.0,752.7,764.3,36,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 18:00,15.0,752.7,764.3,29,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,-3.0
20.04.2020 17:30,16.0,752.7,764.3,25,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-4.0
20.04.2020 17:00,16.0,752.7,764.3,27,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-3.0
20.04.2020 16:30,16.0,752.7,764.3,27,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,-3.0
20.04.2020 16:00,16.0,752.7,764.3,29,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 15:30,16.0,752.7,764.3,29,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 15:00,16.0,752.7,764.3,29,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 14:30,16.0,753.4,765.0,29,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 14:00,16.0,753.4,765.0,31,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 13:30,15.0,754.2,765.8,31,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-2.0
20.04.2020 13:00,15.0,754.2,765.8,34,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 12:30,15.0,754.2,765.8,34,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 12:00,14.0,754.1,765.8,36,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
20.04.2020 11:30,14.0,754.9,766.6,33,variable wind direction,3,,,,Few clouds (10-30%) 1440 m,10.0 and more,-2.0
20.04.2020 11:00,14.0,754.9,766.6,36,variable wind direction,3,,,,Scattered clouds (40-50%) 1440 m,10.0 and more,-1.0
20.04.2020 10:30,13.0,754.9,766.6,36,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 1440 m,10.0 and more,-2.0
20.04.2020 10:00,13.0,754.9,766.6,36,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-2.0
