"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
18.04.2020 15:30,21.0,701.4,759.7,46,variable wind direction,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,9.0
18.04.2020 15:00,21.0,702.2,760.5,57,variable wind direction,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,12.0
18.04.2020 14:30,20.0,702.0,760.5,53,Wind blowing from the north-northwest,1,,,,Scattered clouds (40-50%) 1350 m,10.0 and more,10.0
18.04.2020 14:00,19.0,702.4,761.2,56,Wind blowing from the west,2,,,,Scattered clouds (40-50%) 1260 m,10.0 and more,10.0
18.04.2020 13:30,20.0,702.6,761.2,49,Wind blowing from the north-west,1,,,,Scattered clouds (40-50%) 1230 m,10.0 and more,9.0
18.04.2020 13:00,20.0,702.6,761.2,49,variable wind direction,1,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,9.0
18.04.2020 12:30,20.0,702.6,761.2,53,Wind blowing from the south-east,1,,,,Few clouds (10-30%) 1050 m,10.0 and more,10.0
18.04.2020 12:00,19.0,703.2,762.0,56,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
18.04.2020 11:30,18.0,703.0,762.0,64,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0
18.04.2020 11:00,18.0,703.0,762.0,60,variable wind direction,2,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 10:30,16.0,702.6,762.0,68,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 10:00,16.0,702.6,762.0,72,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 09:30,14.0,702.2,762.0,82,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 09:00,13.0,702.0,762.0,82,Wind blowing from the north,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,10.0
18.04.2020 08:30,12.0,701.8,762.0,88,Wind blowing from the north,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,10.0
18.04.2020 08:00,11.0,701.6,762.0,94,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 07:30,11.0,701.6,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 07:00,10.0,701.4,762.0,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 06:30,10.0,701.4,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 06:00,10.0,701.4,762.0,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 05:30,11.0,701.6,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 05:00,11.0,701.6,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 04:30,11.0,701.6,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 04:00,11.0,701.6,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 03:30,11.0,701.6,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 03:00,10.0,701.4,762.0,100,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 02:30,11.0,701.6,762.0,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 02:00,10.0,701.4,762.0,94,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 01:30,9.0,701.2,762.0,100,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 01:00,11.0,702.3,762.8,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 00:30,11.0,702.3,762.8,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 00:00,11.0,701.6,762.0,94,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 23:30,13.0,702.0,762.0,82,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 23:00,12.0,701.8,762.0,88,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 22:30,12.0,701.8,762.0,82,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,9.0
17.04.2020 22:00,13.0,702.0,762.0,77,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,9.0
17.04.2020 21:30,13.0,702.0,762.0,82,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 21:00,13.0,702.0,762.0,82,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
17.04.2020 20:30,13.0,701.3,761.2,82,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
17.04.2020 20:00,14.0,701.5,761.2,77,Wind blowing from the west-southwest,2,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
17.04.2020 19:30,15.0,701.7,761.2,72,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
17.04.2020 19:00,16.0,701.9,761.2,68,Wind blowing from the west,3,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
17.04.2020 18:30,17.0,702.1,761.2,59,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 900 m,10.0 and more,9.0
17.04.2020 18:00,17.0,702.1,761.2,64,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
17.04.2020 17:30,17.0,702.1,761.2,59,Wind blowing from the south-west,4,,,,Scattered clouds (40-50%) 900 m,10.0 and more,9.0
17.04.2020 17:00,18.0,702.3,761.2,64,Wind blowing from the south-southwest,4,,,,Scattered clouds (40-50%) 900 m,10.0 and more,11.0
17.04.2020 16:30,18.0,702.3,761.2,56,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,9.0
17.04.2020 16:00,18.0,702.3,761.2,56,Wind blowing from the south-southwest,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,9.0
17.04.2020 15:30,17.0,702.1,761.2,59,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,9.0
17.04.2020 15:00,18.0,703.0,762.0,60,Wind blowing from the south-southwest,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,10.0
17.04.2020 14:30,18.0,703.0,762.0,56,Wind blowing from the south-west,5,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,9.0
17.04.2020 14:00,18.0,703.0,762.0,60,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,10.0
17.04.2020 13:30,17.0,702.8,762.0,64,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,10.0
17.04.2020 13:00,17.0,702.8,762.0,68,Wind blowing from the south,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,11.0
17.04.2020 12:30,15.0,702.4,762.0,72,Wind blowing from the south-southwest,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1350 m",10.0 and more,10.0
17.04.2020 12:00,15.0,702.4,762.0,72,Wind blowing from the south-southwest,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1350 m",10.0 and more,10.0
17.04.2020 11:30,16.0,702.6,762.0,68,Wind blowing from the south-west,5,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,10.0
17.04.2020 11:00,16.0,702.6,762.0,68,Wind blowing from the south,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,10.0
17.04.2020 10:30,16.0,702.6,762.0,72,Wind blowing from the south,3,,,,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1050 m",10.0 and more,11.0
17.04.2020 10:00,15.0,702.4,762.0,77,Wind blowing from the south-southeast,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,11.0
17.04.2020 09:30,16.0,702.6,762.0,77,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12.0
17.04.2020 09:00,15.0,702.4,762.0,77,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,11.0
17.04.2020 08:30,13.0,702.0,762.0,88,Wind blowing from the east-southeast,2,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,11.0
17.04.2020 08:00,12.0,701.8,762.0,94,variable wind direction,1,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,11.0
17.04.2020 07:30,12.0,701.8,762.0,94,variable wind direction,1,,Light rain,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,11.0
17.04.2020 07:00,11.0,701.6,762.0,94,Wind blowing from the east,1,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1500 m",10.0 and more,10.0
17.04.2020 06:30,11.0,700.9,761.2,94,Wind blowing from the east-northeast,1,,,,Scattered clouds (40-50%) 600 m,10.0 and more,10.0
17.04.2020 06:00,11.0,700.9,761.2,94,Wind blowing from the east,1,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
17.04.2020 05:30,11.0,700.9,761.2,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 05:00,10.0,700.7,761.2,94,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0
17.04.2020 04:30,11.0,700.9,761.2,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 04:00,12.0,701.8,762.0,88,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 03:30,12.0,701.8,762.0,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,10.0
17.04.2020 03:00,12.0,701.1,761.2,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,11.0
17.04.2020 02:30,12.0,701.1,761.2,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,11.0
17.04.2020 02:00,12.0,701.8,762.0,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,11.0
17.04.2020 01:30,13.0,702.0,762.0,88,Wind blowing from the south,3,,,,"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1500 m",10.0 and more,11.0
17.04.2020 01:00,13.0,702.0,762.0,94,Wind blowing from the south-southwest,3,,,,Overcast (100%) 990 m,10.0 and more,12.0
17.04.2020 00:30,13.0,702.0,762.0,94,Wind blowing from the south-southwest,3,,,,"Broken clouds (60-90%) 1170 m, overcast (100%) 1410 m",10.0 and more,12.0
17.04.2020 00:00,13.0,702.0,762.0,94,Wind blowing from the south-southwest,4,,,,Broken clouds (60-90%) 1500 m,10.0 and more,12.0
16.04.2020 23:30,13.0,702.0,762.0,94,Wind blowing from the south-southwest,3,,,,"Scattered clouds (40-50%) 1080 m, scattered clouds (40-50%) 1440 m, broken clouds (60-90%) 1740 m",8,12.0
16.04.2020 23:00,14.0,702.2,762.0,88,Wind blowing from the south-southwest,2,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 1500 m",10.0 and more,12.0
16.04.2020 22:30,13.0,702.0,762.0,100,variable wind direction,1,,,,"Few clouds (10-30%) 1290 m, scattered clouds (40-50%) 1740 m",10.0 and more,13.0
16.04.2020 22:00,13.0,702.0,762.0,100,Wind blowing from the south-southwest,2,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,13.0
16.04.2020 21:30,13.0,701.3,761.2,100,Wind blowing from the south-southwest,2,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 750 m",10.0 and more,13.0
16.04.2020 21:00,14.0,701.5,761.2,94,Wind blowing from the south,2,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 750 m",10.0 and more,13.0
16.04.2020 20:30,14.0,701.5,761.2,94,Wind blowing from the south-southwest,2,,,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1410 m",6,13.0
16.04.2020 20:00,14.0,700.8,760.5,94,Wind blowing from the south-west,2,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1410 m",8,13.0
16.04.2020 19:30,14.0,700.8,760.5,94,Wind blowing from the south-southwest,6,,Light rain,,"Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 1350 m",8,13.0
16.04.2020 19:00,14.0,700.8,760.5,94,Wind blowing from the south-southwest,4,,Rain,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",4.5,13.0
16.04.2020 18:30,14.0,700.8,760.5,94,Wind blowing from the west-southwest,4,,Rain,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1350 m",9,13.0
16.04.2020 18:00,14.0,700.8,760.5,94,Wind blowing from the west-southwest,4,,Rain,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",9,13.0
16.04.2020 17:41,14.0,700.1,759.7,94,Wind blowing from the west-southwest,5,,Light rain,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",9,13.0
16.04.2020 17:30,14.0,700.1,759.7,94,Wind blowing from the west-southwest,5,,,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,13.0
16.04.2020 17:16,14.0,700.1,759.7,94,Wind blowing from the west-southwest,5,,Light rain,,"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1350 m",9,13.0
16.04.2020 17:07,14.0,700.1,759.7,94,Wind blowing from the west-southwest,5,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1380 m",9,13.0
16.04.2020 17:00,14.0,700.1,759.7,94,Wind blowing from the west-southwest,6,,Rain,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1290 m",7,13.0
16.04.2020 16:47,14.0,700.8,760.5,88,Wind blowing from the west-southwest,6,,Rain,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1350 m",10.0 and more,12.0
16.04.2020 16:30,14.0,700.1,759.7,88,Wind blowing from the west,5,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1350 m",10.0 and more,12.0
16.04.2020 16:12,14.0,700.1,759.7,94,Wind blowing from the west,6,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,13.0
16.04.2020 16:00,15.0,700.3,759.7,88,Wind blowing from the west,7,,Light rain,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,13.0
16.04.2020 15:38,18.0,700.9,759.7,64,Wind blowing from the south-southwest,5,,Light rain,,Broken clouds (60-90%) 1260 m,10.0 and more,11.0
16.04.2020 15:30,18.0,700.9,759.7,64,Wind blowing from the south,5,,,,Broken clouds (60-90%) 1260 m,10.0 and more,11.0
16.04.2020 15:00,18.0,700.9,759.7,64,Wind blowing from the south-southeast,7,13,,,Broken clouds (60-90%) 1200 m,10.0 and more,11.0
16.04.2020 14:30,18.0,700.9,759.7,60,Wind blowing from the south-southeast,7,,,,"Scattered clouds (40-50%) 1320 m, broken clouds (60-90%) 1500 m",10.0 and more,10.0
16.04.2020 14:00,18.0,700.9,759.7,60,Wind blowing from the south,8,,,,"Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 1500 m",10.0 and more,10.0
16.04.2020 13:30,18.0,701.6,760.5,60,Wind blowing from the south-southeast,7,,,,Scattered clouds (40-50%) 1350 m,10.0 and more,10.0
16.04.2020 13:00,18.0,702.3,761.2,64,Wind blowing from the south-east,7,,,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1440 m",10.0 and more,11.0
16.04.2020 12:30,17.0,702.1,761.2,64,Wind blowing from the east-southeast,6,,,,"Scattered clouds (40-50%) 1230 m, broken clouds (60-90%) 1500 m",10.0 and more,10.0
16.04.2020 12:00,16.0,701.9,761.2,72,Wind blowing from the south-east,6,,,,"Scattered clouds (40-50%) 1260 m, broken clouds (60-90%) 1620 m",10.0 and more,11.0
16.04.2020 11:30,16.0,702.6,762.0,77,Wind blowing from the east-southeast,5,,,,"Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 1650 m",10.0 and more,12.0
16.04.2020 11:00,14.0,702.2,762.0,77,Wind blowing from the south-east,5,,,,Broken clouds (60-90%) 1200 m,10.0 and more,10.0
16.04.2020 10:30,14.0,702.2,762.0,77,Wind blowing from the south-east,5,,,,"Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 1500 m",10.0 and more,10.0
16.04.2020 10:00,14.0,702.2,762.0,77,Wind blowing from the south-east,5,,,,Scattered clouds (40-50%) 1620 m,10.0 and more,10.0
16.04.2020 09:30,14.0,702.2,762.0,77,Wind blowing from the east-southeast,4,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,10.0
16.04.2020 09:00,14.0,702.2,762.0,82,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 300 m,10.0 and more,11.0
16.04.2020 08:30,12.0,702.5,762.8,88,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 1680 m,10.0 and more,10.0
16.04.2020 08:00,11.0,702.3,762.8,94,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,10.0
16.04.2020 07:30,11.0,702.3,762.8,94,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,10.0
16.04.2020 07:00,10.0,701.4,762.0,100,Wind blowing from the east,3,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
16.04.2020 06:30,10.0,702.1,762.8,94,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,9.0
16.04.2020 06:00,10.0,702.1,762.8,94,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 1740 m,10.0 and more,9.0
16.04.2020 05:30,10.0,702.1,762.8,100,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,10.0
16.04.2020 05:00,11.0,702.3,762.8,88,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 1410 m,10.0 and more,9.0
16.04.2020 04:30,11.0,702.3,762.8,88,Wind blowing from the south-east,4,,,,"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1350 m, broken clouds (60-90%) 1500 m",10.0 and more,9.0
16.04.2020 04:00,11.0,702.3,762.8,94,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 1290 m, broken clouds (60-90%) 1710 m",10.0 and more,10.0
16.04.2020 03:30,11.0,702.3,762.8,94,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%) 1440 m",10.0 and more,10.0
16.04.2020 03:00,11.0,702.3,762.8,94,Wind blowing from the south-southeast,3,,,,Broken clouds (60-90%) 1350 m,10.0 and more,10.0
16.04.2020 02:30,11.0,702.3,762.8,88,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 930 m,10.0 and more,9.0
16.04.2020 02:00,11.0,702.3,762.8,88,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 1350 m,10.0 and more,9.0
16.04.2020 01:30,11.0,702.3,762.8,88,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
16.04.2020 01:00,12.0,702.5,762.8,88,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 750 m,10.0 and more,10.0
16.04.2020 00:30,12.0,702.5,762.8,88,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 1380 m, broken clouds (60-90%) 1500 m",10.0 and more,10.0
16.04.2020 00:00,13.0,702.7,762.8,82,Wind blowing from the south-southeast,4,,,,Broken clouds (60-90%) 1740 m,10.0 and more,10.0
15.04.2020 23:30,13.0,702.7,762.8,82,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,10.0
15.04.2020 23:00,13.0,702.7,762.8,82,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,10.0
15.04.2020 22:30,13.0,702.0,762.0,82,Wind blowing from the south,4,,,,Few clouds (10-30%) 1500 m,10.0 and more,10.0
15.04.2020 22:00,13.0,702.0,762.0,88,Wind blowing from the south,5,,,,Few clouds (10-30%) 1650 m,10.0 and more,11.0
15.04.2020 21:30,14.0,702.2,762.0,82,Wind blowing from the south,5,,,,Few clouds (10-30%) 1650 m,10.0 and more,11.0
15.04.2020 21:00,13.0,701.3,761.2,88,Wind blowing from the south,3,,,,Broken clouds (60-90%) 1470 m,10.0 and more,11.0
15.04.2020 20:30,13.0,701.3,761.2,88,Wind blowing from the south-east,3,,Light rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1110 m",10.0 and more,11.0
15.04.2020 20:21,13.0,701.3,761.2,88,Wind blowing from the south-southeast,3,,Rain,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1110 m",6,11.0
15.04.2020 20:00,13.0,700.6,760.5,88,Wind blowing from the east-southeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1500 m",10.0 and more,11.0
15.04.2020 19:30,13.0,700.6,760.5,88,Wind blowing from the east-southeast,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1500 m",10.0 and more,11.0
15.04.2020 19:00,14.0,700.8,760.5,77,Wind blowing from the south-east,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 1710 m",10.0 and more,10.0
15.04.2020 18:30,14.0,700.8,760.5,77,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 1710 m",10.0 and more,10.0
15.04.2020 18:00,14.0,700.1,759.7,77,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 450 m,10.0 and more,10.0
15.04.2020 17:30,14.0,700.1,759.7,82,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 450 m,10.0 and more,11.0
15.04.2020 17:00,13.0,699.9,759.7,88,Wind blowing from the south-east,6,13,,"Shower(s), rain","Scattered clouds (40-50%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1200 m",10.0 and more,11.0
15.04.2020 16:50,13.0,699.9,759.7,94,Wind blowing from the south-east,6,13,,"Shower(s), rain","Scattered clouds (40-50%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1200 m",10.0 and more,12.0
15.04.2020 16:30,13.0,699.9,759.7,94,Wind blowing from the south-east,4,,"In the vicinity thunderstorm, heavy shower(s), rain",,"Scattered clouds (40-50%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1200 m",2,12.0
15.04.2020 16:12,15.0,700.3,759.7,72,Wind blowing from the south-east,7,,"Thunderstorm, shower(s), rain",,"Broken clouds (60-90%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1050 m",3,10.0
15.04.2020 16:00,15.0,700.3,759.7,68,Wind blowing from the south-southeast,7,,"In the vicinity thunderstorm, in the vicinity shower(s)",,"Scattered clouds (40-50%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1050 m",10.0 and more,9.0
