# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"19.03.2020 05:20";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Drizzle";"";"Broken clouds (60-90%) 120 m, overcast (100%) 720 m";"2.8";"4.0";
"19.03.2020 04:50";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Drizzle";"";"Broken clouds (60-90%) 120 m, overcast (100%) 810 m";"2.5";"4.0";
"19.03.2020 04:20";"4.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"8";"";"Drizzle";"";"Scattered clouds (40-50%) 120 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 660 m";"2.7";"4.0";
"19.03.2020 03:50";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Drizzle";"Rain";"Broken clouds (60-90%) 120 m, overcast (100%) 660 m";"2.3";"5.0";
"19.03.2020 03:20";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Rain, drizzle";"";"Broken clouds (60-90%) 90 m, overcast (100%) 960 m";"2.2";"5.0";
"19.03.2020 02:50";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Light drizzle";"Drizzle";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 270 m, overcast (100%) 900 m";"3.5";"5.0";
"19.03.2020 02:20";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Drizzle";"";"Broken clouds (60-90%) 90 m, overcast (100%) 750 m";"2.4";"5.0";
"19.03.2020 01:50";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Drizzle";"";"Broken clouds (60-90%) 120 m, overcast (100%) 810 m";"2.5";"5.0";
"19.03.2020 01:20";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Light drizzle";"Drizzle";"Scattered clouds (40-50%) 120 m, overcast (100%) 870 m";"3.9";"5.0";
"19.03.2020 00:50";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Drizzle";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 810 m, broken clouds (60-90%) 960 m";"2.9";"5.0";
"19.03.2020 00:20";"5.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Light rain";"Drizzle";"Broken clouds (60-90%) 750 m, overcast (100%) 1050 m";"2.5";"5.0";
"18.03.2020 23:50";"6.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"6";"";"Light drizzle";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 300 m, overcast (100%) 720 m";"3.5";"6.0";
"18.03.2020 23:20";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"6";"";"Light rain";"";"Broken clouds (60-90%) 150 m, overcast (100%) 690 m";"7.0";"7.0";
"18.03.2020 22:50";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"5";"";"";"";"Broken clouds (60-90%) 120 m, overcast (100%) 660 m";"10.0 and more";"7.0";
"18.03.2020 22:20";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"5";"";"";"";"Few clouds (10-30%) 210 m, overcast (100%) 600 m";"10.0 and more";"7.0";
"18.03.2020 21:50";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"5";"";"Light rain";"";"Scattered clouds (40-50%) 150 m, overcast (100%) 540 m";"10.0 and more";"7.0";
"18.03.2020 21:20";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"5";"";"Light rain";"Rain, drizzle";"Broken clouds (60-90%) 120 m, broken clouds (60-90%) 210 m, overcast (100%) 510 m";"7.0";"7.0";
"18.03.2020 20:50";"7.0";"762.6";"768.9";"100";"Wind blowing from the east-northeast";"4";"";"Drizzle";"";"Broken clouds (60-90%) 90 m, overcast (100%) 390 m";"2.8";"7.0";
"18.03.2020 20:20";"7.0";"762.6";"768.9";"100";"Wind blowing from the east";"3";"";"Drizzle";"";"Broken clouds (60-90%) 90 m, overcast (100%) 210 m";"1.9";"7.0";
"18.03.2020 19:50";"8.0";"762.7";"768.9";"100";"Wind blowing from the east";"4";"";"Light rain";"";"Overcast (100%) 90 m";"10.0 and more";"8.0";
"18.03.2020 19:20";"8.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 270 m, overcast (100%) 840 m";"10.0 and more";"8.0";
"18.03.2020 18:50";"8.0";"761.9";"768.1";"100";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 120 m, overcast (100%) 960 m";"10.0 and more";"8.0";
"18.03.2020 18:20";"9.0";"761.9";"768.1";"94";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 150 m, overcast (100%) 930 m";"10.0 and more";"8.0";
"18.03.2020 17:50";"9.0";"761.1";"767.3";"94";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 150 m, overcast (100%) 930 m";"10.0 and more";"8.0";
"18.03.2020 17:20";"10.0";"761.1";"767.3";"94";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 540 m, overcast (100%) 750 m";"10.0 and more";"9.0";
"18.03.2020 16:50";"10.0";"761.1";"767.3";"94";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 420 m, overcast (100%) 660 m";"10.0 and more";"9.0";
"18.03.2020 16:20";"10.0";"761.1";"767.3";"94";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 390 m, overcast (100%) 630 m";"10.0 and more";"9.0";
"18.03.2020 15:50";"10.0";"761.1";"767.3";"100";"Wind blowing from the west";"5";"";"Light drizzle";"";"Scattered clouds (40-50%) 180 m, overcast (100%) 390 m";"8.0";"10.0";
"18.03.2020 15:20";"10.0";"761.1";"767.3";"100";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 180 m, overcast (100%) 390 m";"10.0 and more";"10.0";
"18.03.2020 14:50";"11.0";"761.1";"767.3";"94";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 600 m";"10.0 and more";"10.0";
"18.03.2020 14:20";"11.0";"761.1";"767.3";"100";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 60 m, overcast (100%) 570 m";"10.0 and more";"11.0";
"18.03.2020 13:50";"11.0";"761.1";"767.3";"100";"Wind blowing from the west";"5";"";"Light rain";"";"Overcast (100%) 60 m";"9.0";"11.0";
"18.03.2020 13:20";"11.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"3";"";"Light rain";"Rain, drizzle";"Overcast (100%) 60 m";"6.0";"11.0";
"18.03.2020 12:50";"11.0";"761.9";"768.1";"100";"variable wind direction";"2";"";"Rain, drizzle";"";"Scattered clouds (40-50%) 120 m, overcast (100%) 210 m";"2.2";"11.0";
"18.03.2020 12:20";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"2";"";"";"Rain, drizzle";"Few clouds (10-30%) 120 m, overcast (100%) 210 m";"10.0 and more";"10.0";
"18.03.2020 11:50";"11.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"3";"";"Rain, drizzle";"";"Broken clouds (60-90%) 30 m, overcast (100%) 330 m";"2.5";"10.0";
"18.03.2020 11:20";"11.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"4";"";"Mist";"Rain, drizzle";"Broken clouds (60-90%) 90 m, overcast (100%) 300 m";"4.9";"10.0";
"18.03.2020 10:50";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"3";"";"Rain, drizzle";"";"Broken clouds (60-90%) 210 m, overcast (100%) 450 m";"3.4";"10.0";
"18.03.2020 10:20";"11.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"3";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"10.0";
"18.03.2020 09:50";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"4";"";"Light rain";"";"Overcast (100%) 390 m";"10.0 and more";"10.0";
"18.03.2020 09:20";"10.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"9.0";
"18.03.2020 08:50";"10.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"9.0";
"18.03.2020 08:20";"10.0";"761.9";"768.1";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"9.0";
"18.03.2020 07:50";"10.0";"761.1";"767.3";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"9.0";
"18.03.2020 07:20";"10.0";"761.1";"767.3";"94";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"9.0";
"18.03.2020 06:50";"10.0";"761.1";"767.3";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"9.0";
"18.03.2020 06:20";"10.0";"761.1";"767.3";"100";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"10.0";
"18.03.2020 05:50";"10.0";"761.1";"767.3";"100";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 450 m";"10.0 and more";"10.0";
"18.03.2020 05:20";"10.0";"761.1";"767.3";"100";"Wind blowing from the west-southwest";"6";"";"Light rain";"Drizzle";"Overcast (100%) 270 m";"10.0 and more";"10.0";
"18.03.2020 04:50";"10.0";"761.1";"767.3";"100";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"10.0";
"18.03.2020 04:20";"11.0";"761.1";"767.3";"94";"Wind blowing from the west-southwest";"7";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"10.0";
"18.03.2020 03:50";"11.0";"761.1";"767.3";"94";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 1080 m";"10.0 and more";"10.0";
"18.03.2020 03:20";"10.0";"761.1";"767.3";"100";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 1080 m";"10.0 and more";"10.0";
"18.03.2020 02:50";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 240 m";"10.0 and more";"10.0";
"18.03.2020 02:20";"11.0";"761.9";"768.1";"94";"Wind blowing from the west-southwest";"7";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"10.0";
"18.03.2020 01:50";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 330 m, overcast (100%) 480 m";"10.0 and more";"10.0";
"18.03.2020 01:20";"10.0";"761.9";"768.1";"100";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"10.0";
"18.03.2020 00:50";"10.0";"761.9";"768.1";"100";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"10.0";
"18.03.2020 00:20";"10.0";"762.7";"768.9";"94";"Wind blowing from the west-southwest";"3";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"9.0";
"17.03.2020 23:50";"10.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"9.0";
"17.03.2020 23:20";"10.0";"762.7";"768.9";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 270 m";"10.0 and more";"9.0";
"17.03.2020 22:50";"10.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"9.0";
"17.03.2020 22:20";"10.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"5";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"9.0";
"17.03.2020 21:50";"11.0";"762.7";"768.9";"88";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"9.0";
"17.03.2020 21:20";"11.0";"762.7";"768.9";"88";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"9.0";
"17.03.2020 20:50";"11.0";"762.7";"768.9";"88";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"9.0";
"17.03.2020 20:20";"11.0";"762.7";"768.9";"88";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"9.0";
"17.03.2020 19:50";"11.0";"762.7";"768.9";"88";"Wind blowing from the south-west";"5";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"9.0";
"17.03.2020 19:20";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"10.0";
"17.03.2020 18:50";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 450 m, overcast (100%) 570 m";"10.0 and more";"10.0";
"17.03.2020 18:20";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-southwest";"5";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 570 m";"10.0 and more";"10.0";
"17.03.2020 17:50";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"10.0";
"17.03.2020 17:20";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"4";"";"Light rain";"";"Broken clouds (60-90%) 390 m, overcast (100%) 540 m";"10.0 and more";"10.0";
"17.03.2020 16:50";"11.0";"762.7";"768.9";"94";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 510 m";"10.0 and more";"10.0";
"17.03.2020 16:20";"11.0";"763.4";"769.6";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 540 m";"10.0 and more";"10.0";
"17.03.2020 15:50";"11.0";"763.4";"769.6";"94";"Wind blowing from the west-southwest";"4";"";"In the vicinity shower(s)";"";"Overcast (100%) 390 m";"10.0 and more";"10.0";
"17.03.2020 15:20";"12.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"7";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"10.0";
"17.03.2020 14:50";"12.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 1320 m";"10.0 and more";"10.0";
"17.03.2020 14:20";"11.0";"763.4";"769.6";"94";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"10.0";
"17.03.2020 13:50";"11.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"9.0";
"17.03.2020 13:20";"11.0";"763.4";"769.6";"94";"Wind blowing from the south-west";"4";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 930 m";"10.0 and more";"10.0";
"17.03.2020 12:50";"11.0";"764.2";"770.4";"88";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"9.0";
"17.03.2020 12:20";"11.0";"764.2";"770.4";"88";"Wind blowing from the south-west";"2";"";"";"";"Broken clouds (60-90%) 570 m, overcast (100%) 690 m";"10.0 and more";"9.0";
"17.03.2020 11:50";"11.0";"764.2";"770.4";"88";"Wind blowing from the south-southwest";"3";"";"";"";"Overcast (100%) 600 m";"10.0 and more";"9.0";
"17.03.2020 11:20";"10.0";"764.2";"770.4";"94";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"9.0";
"17.03.2020 10:50";"10.0";"764.2";"770.4";"94";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"9.0";
"17.03.2020 10:20";"10.0";"764.2";"770.4";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"9.0";
"17.03.2020 09:50";"10.0";"764.2";"770.4";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"8.0";
"17.03.2020 09:20";"10.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"3";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"8.0";
"17.03.2020 08:50";"10.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"3";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"8.0";
"17.03.2020 08:20";"10.0";"763.4";"769.6";"88";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"8.0";
"17.03.2020 07:50";"9.0";"763.4";"769.6";"94";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"8.0";
"17.03.2020 07:20";"9.0";"763.4";"769.6";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"7.0";
"17.03.2020 06:50";"9.0";"763.4";"769.6";"87";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"7.0";
"17.03.2020 06:20";"9.0";"762.7";"768.9";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"7.0";
"17.03.2020 05:50";"8.0";"762.7";"768.9";"93";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"7.0";
"17.03.2020 05:20";"8.0";"762.7";"768.9";"93";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"7.0";
"17.03.2020 04:50";"8.0";"762.7";"768.9";"93";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"7.0";
"17.03.2020 04:20";"8.0";"762.7";"768.9";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"6.0";
"17.03.2020 03:50";"8.0";"762.7";"768.9";"87";"Wind blowing from the west-southwest";"4";"";"Light rain";"";"Overcast (100%) 510 m";"10.0 and more";"6.0";
"17.03.2020 03:20";"8.0";"762.7";"768.9";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 660 m, overcast (100%) 990 m";"10.0 and more";"6.0";
"17.03.2020 02:50";"8.0";"762.7";"768.9";"82";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 930 m";"10.0 and more";"5.0";
"17.03.2020 02:20";"8.0";"762.7";"768.9";"82";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 930 m, overcast (100%) 1170 m";"10.0 and more";"5.0";
"17.03.2020 01:50";"8.0";"762.7";"768.9";"82";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 1050 m";"10.0 and more";"5.0";
"17.03.2020 01:20";"8.0";"762.7";"768.9";"82";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 1260 m";"10.0 and more";"5.0";
"17.03.2020 00:50";"8.0";"762.7";"768.9";"82";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 930 m";"10.0 and more";"5.0";
"17.03.2020 00:20";"8.0";"762.7";"768.9";"76";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 900 m";"10.0 and more";"4.0";
"16.03.2020 23:50";"8.0";"762.7";"768.9";"76";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 990 m, broken clouds (60-90%) 1440 m";"10.0 and more";"4.0";
"16.03.2020 23:20";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"4.0";
"16.03.2020 22:50";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"4.0";
"16.03.2020 22:20";"7.0";"762.6";"768.9";"87";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.03.2020 21:50";"7.0";"762.6";"768.9";"87";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"16.03.2020 21:20";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 20:50";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 20:20";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 19:50";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 19:20";"7.0";"762.6";"768.9";"81";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 18:50";"7.0";"761.9";"768.1";"81";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 18:20";"7.0";"761.9";"768.1";"81";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 17:50";"8.0";"761.9";"768.1";"76";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 17:20";"8.0";"761.9";"768.1";"76";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 16:50";"9.0";"761.1";"767.3";"66";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.03.2020 16:20";"9.0";"761.1";"767.3";"71";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"16.03.2020 15:50";"9.0";"761.1";"767.3";"66";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.03.2020 15:20";"9.0";"761.1";"767.3";"62";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"16.03.2020 14:50";"9.0";"761.1";"767.3";"66";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.03.2020 14:20";"9.0";"761.1";"767.3";"66";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"16.03.2020 13:50";"9.0";"761.1";"767.3";"66";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
