"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.04.2020 23:00,11.1,763.7,763.9,-0.2,66,Wind blowing from the east,7,,,, ,,,,,,,,,,,4.9,,,,,,
04.04.2020 22:00,9.4,763.8,764.0,-0.1,68,Wind blowing from the east,3,,,, ,,,,,,,,,,,3.8,,,,,,
04.04.2020 21:00,9.0,763.9,764.1,-0.2,68,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,3.4,,,,,,
04.04.2020 20:00,8.9,763.9,764.2,-0.3,69,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,3.5,,,,,,
04.04.2020 19:00,9.5,763.9,764.2,-0.7,69,Wind blowing from the east,3,,,, ,,,,,,,,,,,4.1,,,,,,
04.04.2020 18:00,10.8,764.1,764.2,-0.9,66,Wind blowing from the east-southeast,4,,,, ,,,,12.0,,,,,,,4.7,No precipitation,12,,,,
04.04.2020 17:00,11.5,764.2,764.4,-1.2,57,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,3.3,,,,,,
04.04.2020 16:00,11.3,764.6,764.8,-1.1,60,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,3.8,,,,,,
04.04.2020 15:00,11.7,765.0,765.1,-0.9,63,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,4.9,,,,,,
04.04.2020 14:00,11.7,765.4,765.7,-0.8,66,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,5.6,,,,,,
04.04.2020 13:00,11.0,765.7,765.9,-0.7,79,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,7.4,,,,,,
04.04.2020 12:00,10.9,765.9,766.0,-0.4,80,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,7.6,No precipitation,6,,,,
04.04.2020 11:00,9.6,766.2,766.4,0.2,89,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,7.9,,,,,,
04.04.2020 10:00,8.3,766.4,766.6,0.6,95,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,7.5,,,,,,
04.04.2020 09:00,7.9,766.3,766.5,0.7,98,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,7.6,,,,,,
04.04.2020 08:00,7.4,766.0,766.3,0.6,98,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,7.1,,,,,,
04.04.2020 07:00,7.3,765.8,766.0,0.4,97,Wind blowing from the south,3,,,, ,,,,,,,,,,,6.9,,,,,,
04.04.2020 06:00,7.8,765.6,765.7,0.3,98,Wind blowing from the south-southwest,3,,,, ,,,1.3,,,,,,,,7.5,No precipitation,12,,,,
04.04.2020 05:00,7.7,765.4,765.5,0.0,99,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,7.5,,,,,,
04.04.2020 04:00,7.5,765.4,765.5,0.0,99,Wind blowing from the east,1,,,, ,,,,,,,,,,,7.3,,,,,,
04.04.2020 03:00,5.1,765.3,765.5,0.2,99,Wind blowing from the east,1,,,, ,,,,,,,,,,,4.9,,,,,,
04.04.2020 02:00,2.0,765.4,765.6,0.4,97,Wind blowing from the east,2,,,, ,,,,,,,,,,,1.6,,,,,,
04.04.2020 01:00,2.0,765.4,765.5,0.6,95,Wind blowing from the east,1,,,, ,,,,,,,,,,,1.3,,,,,,
04.04.2020 00:00,9.6,763.6,763.9,-1.2,81,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
03.04.2020 23:00,4.9,765.0,765.2,0.4,93,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,3.9,,,,,,
03.04.2020 22:00,6.2,764.8,765.0,0.6,92,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,5.0,,,,,,
03.04.2020 21:00,6.6,764.8,764.9,0.8,90,Wind blowing from the south,2,,,, ,,,,,,,,,,,5.0,,,,,,
03.04.2020 20:00,7.2,764.6,764.8,0.7,89,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,5.5,,,,,,
03.04.2020 19:00,8.3,764.2,764.4,0.3,83,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,5.6,,,,,,
03.04.2020 18:00,10.4,764.0,764.2,0.2,74,Wind blowing from the south-west,4,,,, ,,,,13.2,,,,,,,5.9,No precipitation,12,,,,
03.04.2020 17:00,10.2,763.9,764.1,0.0,75,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,6.0,,,,,,
03.04.2020 16:00,11.1,763.9,764.0,0.1,77,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,7.2,,,,,,
03.04.2020 15:00,11.3,763.8,763.9,0.0,81,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,8.2,,,,,,
03.04.2020 14:00,11.5,763.9,764.0,0.0,74,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,6.9,,,,,,
03.04.2020 13:00,12.5,763.8,764.0,0.1,68,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,6.6,,,,,,
03.04.2020 12:00,12.2,763.8,763.9,0.2,50,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,2.0,No precipitation,6,,,,
03.04.2020 11:00,11.4,763.9,764.1,0.8,56,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,2.9,,,,,,
03.04.2020 10:00,10.6,763.7,763.9,0.8,61,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,3.4,,,,,,
03.04.2020 09:00,9.8,763.6,763.7,1.1,63,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,3.1,,,,,,
03.04.2020 08:00,9.2,763.1,763.3,0.8,85,Wind blowing from the west,1,,,, ,,,,,,,,,,,6.8,,,,,,
03.04.2020 07:00,8.2,762.9,763.0,1.0,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,6.9,,,,,,
03.04.2020 06:00,7.2,762.5,762.7,0.6,90,Wind blowing from the north-west,1,,,, ,,,4.3,,,,,,,,5.7,No precipitation,12,,,,
03.04.2020 05:00,7.3,762.3,762.4,0.5,87,Wind blowing from the north,2,,,, ,,,,,,,,,,,5.3,,,,,,
03.04.2020 04:00,7.5,761.9,762.1,0.2,86,Wind blowing from the north,2,,,, ,,,,,,,,,,,5.3,,,,,,
03.04.2020 03:00,6.4,761.9,762.1,0.2,94,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,5.5,,,,,,
03.04.2020 02:00,6.1,761.8,762.0,0.1,86,Wind blowing from the north,2,,,, ,,,,,,,,,,,3.9,,,,,,
03.04.2020 01:00,7.5,761.7,761.9,0.1,85,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.1,,,,,,
03.04.2020 00:00,4.1,765.1,765.3,3.6,95,Wind blowing from the east,2,,,, ,,,,,,,,,,,3.3,No precipitation,6,,,,
02.04.2020 23:00,8.2,761.7,761.8,0.5,84,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,5.7,,,,,,
02.04.2020 22:00,6.0,761.6,761.8,0.8,88,Wind blowing from the west,3,,,, ,,,,,,,,,,,4.2,,,,,,
02.04.2020 21:00,8.4,761.5,761.7,0.9,82,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.5,,,,,,
02.04.2020 20:00,8.7,761.2,761.4,0.6,78,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.1,,,,,,
02.04.2020 19:00,10.3,760.8,761.0,0.3,70,Wind blowing from the west,5,,,, ,,,,,,,,,,,5.1,,,,,,
02.04.2020 18:00,11.9,760.6,760.8,-0.3,67,Wind blowing from the west,4,,,, ,,,,14.0,,,,,,,5.8,No precipitation,12,,,,
02.04.2020 17:00,12.6,760.6,760.7,-0.6,61,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,5.1,,,,,,
02.04.2020 16:00,13.2,760.5,760.7,-1.1,57,Wind blowing from the west,7,,,, ,,,,,,,,,,,4.8,,,,,,
02.04.2020 15:00,11.7,760.9,761.1,-1.1,74,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,7.1,,,,,,
02.04.2020 14:00,11.2,761.2,761.4,-1.2,74,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,6.6,,,,,,
02.04.2020 13:00,10.9,761.6,761.8,-1.1,75,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,6.6,,,,,,
02.04.2020 12:00,8.9,762.0,762.1,-1.0,81,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,5.7,No precipitation,6,,,,
02.04.2020 11:00,10.2,762.4,762.5,-0.6,76,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,6.1,,,,,,
02.04.2020 10:00,9.1,762.7,762.9,-0.5,76,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,5.0,,,,,,
02.04.2020 09:00,7.6,763.0,763.1,-0.1,80,Wind blowing from the west,3,,,, ,,,,,,,,,,,4.4,,,,,,
02.04.2020 08:00,6.9,763.0,763.2,-0.2,78,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,3.2,,,,,,
02.04.2020 07:00,6.6,763.2,763.3,-0.3,72,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,1.8,,,,,,
02.04.2020 06:00,6.3,763.1,763.3,-0.5,68,Wind blowing from the west-northwest,3,,,, ,,,5.5,,,,,,,,0.7,No precipitation,12,,,,
02.04.2020 05:00,6.2,763.2,763.3,-0.8,69,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,0.8,,,,,,
02.04.2020 04:00,6.0,763.5,763.6,-0.8,72,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,1.3,,,,,,
02.04.2020 03:00,5.8,763.6,763.9,-0.9,74,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,1.5,,,,,,
02.04.2020 02:00,6.0,764.0,764.2,-0.8,70,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,0.9,,,,,,
02.04.2020 01:00,5.6,764.3,764.5,-0.8,73,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,1.1,,,,,,
02.04.2020 00:00,6.0,764.5,764.7,-0.6,69,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,0.6,No precipitation,6,,,,
01.04.2020 23:00,6.5,764.8,765.0,-0.5,64,Wind blowing from the north,1,,,, ,,,,,,,,,,,0.2,,,,,,
01.04.2020 22:00,6.6,765.1,765.3,-0.1,65,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,0.4,,,,,,
01.04.2020 21:00,7.1,765.1,765.3,-0.2,61,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,-0.1,,,,,,
01.04.2020 20:00,7.3,765.3,765.5,-0.2,59,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-0.3,,,,,,
01.04.2020 19:00,7.5,765.2,765.4,-0.5,58,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,-0.3,,,,,,
01.04.2020 18:00,7.7,765.3,765.4,-0.7,56,Wind blowing from the north-northwest,4,,,, ,,,,10.7,,,,,,,-0.6,No precipitation,12,,,,
01.04.2020 17:00,8.8,765.5,765.7,-0.8,52,Wind blowing from the north,4,,,, ,,,,,,,,,,,-0.6,,,,,,
01.04.2020 16:00,8.1,765.7,765.8,-1.0,70,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,2.9,,,,,,
01.04.2020 15:00,8.7,766.0,766.2,-1.2,61,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,1.6,,,,,,
01.04.2020 14:00,9.6,766.3,766.5,-1.5,63,Wind blowing from the south,5,,,, ,,,,,,,,,,,2.8,,,,,,
01.04.2020 13:00,9.1,766.7,766.9,-1.7,59,Wind blowing from the south,4,,,, ,,,,,,,,,,,1.5,,,,,,
01.04.2020 12:00,8.9,767.2,767.5,-1.7,52,Wind blowing from the north,4,,,, ,,,,,,,,,,,-0.4,No precipitation,6,,,,
01.04.2020 11:00,9.3,767.8,768.1,-1.2,59,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,1.7,,,,,,
01.04.2020 10:00,7.4,768.4,768.6,-0.6,65,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,1.1,,,,,,
01.04.2020 09:00,5.0,768.9,769.0,-0.2,80,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,1.8,,,,,,
01.04.2020 08:00,2.9,769.0,769.1,-0.2,87,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,1.0,,,,,,
01.04.2020 07:00,0.8,769.0,769.3,-0.3,90,Wind blowing from the north,5,,,, ,,,,,,,,,,,-0.6,,,,,,
01.04.2020 06:00,-0.2,769.1,769.3,-0.6,93,Wind blowing from the north,4,,,, ,,,-1.1,,,,,,,,-1.2,No precipitation,12,,,,
01.04.2020 05:00,-0.3,769.2,769.3,-1.1,92,Wind blowing from the north,4,,,, ,,,,,,,,,,,-1.4,,,,,,
01.04.2020 04:00,-0.3,769.3,769.6,-1.4,91,Wind blowing from the north,4,,,, ,,,,,,,,,,,-1.6,,,,,,
01.04.2020 03:00,-1.0,769.7,769.9,-1.4,92,Wind blowing from the north,4,,,, ,,,,,,,,,,,-2.2,,,,,,
01.04.2020 02:00,-0.5,770.3,770.5,-1.0,90,Wind blowing from the north,5,,,, ,,,,,,,,,,,-2.0,,,,,,
01.04.2020 01:00,-0.5,770.7,770.9,-0.8,88,Wind blowing from the north,4,,,, ,,,,,,,,,,,-2.2,,,,,,
01.04.2020 00:00,0.3,771.1,771.3,,84,Wind blowing from the north,3,,,, ,,,,,,,,,,,-2.1,No precipitation,6,,,,
31.03.2020 23:00,2.0,771.3,771.4,-0.5,78,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,-1.4,,,,,,
31.03.2020 22:00,2.2,771.5,771.7,-0.3,77,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,-1.5,,,,,,
31.03.2020 21:00,2.9,771.7,771.9,0.0,68,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-2.5,,,,,,
31.03.2020 20:00,4.6,771.8,772.0,0.0,57,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,-3.3,,,,,,
31.03.2020 19:00,5.5,771.8,772.0,-0.1,63,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-1.0,,,,,,
31.03.2020 18:00,7.7,771.7,772.0,-0.3,58,Wind blowing from the north-east,5,,,, ,,,,11.6,,,,,,,-0.1,No precipitation,12,,,,
31.03.2020 17:00,9.4,771.8,772.0,-0.5,53,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,0.2,,,,,,
31.03.2020 16:00,8.7,771.9,772.0,-0.8,51,Wind blowing from the north-east,8,,,, ,,,,,,,,,,,-0.9,,,,,,
31.03.2020 15:00,10.3,772.0,772.2,-1.1,52,Wind blowing from the north-northeast,8,,,, ,,,,,,,,,,,0.7,,,,,,
31.03.2020 14:00,10.3,772.3,772.5,-0.9,48,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-0.2,,,,,,
31.03.2020 13:00,10.6,772.7,772.9,-0.7,48,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-0.1,,,,,,
31.03.2020 12:00,9.3,773.1,773.2,-0.4,53,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,0.2,No precipitation,6,,,,
31.03.2020 11:00,9.4,773.2,773.4,-0.3,52,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,-0.1,,,,,,
31.03.2020 10:00,7.8,773.4,773.5,0.1,68,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,2.3,,,,,,
31.03.2020 09:00,7.2,773.5,773.8,0.5,79,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,3.8,,,,,,
31.03.2020 08:00,5.8,773.5,773.6,0.9,81,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,2.7,,,,,,
31.03.2020 07:00,4.2,773.3,773.5,0.7,85,Wind blowing from the north,5,,,, ,,,,,,,,,,,1.9,,,,,,
31.03.2020 06:00,3.5,773.0,773.2,0.3,86,Wind blowing from the north,5,,,, ,,,3.1,,,,,,,,1.4,0.2,12,,,,
31.03.2020 05:00,3.4,772.6,772.8,-0.3,86,Wind blowing from the north,6,,,, ,,,,,,,,,,,1.3,,,,,,
31.03.2020 04:00,3.9,772.6,772.8,-0.4,86,Wind blowing from the north,6,,,, ,,,,,,,,,,,1.7,,,,,,
31.03.2020 03:00,3.9,772.7,772.9,-0.4,86,Wind blowing from the north,5,,,, ,,,,,,,,,,,1.8,,,,,,
31.03.2020 02:00,4.1,772.9,773.1,-0.2,86,Wind blowing from the north,6,,,, ,,,,,,,,,,,2.0,,,,,,
31.03.2020 01:00,5.0,773.0,773.2,-0.1,82,Wind blowing from the north,6,,,, ,,,,,,,,,,,2.2,,,,,,
31.03.2020 00:00,5.4,773.1,773.2,0.0,80,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,2.2,0.2,6,,,,
30.03.2020 23:00,5.3,773.1,773.3,-0.1,78,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,1.7,,,,,,
30.03.2020 22:00,5.9,773.1,773.3,0.2,82,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,3.0,,,,,,
30.03.2020 21:00,6.1,773.1,773.2,0.4,85,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,3.7,,,,,,
30.03.2020 20:00,7.0,773.2,773.4,0.5,77,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,3.2,,,,,,
30.03.2020 19:00,7.4,772.9,773.1,-0.2,72,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,2.6,,,,,,
30.03.2020 18:00,7.3,772.7,772.9,-0.5,70,Wind blowing from the north-northeast,5,,,, ,,,,10.2,,,,,,,2.2,No precipitation,12,,,,
30.03.2020 17:00,8.4,772.7,772.9,-1.0,67,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,2.6,,,,,,
30.03.2020 16:00,7.7,773.1,773.2,-1.0,71,Wind blowing from the north,7,,,, ,,,,,,,,,,,2.7,,,,,,
30.03.2020 15:00,9.4,773.2,773.4,-1.4,62,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,2.3,,,,,,
30.03.2020 14:00,8.6,773.7,773.9,-1.3,64,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,2.1,,,,,,
30.03.2020 13:00,9.2,774.1,774.3,-1.5,65,Wind blowing from the north,8,,,, ,,,,,,,,,,,3.0,,,,,,
30.03.2020 12:00,8.1,774.6,774.8,-1.4,65,Wind blowing from the north,8,,,, ,,,,,,,,,,,1.8,No precipitation,6,,,,
30.03.2020 11:00,8.4,775.0,775.3,-1.4,59,Wind blowing from the north,7,,,, ,,,,,,,,,,,0.7,,,,,,
30.03.2020 10:00,7.4,775.6,775.7,-1.1,61,Wind blowing from the north,7,,,, ,,,,,,,,,,,0.3,,,,,,
30.03.2020 09:00,6.0,776.0,776.2,-0.8,69,Wind blowing from the north,7,,,, ,,,,,,,,,,,0.6,,,,,,
30.03.2020 08:00,4.2,776.4,776.5,-0.3,77,Wind blowing from the north,5,,,, ,,,,,,,,,,,0.4,,,,,,
30.03.2020 07:00,2.3,776.7,776.8,-0.3,84,Wind blowing from the north,5,,,, ,,,,,,,,,,,-0.2,,,,,,
30.03.2020 06:00,1.7,776.8,777.0,-0.3,83,Wind blowing from the north,4,,,, ,,,1.0,,,,,,,,-0.9,No precipitation,12,,,,
30.03.2020 05:00,2.2,776.7,776.9,-1.0,83,Wind blowing from the north,5,,,, ,,,,,,,,,,,-0.5,,,,,,
30.03.2020 04:00,1.3,777.0,777.2,-1.1,81,Wind blowing from the north,4,,,, ,,,,,,,,,,,-1.7,,,,,,
30.03.2020 03:00,1.6,777.1,777.4,-1.2,71,Wind blowing from the north,5,,,, ,,,,,,,,,,,-3.1,,,,,,
30.03.2020 02:00,2.2,777.7,778.0,-0.8,68,Wind blowing from the north,5,,,, ,,,,,,,,,,,-3.1,,,,,,
30.03.2020 01:00,2.5,778.1,778.3,-0.6,64,Wind blowing from the north,6,,,, ,,,,,,,,,,,-3.7,,,,,,
30.03.2020 00:00,3.1,778.3,778.5,-0.4,60,Wind blowing from the north,6,,,, ,,,,,,,,,,,-3.9,No precipitation,6,,,,
29.03.2020 23:00,3.1,778.5,778.6,0.0,60,Wind blowing from the north,7,,,, ,,,,,,,,,,,-3.9,,,,,,
29.03.2020 22:00,3.2,778.7,778.9,0.7,60,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,-4.0,,,,,,
29.03.2020 21:00,3.4,778.7,778.9,1.1,57,Wind blowing from the north-northeast,8,,14,, ,,,,,,,,,,,-4.5,,,,,,
29.03.2020 20:00,3.8,778.5,778.6,1.2,54,Wind blowing from the north-northeast,10,,14,, ,,,,,,,,,,,-4.8,,,,,,
29.03.2020 19:00,4.5,778.0,778.2,0.6,52,Wind blowing from the north-northeast,10,,15,, ,,,,,,,,,,,-4.5,,,,,,
29.03.2020 18:00,5.4,777.6,777.8,0.4,54,Wind blowing from the north-northeast,9,,19,, ,,,,8.5,,,,,,,-3.3,2,12,,,,
29.03.2020 17:00,5.4,777.3,777.4,-0.1,66,Wind blowing from the north-northeast,10,,15,, ,,,,,,,,,,,-0.6,,,,,,
29.03.2020 16:00,2.6,777.4,777.6,0.1,86,Wind blowing from the north-northeast,12,17,17,, ,,,,,,,,,,,0.5,,,,,,
29.03.2020 15:00,6.0,777.2,777.4,0.4,73,Wind blowing from the north-northeast,9,14,17,, ,,,,,,,,,,,1.4,,,,,,
29.03.2020 14:00,4.9,777.4,777.6,0.6,81,Wind blowing from the north-east,9,,18,, ,,,,,,,,,,,1.9,,,,,,
29.03.2020 13:00,5.0,777.3,777.5,1.0,84,Wind blowing from the north-northeast,11,,19,, ,,,,,,,,,,,2.5,,,,,,
29.03.2020 12:00,8.0,776.8,777.0,0.6,54,Wind blowing from the north-northeast,10,,19,, ,,,,,,,,,,,-0.8,No precipitation,6,,,,
29.03.2020 11:00,8.0,776.8,776.9,0.6,53,Wind blowing from the north-northeast,12,,21,, ,,,,,,,,,,,-1.1,,,,,,
29.03.2020 10:00,7.7,776.3,776.5,0.4,53,Wind blowing from the north-northeast,12,17,18,, ,,,,,,,,,,,-1.5,,,,,,
29.03.2020 09:00,6.2,776.2,776.4,0.7,54,Wind blowing from the north-northeast,13,,19,, ,,,,,,,,,,,-2.6,,,,,,
29.03.2020 08:00,5.1,776.2,776.4,0.9,58,Wind blowing from the north,11,16,16,, ,,,,,,,,,,,-2.5,,,,,,
29.03.2020 07:00,4.1,775.9,776.1,0.6,62,Wind blowing from the north,9,,14,, ,,,,,,,,,,,-2.7,,,,,,
29.03.2020 06:00,4.0,775.5,775.7,0.4,64,Wind blowing from the north,9,14,15,, ,,,3.4,,,,,,,,-2.3,No precipitation,12,,,,
29.03.2020 05:00,4.1,775.3,775.5,0.3,63,Wind blowing from the north,9,,13,, ,,,,,,,,,,,-2.3,,,,,,
29.03.2020 04:00,3.6,775.3,775.4,0.4,64,Wind blowing from the north,7,,14,, ,,,,,,,,,,,-2.6,,,,,,
29.03.2020 03:00,4.1,775.1,775.3,0.5,70,Wind blowing from the north,7,13,13,, ,,,,,,,,,,,-0.9,,,,,,
29.03.2020 02:00,4.3,775.0,775.3,0.9,72,Wind blowing from the north,8,,14,, ,,,,,,,,,,,-0.3,,,,,,
29.03.2020 01:00,4.9,774.9,775.0,1.0,72,Wind blowing from the north-northeast,8,,13,, ,,,,,,,,,,,0.3,,,,,,
29.03.2020 00:00,5.0,774.6,774.8,,73,Wind blowing from the north,8,,25,, ,,,,,,,,,,,0.5,No precipitation,6,,,,
28.03.2020 23:00,5.3,774.1,774.4,1.3,70,Wind blowing from the north-northeast,9,,13,, ,,,,,,,,,,,0.3,,,,,,
28.03.2020 22:00,5.6,773.9,774.1,1.8,66,Wind blowing from the north-northeast,9,15,15,, ,,,,,,,,,,,-0.4,,,,,,
28.03.2020 21:00,6.2,773.4,773.6,2.0,65,Wind blowing from the north,9,,15,, ,,,,,,,,,,,0.1,,,,,,
28.03.2020 20:00,7.5,772.8,773.0,2.0,60,Wind blowing from the north,9,,17,, ,,,,,,,,,,,0.2,,,,,,
28.03.2020 19:00,8.2,772.1,772.3,1.6,55,Wind blowing from the north-northeast,9,,15,, ,,,,,,,,,,,-0.5,,,,,,
28.03.2020 18:00,9.0,771.4,771.7,1.4,57,Wind blowing from the north-northeast,11,16,16,, ,,,,12.6,,,,,,,0.8,No precipitation,12,,,,
28.03.2020 17:00,9.3,770.8,771.0,1.2,60,Wind blowing from the north-northeast,13,20,20,, ,,,,,,,,,,,1.9,,,,,,
28.03.2020 16:00,9.7,770.5,770.7,0.9,63,Wind blowing from the north-northeast,11,16,18,, ,,,,,,,,,,,2.9,,,,,,
28.03.2020 15:00,10.8,770.0,770.2,0.7,61,Wind blowing from the north-northeast,13,,19,, ,,,,,,,,,,,3.5,,,,,,
28.03.2020 14:00,12.1,769.6,769.9,0.6,50,Wind blowing from the north-northeast,13,,20,, ,,,,,,,,,,,1.8,,,,,,
28.03.2020 13:00,11.6,769.6,769.7,0.6,50,Wind blowing from the north-northeast,12,18,19,, ,,,,,,,,,,,1.4,,,,,,
28.03.2020 12:00,11.5,769.3,769.5,0.5,51,Wind blowing from the north-northeast,12,17,17,, ,,,,,,,,,,,1.7,No precipitation,6,,,,
28.03.2020 11:00,11.1,769.0,769.3,0.7,54,Wind blowing from the north-northeast,13,18,19,, ,,,,,,,,,,,2.1,,,,,,
28.03.2020 10:00,10.1,769.0,769.2,0.8,60,Wind blowing from the north-northeast,11,16,16,, ,,,,,,,,,,,2.5,,,,,,
28.03.2020 09:00,8.2,768.8,769.0,0.9,69,Wind blowing from the north,9,,15,, ,,,,,,,,,,,2.7,,,,,,
28.03.2020 08:00,6.7,768.3,768.4,0.7,75,Wind blowing from the north,10,,15,, ,,,,,,,,,,,2.6,,,,,,
28.03.2020 07:00,5.2,768.2,768.4,0.9,79,Wind blowing from the north,7,,,, ,,,,,,,,,,,1.8,,,,,,
28.03.2020 06:00,4.6,767.9,768.1,0.7,81,Wind blowing from the north,5,,,, ,,,4.3,,,,,,,,1.5,No precipitation,12,,,,
28.03.2020 05:00,4.9,767.6,767.8,0.4,81,Wind blowing from the north,7,,,, ,,,,,,,,,,,1.8,,,,,,
28.03.2020 04:00,4.9,767.3,767.5,-0.1,81,Wind blowing from the north,7,,,, ,,,,,,,,,,,1.8,,,,,,
28.03.2020 03:00,5.1,767.2,767.4,-0.1,79,Wind blowing from the north,7,,,, ,,,,,,,,,,,1.7,,,,,,
28.03.2020 02:00,5.3,767.2,767.4,-0.3,76,Wind blowing from the north,8,,,, ,,,,,,,,,,,1.4,,,,,,
28.03.2020 01:00,5.6,767.4,767.5,0.0,72,Wind blowing from the north,8,,,, ,,,,,,,,,,,0.9,,,,,,
28.03.2020 00:00,5.0,774.6,774.8,7.4,73,Wind blowing from the north,8,,13,, ,,,,,,,,,,,0.5,No precipitation,6,,,,
