# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.04.2020 15:00";"13.6";"767.1";"771.1";"-0.8";"61";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"07.04.2020 14:00";"12.6";"767.5";"771.5";"-0.8";"61";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"07.04.2020 13:00";"12.0";"767.8";"771.8";"-0.6";"65";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"07.04.2020 12:00";"11.8";"767.9";"771.9";"-0.8";"61";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
"07.04.2020 11:00";"9.9";"768.3";"772.3";"-0.4";"79";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"07.04.2020 10:00";"10.8";"768.4";"772.4";"-0.2";"73";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"07.04.2020 09:00";"9.3";"768.7";"772.6";"0.3";"76";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"07.04.2020 08:00";"7.7";"768.7";"772.6";"0.5";"77";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"07.04.2020 07:00";"6.5";"768.6";"772.6";"0.5";"83";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"07.04.2020 06:00";"5.0";"768.4";"772.4";"0.4";"91";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"4.7";"";"";"";"";"";"";"";"3.6";"No precipitation";"12";"";"";"";"";
"07.04.2020 05:00";"5.0";"768.2";"772.3";"0.4";"93";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"07.04.2020 04:00";"5.4";"768.1";"772.1";"0.5";"90";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"07.04.2020 03:00";"5.6";"768.0";"772.0";"0.5";"91";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"07.04.2020 02:00";"6.2";"767.8";"771.8";"0.8";"90";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"07.04.2020 01:00";"6.3";"767.6";"771.7";"1.1";"90";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"07.04.2020 00:00";"6.8";"767.5";"771.5";"";"90";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"No precipitation";"6";"";"";"";"";
"06.04.2020 23:00";"7.5";"767.0";"771.1";"1.5";"92";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"06.04.2020 22:00";"8.0";"766.5";"770.5";"1.7";"91";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"06.04.2020 21:00";"8.3";"766.2";"770.2";"1.7";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"06.04.2020 20:00";"8.4";"765.5";"769.5";"1.7";"87";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"06.04.2020 19:00";"9.2";"764.8";"768.7";"1.8";"89";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"06.04.2020 18:00";"9.9";"764.5";"768.4";"2.1";"85";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"12.3";"";"";"";"";"";"";"7.5";"No precipitation";"12";"";"";"";"";
"06.04.2020 17:00";"10.4";"763.8";"767.8";"1.8";"84";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"06.04.2020 16:00";"10.6";"763.0";"766.9";"1.7";"83";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"06.04.2020 15:00";"12.0";"762.4";"766.4";"2.1";"78";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"06.04.2020 14:00";"11.5";"762.0";"765.9";"2.5";"79";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"06.04.2020 13:00";"12.1";"761.3";"765.2";"2.6";"80";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"06.04.2020 12:00";"11.1";"760.3";"764.2";"2.4";"84";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"06.04.2020 11:00";"11.8";"759.5";"763.4";"2.6";"80";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"06.04.2020 10:00";"11.2";"758.7";"762.6";"2.8";"85";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"06.04.2020 09:00";"10.7";"757.9";"761.8";"3.0";"89";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"06.04.2020 08:00";"10.0";"756.9";"760.9";"2.8";"93";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"06.04.2020 07:00";"9.3";"755.9";"759.9";"2.3";"95";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"06.04.2020 06:00";"8.7";"754.9";"758.8";"1.8";"95";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"8.7";"";"";"";"";"";"";"";"8.0";"3.0";"12";"";"";"";"";
"06.04.2020 05:00";"8.9";"754.1";"758.1";"1.5";"95";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"06.04.2020 04:00";"9.0";"753.6";"757.5";"1.4";"96";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"06.04.2020 03:00";"9.3";"753.1";"757.0";"2.1";"95";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"06.04.2020 02:00";"9.4";"752.6";"756.6";"1.9";"95";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"06.04.2020 01:00";"9.6";"752.2";"756.1";"1.7";"95";"Wind blowing from the west-southwest";"6";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"06.04.2020 00:00";"10.9";"751.0";"754.9";"";"94";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"2.0";"6";"";"";"";"";
"05.04.2020 23:00";"11.9";"750.7";"754.5";"0.3";"90";"Wind blowing from the south";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"05.04.2020 22:00";"12.2";"750.5";"754.4";"0.0";"87";"Wind blowing from the south";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.04.2020 21:00";"12.4";"750.6";"754.4";"0.2";"84";"Wind blowing from the south";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"05.04.2020 20:00";"13.2";"750.4";"754.3";"-0.2";"72";"Wind blowing from the south-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"05.04.2020 19:00";"12.5";"750.5";"754.4";"-0.5";"73";"Wind blowing from the east-southeast";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"05.04.2020 18:00";"13.5";"750.4";"754.3";"-1.1";"69";"Wind blowing from the south-east";"13";"";"16";"";" ";"";"";"";"13.7";"";"";"";"";"";"";"7.8";"No precipitation";"12";"";"";"";"";
"05.04.2020 17:00";"12.5";"750.6";"754.5";"-1.0";"75";"Wind blowing from the east-southeast";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"05.04.2020 16:00";"12.6";"751.0";"754.8";"-1.0";"72";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"05.04.2020 15:00";"12.7";"751.5";"755.3";"-0.3";"72";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"05.04.2020 14:00";"12.5";"751.6";"755.5";"-0.6";"72";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"05.04.2020 13:00";"12.4";"752.0";"755.9";"-0.5";"71";"Wind blowing from the south-east";"10";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"05.04.2020 12:00";"12.2";"751.8";"755.6";"-0.9";"69";"Wind blowing from the south-east";"14";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"05.04.2020 11:00";"12.5";"752.2";"756.1";"-1.1";"64";"Wind blowing from the east-southeast";"15";"";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"05.04.2020 10:00";"12.8";"752.5";"756.4";"-1.3";"66";"Wind blowing from the east-southeast";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"05.04.2020 09:00";"10.3";"752.7";"756.6";"-1.9";"71";"Wind blowing from the east";"12";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"05.04.2020 08:00";"9.9";"753.3";"757.2";"-1.3";"71";"Wind blowing from the east";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"05.04.2020 07:00";"9.8";"753.8";"757.7";"-1.4";"72";"Wind blowing from the east";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"05.04.2020 06:00";"10.0";"754.6";"758.5";"-0.8";"73";"Wind blowing from the east-southeast";"10";"";"13";"";" ";"";"";"8.2";"";"";"";"";"";"";"";"5.4";"No precipitation";"12";"";"";"";"";
"05.04.2020 05:00";"8.7";"754.6";"758.5";"-1.5";"78";"Wind blowing from the east";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"05.04.2020 04:00";"9.3";"755.2";"759.1";"-1.5";"74";"Wind blowing from the east";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"05.04.2020 03:00";"9.4";"755.4";"759.3";"-1.9";"75";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"05.04.2020 02:00";"8.9";"756.1";"760.0";"-1.4";"76";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"05.04.2020 01:00";"8.9";"756.7";"760.6";"-1.1";"76";"Wind blowing from the east";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.04.2020 00:00";"10.9";"751.0";"754.9";"-7.1";"94";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"2.0";"6";"";"";"";"";
"04.04.2020 23:00";"9.2";"757.5";"761.5";"-0.8";"75";"Wind blowing from the east";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"04.04.2020 22:00";"9.4";"757.8";"761.8";"-0.5";"73";"Wind blowing from the east";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"04.04.2020 21:00";"10.4";"758.1";"762.1";"-0.1";"70";"Wind blowing from the east-southeast";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"04.04.2020 20:00";"10.6";"758.3";"762.3";"0.1";"73";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"04.04.2020 19:00";"10.2";"758.3";"762.3";"-0.2";"75";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"04.04.2020 18:00";"11.4";"758.2";"762.1";"-0.6";"66";"Wind blowing from the south-east";"9";"";"";"";" ";"";"";"";"12.5";"";"";"";"";"";"";"5.3";"No precipitation";"12";"";"";"";"";
"04.04.2020 17:00";"11.7";"758.2";"762.2";"-1.1";"66";"Wind blowing from the south-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"04.04.2020 16:00";"12.1";"758.5";"762.4";"-0.9";"66";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"04.04.2020 15:00";"11.1";"758.8";"762.7";"-0.9";"74";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"04.04.2020 14:00";"10.7";"759.3";"763.3";"-0.7";"77";"Wind blowing from the south-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"04.04.2020 13:00";"11.3";"759.4";"763.3";"-0.9";"74";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"04.04.2020 12:00";"10.4";"759.7";"763.7";"-0.8";"79";"Wind blowing from the south-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"No precipitation";"6";"";"";"";"";
"04.04.2020 11:00";"9.9";"760.0";"763.9";"-0.4";"81";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"04.04.2020 10:00";"9.0";"760.3";"764.2";"0.1";"84";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"04.04.2020 09:00";"7.8";"760.5";"764.5";"0.4";"87";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"04.04.2020 08:00";"7.1";"760.4";"764.5";"0.2";"94";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"04.04.2020 07:00";"7.0";"760.2";"764.2";"-0.1";"94";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"04.04.2020 06:00";"7.2";"760.1";"764.2";"-0.4";"94";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"6.9";"";"";"";"";"";"";"";"6.3";"No precipitation";"12";"";"";"";"";
"04.04.2020 05:00";"7.7";"760.2";"764.2";"-0.7";"93";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"04.04.2020 04:00";"8.2";"760.3";"764.3";"-0.7";"92";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"04.04.2020 03:00";"8.3";"760.5";"764.5";"-0.6";"92";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"04.04.2020 02:00";"8.2";"760.9";"764.8";"-0.3";"93";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"04.04.2020 01:00";"8.3";"761.0";"765.0";"-0.2";"94";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"04.04.2020 00:00";"9.2";"757.3";"761.2";"-3.6";"75";"Wind blowing from the east";"10";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"03.04.2020 23:00";"8.4";"761.2";"765.2";"0.2";"95";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"03.04.2020 22:00";"8.2";"761.2";"765.1";"0.3";"94";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"03.04.2020 21:00";"6.9";"760.9";"764.9";"0.0";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.04.2020 20:00";"8.1";"761.0";"765.0";"0.1";"92";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"03.04.2020 19:00";"8.5";"760.9";"764.8";"0.2";"90";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"03.04.2020 18:00";"9.4";"760.9";"764.8";"0.1";"86";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"11.3";"";"";"";"";"";"";"7.2";"No precipitation";"12";"";"";"";"";
"03.04.2020 17:00";"9.6";"760.9";"764.8";"0.0";"85";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"03.04.2020 16:00";"10.1";"760.7";"764.7";"-0.4";"81";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"03.04.2020 15:00";"10.5";"760.8";"764.7";"-0.2";"78";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"03.04.2020 14:00";"10.0";"760.9";"764.8";"-0.2";"73";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.04.2020 13:00";"9.9";"761.1";"765.1";"0.1";"68";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"03.04.2020 12:00";"9.7";"761.0";"764.9";"0.3";"75";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"03.04.2020 11:00";"9.7";"761.1";"765.0";"0.7";"75";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.04.2020 10:00";"10.2";"761.0";"765.0";"0.8";"66";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"03.04.2020 09:00";"9.3";"760.7";"764.7";"0.7";"69";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"03.04.2020 08:00";"8.1";"760.4";"764.4";"0.7";"77";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"03.04.2020 07:00";"7.6";"760.2";"764.2";"0.8";"78";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"03.04.2020 06:00";"7.3";"760.0";"763.9";"0.6";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"7.0";"";"";"";"";"";"";"";"5.3";"No precipitation";"12";"";"";"";"";
"03.04.2020 05:00";"7.1";"759.7";"763.6";"0.3";"84";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"03.04.2020 04:00";"7.8";"759.4";"763.4";"0.0";"82";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"03.04.2020 03:00";"8.1";"759.4";"763.4";"0.0";"87";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"03.04.2020 02:00";"8.6";"759.4";"763.3";"0.0";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"03.04.2020 01:00";"8.8";"759.4";"763.3";"0.0";"88";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"03.04.2020 00:00";"8.2";"761.1";"765.1";"1.6";"94";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"02.04.2020 23:00";"8.9";"759.4";"763.4";"0.3";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"02.04.2020 22:00";"9.4";"759.4";"763.4";"0.3";"83";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"02.04.2020 21:00";"9.8";"759.5";"763.4";"0.5";"76";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"02.04.2020 20:00";"10.3";"759.1";"763.0";"0.2";"72";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"02.04.2020 19:00";"10.2";"759.1";"763.0";"0.0";"74";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"02.04.2020 18:00";"9.4";"759.0";"763.0";"-0.4";"86";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"12.5";"";"";"";"";"";"";"7.1";"No precipitation";"12";"";"";"";"";
"02.04.2020 17:00";"9.6";"758.9";"762.8";"-0.7";"82";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"02.04.2020 16:00";"10.7";"759.1";"763.0";"-0.6";"73";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"02.04.2020 15:00";"11.7";"759.4";"763.3";"-0.5";"72";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"02.04.2020 14:00";"11.9";"759.6";"763.6";"-0.4";"62";"Wind blowing from the west-northwest";"6";"11";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"02.04.2020 13:00";"12.3";"759.7";"763.6";"-0.7";"65";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"02.04.2020 12:00";"11.3";"759.9";"763.8";"-0.4";"70";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"No precipitation";"6";"";"";"";"";
"02.04.2020 11:00";"9.8";"760.0";"764.0";"-0.8";"78";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"02.04.2020 10:00";"9.9";"760.4";"764.4";"-0.4";"69";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"02.04.2020 09:00";"9.8";"760.3";"764.3";"-0.7";"71";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"02.04.2020 08:00";"8.4";"760.8";"764.8";"-0.4";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"02.04.2020 07:00";"7.6";"760.8";"764.8";"-0.7";"85";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"02.04.2020 06:00";"6.9";"761.0";"765.0";"-0.8";"85";"Wind blowing from the west";"3";"";"";"";" ";"";"";"6.7";"";"";"";"";"";"";"";"4.5";"No precipitation";"12";"";"";"";"";
"02.04.2020 05:00";"7.0";"761.2";"765.2";"-0.9";"82";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"02.04.2020 04:00";"6.8";"761.5";"765.6";"-1.1";"81";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"02.04.2020 03:00";"6.8";"761.8";"765.8";"-0.9";"80";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"02.04.2020 02:00";"6.8";"762.1";"766.1";"-1.0";"76";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"02.04.2020 01:00";"6.7";"762.6";"766.6";"-0.7";"75";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"02.04.2020 00:00";"6.7";"762.7";"766.7";"-0.9";"73";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"No precipitation";"6";"";"";"";"";
