# Weather station Hereford, UK, WMO_ID=3522,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3522&lang=en
#
"Local time in Hereford";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.02.2020 11:00";"8.8";"754.0";"760.9";"-0.4";"81";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"13.0";"5.6";"";"";"";"";"";"";
"14.02.2020 10:00";"6.6";"754.0";"761.0";"-0.2";"90";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"14.0";"5.1";"";"";"";"";"";"";
"14.02.2020 09:00";"5.5";"754.5";"761.5";"0.1";"97";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"12.0";"5.1";"";"";"";"";"";"";
"14.02.2020 08:00";"3.6";"754.4";"761.5";"0.0";"99";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.5";"";"";"";"";"";"";
"14.02.2020 07:00";"1.7";"754.2";"761.3";"-0.2";"99";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"1.6";"";"";"";"";"";"";
"14.02.2020 06:00";"-0.1";"754.4";"761.6";"0.3";"97";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"-0.1";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-0.5";"No precipitation";"12";"";"";"";"";
"14.02.2020 05:00";"1.3";"754.4";"761.6";"0.3";"97";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.9";"";"";"";"";"";"";
"14.02.2020 04:00";"1.8";"754.4";"761.5";"1.1";"97";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"1.4";"";"";"";"";"";"";
"14.02.2020 03:00";"2.2";"754.1";"761.2";"1.0";"93";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"1.1";"";"";"";"";"";"";
"14.02.2020 02:00";"4.4";"754.1";"761.2";"1.9";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"3.4";"";"";"";"";"";"";
"14.02.2020 01:00";"5.2";"753.3";"760.3";"2.2";"89";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"3.5";"";"";"";"";"";"";
"14.02.2020 00:00";"7.0";"752.4";"759.4";"2.5";"92";"Wind blowing from the west-southwest";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"5.8";"0.2";"6";"";"";"";"";
"13.02.2020 23:00";"5.6";"752.2";"759.1";"3.4";"85";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"3.3";"";"";"";"";"";"";
"13.02.2020 22:00";"6.5";"751.1";"758.1";"3.4";"80";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"3.2";"";"";"";"";"";"";
"13.02.2020 21:00";"6.5";"749.9";"756.9";"4.0";"77";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"2.7";"";"";"";"";"";"";
"13.02.2020 20:00";"6.9";"748.8";"755.8";"4.9";"76";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"2.9";"";"";"";"";"";"";
"13.02.2020 19:00";"7.2";"747.7";"754.7";"5.1";"75";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"3.0";"";"";"";"";"";"";
"13.02.2020 18:00";"7.1";"745.9";"752.8";"5.1";"80";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"9.5";"";"";"600-1000";"";"";"30.0";"3.9";"7.0";"12";"";"";"";"";
"13.02.2020 17:00";"7.2";"743.9";"750.8";"5.0";"77";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"3.4";"";"";"";"";"";"";
"13.02.2020 16:00";"8.9";"742.6";"749.4";"5.2";"70";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"3.7";"";"";"";"";"";"";
"13.02.2020 15:00";"8.9";"740.8";"747.7";"4.1";"72";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"4.1";"";"";"";"";"";"";
"13.02.2020 14:00";"9.1";"738.9";"745.7";"3.4";"71";"Wind blowing from the west";"7";"12";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"4.1";"";"";"";"";"";"";
"13.02.2020 13:00";"8.3";"737.4";"744.2";"2.3";"77";"Wind blowing from the west";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.4";"";"";"";"";"";"";
"13.02.2020 12:00";"7.6";"736.7";"743.5";"2.1";"80";"Wind blowing from the west";"6";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"4.4";"7.0";"6";"";"";"";"";
"13.02.2020 11:00";"7.7";"735.5";"742.3";"0.7";"94";"Wind blowing from the south";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"6.8";"";"";"";"";"";"";
"13.02.2020 10:00";"5.8";"735.1";"742.0";"-0.2";"95";"Wind blowing from the west-southwest";"2";"";"";"";"Rain shower(s) or intermittent rain, heavy. ";"";"";"";"";"";"";"300-600";"";"";"4.0";"5.1";"";"";"";"";"";"";
"13.02.2020 09:00";"5.1";"734.6";"741.5";"-1.4";"98";"Wind blowing from the south-west";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"4.8";"";"";"";"";"";"";
"13.02.2020 08:00";"4.3";"734.8";"741.7";"-1.7";"97";"Wind blowing from the south-east";"1";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"3.9";"";"";"";"";"";"";
"13.02.2020 07:00";"4.3";"735.3";"742.2";"-1.2";"96";"Wind blowing from the south-southeast";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"3.7";"";"";"";"";"";"";
"13.02.2020 06:00";"4.2";"736.0";"742.9";"-2.4";"93";"Wind blowing from the south";"1";"";"";"";"Rain (not freezing). ";"";"";"3.4";"";"";"";"1500-2000";"";"";"40.0";"3.1";"12.0";"12";"";"";"";"";
"13.02.2020 05:00";"4.9";"736.5";"743.4";"-4.1";"93";"Wind blowing from the south-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"17.0";"3.9";"";"";"";"";"";"";
"13.02.2020 04:00";"6.1";"736.5";"743.4";"-6.7";"96";"Wind blowing from the south-southwest";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.5";"";"";"";"";"";"";
"13.02.2020 03:00";"5.8";"738.4";"745.3";"-7.3";"95";"Wind blowing from the south-southeast";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"10.0";"5.0";"";"";"";"";"";"";
"13.02.2020 02:00";"5.9";"740.6";"747.5";"-6.8";"93";"Wind blowing from the south-southeast";"5";"10";"";"";"Rain, not freezing, heavy. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"4.9";"";"";"";"";"";"";
"13.02.2020 01:00";"5.6";"743.2";"750.2";"-5.6";"95";"Wind blowing from the south-east";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"10.0";"4.8";"";"";"";"";"";"";
"13.02.2020 00:00";"5.9";"753.1";"760.1";"2.8";"85";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"3.6";"No precipitation";"6";"";"";"";"";
"12.02.2020 23:00";"5.4";"747.4";"754.4";"-3.9";"90";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"3.8";"";"";"";"";"";"";
"12.02.2020 22:00";"5.2";"748.8";"755.8";"-3.4";"90";"Wind blowing from the south-east";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"28.0";"3.7";"";"";"";"";"";"";
"12.02.2020 21:00";"4.3";"750.3";"757.3";"-2.5";"96";"Wind blowing from the south";"1";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"21.0";"3.7";"";"";"";"";"";"";
"12.02.2020 20:00";"3.7";"751.3";"758.4";"-1.9";"93";"Wind blowing from the east";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"2.7";"";"";"";"";"";"";
"12.02.2020 19:00";"4.7";"752.2";"759.3";"-1.5";"90";"Wind blowing from the south-southwest";"2";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"3.1";"";"";"";"";"";"";
"12.02.2020 18:00";"3.6";"752.8";"760.0";"-1.3";"88";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"8.9";"";"";"1000-1500";"";"";"30.0";"1.7";"0.2";"12";"";"";"";"";
"12.02.2020 17:00";"4.8";"753.2";"760.3";"-1.1";"82";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"1.9";"";"";"";"";"";"";
"12.02.2020 16:00";"6.2";"753.7";"760.7";"-0.6";"76";"Wind blowing from the south-west";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"2.3";"";"";"";"";"";"";
"12.02.2020 15:00";"8.1";"754.1";"761.1";"-0.8";"59";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"0.4";"";"";"";"";"";"";
"12.02.2020 14:00";"8.2";"754.3";"761.3";"-0.3";"56";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"-0.1";"";"";"";"";"";"";
"12.02.2020 13:00";"7.7";"754.3";"761.4";"0.1";"60";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"0.3";"";"";"";"";"";"";
"12.02.2020 12:00";"6.6";"754.9";"761.9";"1.0";"64";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"0.2";"Trace of precipitation";"6";"";"";"";"";
"12.02.2020 11:00";"6.3";"754.6";"761.6";"0.9";"68";"Wind blowing from the west";"6";"";"13";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.7";"";"";"";"";"";"";
"12.02.2020 10:00";"5.3";"754.2";"761.2";"1.0";"72";"Wind blowing from the west";"7";"";"13";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"0.6";"";"";"";"";"";"";
"12.02.2020 09:00";"4.2";"753.9";"760.9";"1.0";"75";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"0.2";"";"";"";"";"";"";
"12.02.2020 08:00";"2.7";"753.7";"760.8";"0.9";"81";"Wind blowing from the west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"24.0";"-0.3";"";"";"";"";"";"";
"12.02.2020 07:00";"2.5";"753.2";"760.3";"1.1";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"24.0";"-0.3";"";"";"";"";"";"";
"12.02.2020 06:00";"2.5";"752.9";"760.0";"0.9";"83";"Wind blowing from the west";"6";"";"13";"";"Rain (not freezing). ";"";"";"1.7";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"-0.2";"Trace of precipitation";"12";"";"";"";"";
"12.02.2020 05:00";"3.3";"752.8";"760.0";"0.6";"76";"Wind blowing from the west";"5";"";"";"";"Precipitation ";"";"";"";"";"";"";"2000-2500";"";"";"17.0";"-0.5";"";"";"";"";"";"";
"12.02.2020 04:00";"3.6";"752.1";"759.1";"0.1";"74";"Wind blowing from the west";"8";"";"14";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"-0.6";"";"";"";"";"";"";
"12.02.2020 03:00";"3.4";"752.0";"759.1";"0.1";"76";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"-0.5";"";"";"";"";"";"";
"12.02.2020 02:00";"3.1";"752.2";"759.3";"0.7";"77";"Wind blowing from the west";"5";"";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"17.0";"-0.5";"";"";"";"";"";"";
"12.02.2020 01:00";"3.5";"752.0";"759.1";"0.8";"75";"Wind blowing from the west";"6";"";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"-0.6";"";"";"";"";"";"";
"12.02.2020 00:00";"5.3";"745.7";"752.7";"-5.4";"93";"Wind blowing from the south-east";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"4.3";"0.2";"6";"";"";"";"";
"11.02.2020 23:00";"3.7";"751.5";"758.5";"0.1";"72";"Wind blowing from the west";"8";"13";"13";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"-0.9";"";"";"";"";"";"";
"11.02.2020 22:00";"3.7";"751.2";"758.2";"-0.1";"72";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"-0.9";"";"";"";"";"";"";
"11.02.2020 21:00";"3.5";"751.1";"758.2";"-0.1";"75";"Wind blowing from the west";"7";"12";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"-0.6";"";"";"";"";"";"";
"11.02.2020 20:00";"3.7";"751.4";"758.5";"0.8";"78";"Wind blowing from the west-southwest";"5";"";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"0.2";"";"";"";"";"";"";
"11.02.2020 19:00";"3.4";"751.3";"758.4";"1.1";"79";"Wind blowing from the west";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"0.0";"";"";"";"";"";"";
"11.02.2020 18:00";"1.7";"751.2";"758.3";"0.9";"90";"Wind blowing from the west-southwest";"5";"11";"15";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"6.9";"";"";"200-300";"";"";"28.0";"0.2";"0.4";"12";"";"";"";"";
"11.02.2020 17:00";"5.1";"750.6";"757.6";"0.7";"62";"Wind blowing from the west-southwest";"7";"12";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"-1.7";"";"";"";"";"";"";
"11.02.2020 16:00";"5.9";"750.2";"757.3";"0.7";"61";"Wind blowing from the west";"8";"";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"-1.1";"";"";"";"";"";"";
"11.02.2020 15:00";"4.9";"750.3";"757.3";"1.1";"69";"Wind blowing from the west-southwest";"8";"15";"15";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"-0.4";"";"";"";"";"";"";
"11.02.2020 14:00";"5.2";"749.9";"757.0";"1.3";"63";"Wind blowing from the west";"8";"14";"17";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"28.0";"-1.3";"";"";"";"";"";"";
"11.02.2020 13:00";"5.1";"749.5";"756.6";"1.5";"70";"Wind blowing from the west";"8";"14";"16";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"0.1";"";"";"";"";"";"";
"11.02.2020 12:00";"5.8";"749.2";"756.1";"1.9";"62";"Wind blowing from the west";"9";"14";"17";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"11.02.2020 11:00";"4.7";"748.6";"755.6";"1.4";"67";"Wind blowing from the west";"9";"16";"16";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"-0.9";"";"";"";"";"";"";
"11.02.2020 10:00";"3.8";"748.0";"755.1";"0.9";"77";"Wind blowing from the west-southwest";"5";"11";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"0.1";"";"";"";"";"";"";
"11.02.2020 09:00";"4.2";"747.3";"754.3";"0.5";"70";"Wind blowing from the west-southwest";"7";"13";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"-0.8";"";"";"";"";"";"";
"11.02.2020 08:00";"3.9";"747.2";"754.3";"0.7";"68";"Wind blowing from the west";"7";"12";"15";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"-1.6";"";"";"";"";"";"";
"11.02.2020 07:00";"4.3";"747.1";"754.1";"1.3";"66";"Wind blowing from the west-southwest";"8";"13";"16";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"24.0";"-1.6";"";"";"";"";"";"";
"11.02.2020 06:00";"4.3";"746.8";"753.7";"1.3";"65";"Wind blowing from the west-southwest";"7";"13";"14";"";" ";"";"";"2.8";"";"";"";"1000-1500";"";"";"17.0";"-1.7";"0.8";"12";"";"";"";"";
"11.02.2020 05:00";"4.6";"746.5";"753.6";"1.3";"66";"Wind blowing from the west-southwest";"9";"14";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"18.0";"-1.2";"";"";"";"";"";"";
"11.02.2020 04:00";"4.2";"745.8";"752.8";"1.0";"68";"Wind blowing from the west-southwest";"7";"12";"16";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"17.0";"-1.2";"";"";"";"";"";"";
"11.02.2020 03:00";"3.4";"745.5";"752.5";"1.2";"78";"Wind blowing from the west-southwest";"8";"14";"15";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"-0.2";"";"";"";"";"";"";
"11.02.2020 02:00";"4.2";"745.2";"752.2";"1.5";"71";"Wind blowing from the west";"7";"14";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"-0.7";"";"";"";"";"";"";
"11.02.2020 01:00";"3.1";"744.8";"751.9";"1.5";"79";"Wind blowing from the west";"6";"";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"-0.3";"";"";"";"";"";"";
"11.02.2020 00:00";"4.3";"744.3";"751.3";"1.6";"67";"Wind blowing from the west-southwest";"8";"14";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"-1.4";"0.4";"6";"";"";"";"";
"10.02.2020 23:00";"3.9";"743.7";"750.7";"1.6";"71";"Wind blowing from the west-southwest";"7";"13";"14";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"-1.0";"";"";"";"";"";"";
"10.02.2020 22:00";"4.2";"743.3";"750.3";"1.9";"71";"Wind blowing from the west-southwest";"8";"14";"15";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"-0.7";"";"";"";"";"";"";
"10.02.2020 21:00";"4.0";"742.7";"749.7";"1.7";"73";"Wind blowing from the west";"7";"12";"15";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"-0.4";"";"";"";"";"";"";
"10.02.2020 20:00";"4.2";"742.1";"749.1";"1.8";"71";"Wind blowing from the west";"9";"15";"17";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"-0.7";"";"";"";"";"";"";
"10.02.2020 19:00";"4.3";"741.4";"748.3";"1.5";"75";"Wind blowing from the west-southwest";"7";"12";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"0.3";"";"";"";"";"";"";
"10.02.2020 18:00";"3.9";"741.0";"748.0";"1.3";"81";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"8.3";"";"";"2500 or more, or no clouds.";"";"";"45.0";"0.9";"7.0";"12";"";"";"";"";
"10.02.2020 17:00";"3.1";"740.3";"747.3";"1.6";"91";"Wind blowing from the west";"5";"10";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"50.0";"1.8";"";"";"";"";"";"";
"10.02.2020 16:00";"4.5";"739.9";"746.8";"0.3";"86";"Wind blowing from the west-southwest";"4";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"300-600";"";"";"10.0";"2.3";"";"";"";"";"";"";
"10.02.2020 15:00";"4.4";"739.7";"746.6";"-1.7";"86";"Wind blowing from the west";"6";"";"19";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"2.2";"";"";"";"";"";"";
"10.02.2020 14:00";"7.6";"738.7";"745.6";"-3.0";"73";"Wind blowing from the west-southwest";"8";"15";"16";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"17.0";"3.1";"";"";"";"";"";"";
"10.02.2020 13:00";"5.9";"739.6";"746.6";"-2.5";"90";"Wind blowing from the south-southwest";"2";"";"";"";"Snow ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"4.3";"";"";"";"";"";"";
"10.02.2020 12:00";"4.6";"741.4";"748.4";"-1.0";"91";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.2";"3.2";"2.0";"6";"";"";"";"";
"10.02.2020 11:00";"7.9";"741.7";"748.6";"-0.3";"60";"Wind blowing from the west-southwest";"6";"12";"13";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"0.5";"";"";"";"";"";"";
"10.02.2020 10:00";"8.0";"742.1";"748.9";"0.1";"56";"Wind blowing from the west-southwest";"8";"14";"15";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"15.0";"-0.3";"";"";"";"";"";"";
"10.02.2020 09:00";"6.8";"742.4";"749.3";"1.0";"63";"Wind blowing from the west-southwest";"6";"13";"13";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"0.1";"";"";"";"";"";"";
"10.02.2020 08:00";"5.8";"742.0";"748.9";"1.5";"66";"Wind blowing from the west-southwest";"7";"13";"13";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-0.1";"";"";"";"";"";"";
"10.02.2020 07:00";"5.6";"742.0";"748.9";"2.7";"67";"Wind blowing from the west-southwest";"7";"";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"15.0";"-0.1";"";"";"";"";"";"";
"10.02.2020 06:00";"4.9";"741.4";"748.3";"3.1";"77";"Wind blowing from the west";"8";"";"14";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"4.3";"";"";"";"1000-1500";"";"";"16.0";"1.1";"2.0";"12";"";"";"";"";
"10.02.2020 05:00";"4.9";"740.5";"747.5";"3.9";"78";"Wind blowing from the west-southwest";"10";"16";"16";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"1.3";"";"";"";"";"";"";
"10.02.2020 04:00";"6.0";"739.3";"746.2";"4.2";"70";"Wind blowing from the west";"7";"13";"19";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"0.8";"";"";"";"";"";"";
"10.02.2020 03:00";"6.3";"738.3";"745.2";"4.4";"70";"Wind blowing from the west";"9";"16";"16";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"1.2";"";"";"";"";"";"";
"10.02.2020 02:00";"6.3";"736.6";"743.5";"3.4";"80";"Wind blowing from the west";"8";"15";"21";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"3.1";"";"";"";"";"";"";
"10.02.2020 01:00";"7.7";"735.1";"741.9";"2.3";"73";"Wind blowing from the west";"9";"16";"16";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"3.2";"";"";"";"";"";"";
"10.02.2020 00:00";"8.0";"733.9";"740.7";"1.5";"75";"Wind blowing from the west-southwest";"9";"16";"16";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"3.8";"Trace of precipitation";"6";"";"";"";"";
"09.02.2020 23:00";"8.7";"733.2";"739.9";"1.1";"73";"Wind blowing from the west-southwest";"8";"16";"19";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"4.1";"";"";"";"";"";"";
"09.02.2020 22:00";"9.4";"732.8";"739.6";"1.5";"68";"Wind blowing from the west-southwest";"10";"15";"17";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"3.8";"";"";"";"";"";"";
"09.02.2020 21:00";"9.7";"732.4";"739.2";"2.1";"70";"Wind blowing from the west-southwest";"7";"13";"19";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1000-1500";"";"";"8.0";"4.4";"";"";"";"";"";"";
"09.02.2020 20:00";"9.9";"732.1";"738.8";"2.4";"69";"Wind blowing from the west-southwest";"8";"13";"20";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"4.4";"";"";"";"";"";"";
"09.02.2020 19:00";"10.0";"731.3";"738.1";"1.4";"68";"Wind blowing from the west-southwest";"8";"15";"20";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"4.4";"";"";"";"";"";"";
